Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Kevin Durant,HOU,WAS,HOU vs. WAS,PTS,25.5,2026-03-02
Alperen Sengun,HOU,WAS,HOU vs. WAS,PTS,19.5,2026-03-02
Amen Thompson,HOU,WAS,HOU vs. WAS,PTS,16.5,2026-03-02
Reed Sheppard,HOU,WAS,HOU vs. WAS,PTS,16.5,2026-03-02
Kyshawn George,WAS,HOU,WAS vs. HOU,PTS,11.5,2026-03-02
Tari Eason,HOU,WAS,HOU vs. WAS,PTS,14.0,2026-03-02
Tre Johnson,WAS,HOU,WAS vs. HOU,PTS,11.5,2026-03-02
Tristan Vukcevic,WAS,HOU,WAS vs. HOU,PTS,11.0,2026-03-02
Bilal Coulibaly,WAS,HOU,WAS vs. HOU,PTS,9.5,2026-03-02
Bub Carrington,WAS,HOU,WAS vs. HOU,PTS,9.0,2026-03-02
Clint Capela,HOU,WAS,HOU vs. WAS,PTS,9.5,2026-03-02
Jaylen Brown,BOS,MIL,BOS vs. MIL,PTS,24.5,2026-03-02
Kevin Porter,MIL,BOS,MIL vs. BOS,PTS,19.5,2026-03-02
Ryan Rollins,MIL,BOS,MIL vs. BOS,PTS,17.5,2026-03-02
Derrick White,BOS,MIL,BOS vs. MIL,PTS,17.5,2026-03-02
Payton Pritchard,BOS,MIL,BOS vs. MIL,PTS,17.5,2026-03-02
Kyle Kuzma,MIL,BOS,MIL vs. BOS,PTS,13.0,2026-03-02
Myles Turner,MIL,BOS,MIL vs. BOS,PTS,11.5,2026-03-02
Cam Thomas,MIL,BOS,MIL vs. BOS,PTS,11.5,2026-03-02
Sam Hauser,BOS,MIL,BOS vs. MIL,PTS,10.5,2026-03-02
AJ Green,MIL,BOS,MIL vs. BOS,PTS,9.0,2026-03-02
Bobby Portis,MIL,BOS,MIL vs. BOS,PTS,10.5,2026-03-02
Neemias Queta,BOS,MIL,BOS vs. MIL,PTS,9.5,2026-03-02
Baylor Scheierman,BOS,MIL,BOS vs. MIL,PTS,7.5,2026-03-02
Nikola Jokić,DEN,UTA,DEN vs. UTA,PTS,30.0,2026-03-02
Jamal Murray,DEN,UTA,DEN vs. UTA,PTS,25.0,2026-03-02
Ace Bailey,UTA,DEN,UTA vs. DEN,PTS,15.5,2026-03-02
Brice Sensabaugh,UTA,DEN,UTA vs. DEN,PTS,16.5,2026-03-02
Keyonte George,UTA,DEN,UTA vs. DEN,PTS,17.5,2026-03-02
Christian Braun,DEN,UTA,DEN vs. UTA,PTS,12.5,2026-03-02
Isaiah Collier,UTA,DEN,UTA vs. DEN,PTS,13.5,2026-03-02
Kyle Filipowski,UTA,DEN,UTA vs. DEN,PTS,13.5,2026-03-02
Bruce Brown,DEN,UTA,DEN vs. UTA,PTS,9.5,2026-03-02
Julian Strawther,DEN,UTA,DEN vs. UTA,PTS,10.0,2026-03-02
Cody Williams,UTA,DEN,UTA vs. DEN,PTS,6.5,2026-03-02
Kawhi Leonard,LAC,GSW,LAC vs. GSW,PTS,28.5,2026-03-02
Bennedict Mathurin,LAC,GSW,LAC vs. GSW,PTS,18.5,2026-03-02
De'Anthony Melton,GSW,LAC,GSW vs. LAC,PTS,15.5,2026-03-02
John Collins,LAC,GSW,LAC vs. GSW,PTS,13.5,2026-03-02
Brandin Podziemski,GSW,LAC,GSW vs. LAC,PTS,14.5,2026-03-02
Darius Garland,LAC,GSW,LAC vs. GSW,PTS,12.5,2026-03-02
Derrick Jones,LAC,GSW,LAC vs. GSW,PTS,11.5,2026-03-02
Gui Santos,GSW,LAC,GSW vs. LAC,PTS,13.5,2026-03-02
Moses Moody,GSW,LAC,GSW vs. LAC,PTS,14.0,2026-03-02
Brook Lopez,LAC,GSW,LAC vs. GSW,PTS,9.5,2026-03-02
Al Horford,GSW,LAC,GSW vs. LAC,PTS,9.5,2026-03-02
