Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Quentin Grimes,PHI,BKN,PHI vs. BKN,PTS,19.5,2026-03-14
VJ Edgecombe,PHI,BKN,PHI vs. BKN,PTS,19.5,2026-03-14
Danny Wolf,BKN,PHI,BKN vs. PHI,PTS,13.5,2026-03-14
Cameron Payne,PHI,BKN,PHI vs. BKN,PTS,9.5,2026-03-14
Noah Clowney,BKN,PHI,BKN vs. PHI,PTS,12.5,2026-03-14
Nolan Traore,BKN,PHI,BKN vs. PHI,PTS,10.5,2026-03-14
Dominick Barlow,PHI,BKN,PHI vs. BKN,PTS,10.5,2026-03-14
Jalen Wilson,BKN,PHI,BKN vs. PHI,PTS,14.5,2026-03-14
Justin Edwards,PHI,BKN,PHI vs. BKN,PTS,4.5,2026-03-14
Adem Bona,PHI,BKN,PHI vs. BKN,PTS,8.5,2026-03-14
Terance Mann,BKN,PHI,BKN vs. PHI,PTS,4.5,2026-03-14
Giannis Antetokounmpo,MIL,ATL,MIL vs. ATL,PTS,28.5,2026-03-14
Jalen Johnson,ATL,MIL,ATL vs. MIL,PTS,22.5,2026-03-14
Nickeil Alexander-Walker,ATL,MIL,ATL vs. MIL,PTS,18.5,2026-03-14
CJ McCollum,ATL,MIL,ATL vs. MIL,PTS,17.5,2026-03-14
Onyeka Okongwu,ATL,MIL,ATL vs. MIL,PTS,14.5,2026-03-14
Kevin Porter,MIL,ATL,MIL vs. ATL,PTS,13.5,2026-03-14
Kyle Kuzma,MIL,ATL,MIL vs. ATL,PTS,11.5,2026-03-14
Dyson Daniels,ATL,MIL,ATL vs. MIL,PTS,11.5,2026-03-14
Jock Landale,ATL,MIL,ATL vs. MIL,PTS,7.5,2026-03-14
Myles Turner,MIL,ATL,MIL vs. ATL,PTS,9.5,2026-03-14
Ousmane Dieng,MIL,ATL,MIL vs. ATL,PTS,9.5,2026-03-14
Zaccharie Risacher,ATL,MIL,ATL vs. MIL,PTS,8.5,2026-03-14
Victor Wembanyama,SAS,CHA,SAS vs. CHA,PTS,19.5,2026-03-14
Brandon Miller,CHA,SAS,CHA vs. SAS,PTS,20.5,2026-03-14
LaMelo Ball,CHA,SAS,CHA vs. SAS,PTS,18.5,2026-03-14
Kon Knueppel,CHA,SAS,CHA vs. SAS,PTS,14.5,2026-03-14
De'Aaron Fox,SAS,CHA,SAS vs. CHA,PTS,16.5,2026-03-14
Stephon Castle,SAS,CHA,SAS vs. CHA,PTS,15.5,2026-03-14
Coby White,CHA,SAS,CHA vs. SAS,PTS,11.5,2026-03-14
Miles Bridges,CHA,SAS,CHA vs. SAS,PTS,13.5,2026-03-14
Devin Vassell,SAS,CHA,SAS vs. CHA,PTS,13.5,2026-03-14
Dylan Harper,SAS,CHA,SAS vs. CHA,PTS,9.5,2026-03-14
Julian Champagnie,SAS,CHA,SAS vs. CHA,PTS,9.5,2026-03-14
Moussa Diabaté,CHA,SAS,CHA vs. SAS,PTS,7.5,2026-03-14
Ryan Kalkbrenner,CHA,SAS,CHA vs. SAS,PTS,5.5,2026-03-14
Jaylen Brown,BOS,WAS,BOS vs. WAS,PTS,25.5,2026-03-14
Jayson Tatum,BOS,WAS,BOS vs. WAS,PTS,22.5,2026-03-14
Derrick White,BOS,WAS,BOS vs. WAS,PTS,16.5,2026-03-14
Payton Pritchard,BOS,WAS,BOS vs. WAS,PTS,15.5,2026-03-14
Alex Sarr,WAS,BOS,WAS vs. BOS,PTS,11.5,2026-03-14
Trae Young,WAS,BOS,WAS vs. BOS,PTS,12.5,2026-03-14
Tre Johnson,WAS,BOS,WAS vs. BOS,PTS,11.5,2026-03-14
Will Riley,WAS,BOS,WAS vs. BOS,PTS,12.5,2026-03-14
Bilal Coulibaly,WAS,BOS,WAS vs. BOS,PTS,10.5,2026-03-14
