Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Donovan Mitchell,CLE,ORL,CLE vs. ORL,PTS,27.0,2026-03-11
Desmond Bane,ORL,CLE,ORL vs. CLE,PTS,21.0,2026-03-11
Paolo Banchero,ORL,CLE,ORL vs. CLE,PTS,23.5,2026-03-11
James Harden,CLE,ORL,CLE vs. ORL,PTS,14.5,2026-03-11
Evan Mobley,CLE,ORL,CLE vs. ORL,PTS,16.5,2026-03-11
Jalen Suggs,ORL,CLE,ORL vs. CLE,PTS,14.5,2026-03-11
Jaylon Tyson,CLE,ORL,CLE vs. ORL,PTS,10.5,2026-03-11
Sam Merrill,CLE,ORL,CLE vs. ORL,PTS,10.5,2026-03-11
Jevon Carter,ORL,CLE,ORL vs. CLE,PTS,8.5,2026-03-11
Moritz Wagner,ORL,CLE,ORL vs. CLE,PTS,7.5,2026-03-11
Tristan Silva,ORL,CLE,ORL vs. CLE,PTS,8.5,2026-03-11
Wendell Carter,ORL,CLE,ORL vs. CLE,PTS,9.5,2026-03-11
Dennis Schröder,CLE,ORL,CLE vs. ORL,PTS,8.5,2026-03-11
Dean Wade,CLE,ORL,CLE vs. ORL,PTS,5.5,2026-03-11
Keon Ellis,CLE,ORL,CLE vs. ORL,PTS,4.5,2026-03-11
Trey Murphy,NOP,TOR,NOP vs. TOR,PTS,20.5,2026-03-11
Zion Williamson,NOP,TOR,NOP vs. TOR,PTS,21.5,2026-03-11
RJ Barrett,TOR,NOP,TOR vs. NOP,PTS,20.5,2026-03-11
Brandon Ingram,TOR,NOP,TOR vs. NOP,PTS,20.5,2026-03-11
Dejounte Murray,NOP,TOR,NOP vs. TOR,PTS,15.5,2026-03-11
Saddiq Bey,NOP,TOR,NOP vs. TOR,PTS,17.5,2026-03-11
Immanuel Quickley,TOR,NOP,TOR vs. NOP,PTS,16.5,2026-03-11
Scottie Barnes,TOR,NOP,TOR vs. NOP,PTS,18.5,2026-03-11
Jeremiah Fears,NOP,TOR,NOP vs. TOR,PTS,12.5,2026-03-11
Jakob Poeltl,TOR,NOP,TOR vs. NOP,PTS,11.5,2026-03-11
Derik Queen,NOP,TOR,NOP vs. TOR,PTS,7.5,2026-03-11
Herbert Jones,NOP,TOR,NOP vs. TOR,PTS,8.5,2026-03-11
Ja'Kobe Walter,TOR,NOP,TOR vs. NOP,PTS,5.5,2026-03-11
Jalen Brunson,NYK,UTA,NYK vs. UTA,PTS,26.5,2026-03-11
Keyonte George,UTA,NYK,UTA vs. NYK,PTS,21.5,2026-03-11
Karl-Anthony Towns,NYK,UTA,NYK vs. UTA,PTS,20.5,2026-03-11
Ace Bailey,UTA,NYK,UTA vs. NYK,PTS,15.5,2026-03-11
Brice Sensabaugh,UTA,NYK,UTA vs. NYK,PTS,15.5,2026-03-11
OG Anunoby,NYK,UTA,NYK vs. UTA,PTS,16.5,2026-03-11
Kyle Filipowski,UTA,NYK,UTA vs. NYK,PTS,14.5,2026-03-11
Josh Hart,NYK,UTA,NYK vs. UTA,PTS,11.5,2026-03-11
Landry Shamet,NYK,UTA,NYK vs. UTA,PTS,9.5,2026-03-11
Mikal Bridges,NYK,UTA,NYK vs. UTA,PTS,14.5,2026-03-11
Cody Williams,UTA,NYK,UTA vs. NYK,PTS,8.5,2026-03-11
John Konchar,UTA,NYK,UTA vs. NYK,PTS,3.5,2026-03-11
