Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Paolo Banchero,ORL,CHA,ORL vs. CHA,PTS,23.5,2026-03-19
Desmond Bane,ORL,CHA,ORL vs. CHA,PTS,19.5,2026-03-19
LaMelo Ball,CHA,ORL,CHA vs. ORL,PTS,20.5,2026-03-19
Brandon Miller,CHA,ORL,CHA vs. ORL,PTS,18.5,2026-03-19
Kon Knueppel,CHA,ORL,CHA vs. ORL,PTS,18.5,2026-03-19
Jalen Suggs,ORL,CHA,ORL vs. CHA,PTS,13.5,2026-03-19
Miles Bridges,CHA,ORL,CHA vs. ORL,PTS,14.5,2026-03-19
Coby White,CHA,ORL,CHA vs. ORL,PTS,13.5,2026-03-19
Tristan Silva,ORL,CHA,ORL vs. CHA,PTS,11.5,2026-03-19
Wendell Carter,ORL,CHA,ORL vs. CHA,PTS,10.5,2026-03-19
Jevon Carter,ORL,CHA,ORL vs. CHA,PTS,7.5,2026-03-19
Moussa Diabaté,CHA,ORL,CHA vs. ORL,PTS,6.5,2026-03-19
Moritz Wagner,ORL,CHA,ORL vs. CHA,PTS,7.5,2026-03-19
Grant Williams,CHA,ORL,CHA vs. ORL,PTS,5.5,2026-03-19
Jett Howard,ORL,CHA,ORL vs. CHA,PTS,4.5,2026-03-19
Sion James,CHA,ORL,CHA vs. ORL,PTS,9.5,2026-03-19
Ryan Kalkbrenner,CHA,ORL,CHA vs. ORL,PTS,4.5,2026-03-19
Josh Green,CHA,ORL,CHA vs. ORL,PTS,4.5,2026-03-19
Jalen Duren,DET,WAS,DET vs. WAS,PTS,23.5,2026-03-19
Duncan Robinson,DET,WAS,DET vs. WAS,PTS,11.5,2026-03-19
Tobias Harris,DET,WAS,DET vs. WAS,PTS,14.5,2026-03-19
Tre Johnson,WAS,DET,WAS vs. DET,PTS,12.5,2026-03-19
Will Riley,WAS,DET,WAS vs. DET,PTS,14.5,2026-03-19
Bub Carrington,WAS,DET,WAS vs. DET,PTS,10.5,2026-03-19
Alex Sarr,WAS,DET,WAS vs. DET,PTS,12.5,2026-03-19
Marcus Sasser,DET,WAS,DET vs. WAS,PTS,10.5,2026-03-19
Ausar Thompson,DET,WAS,DET vs. WAS,PTS,10.5,2026-03-19
Bilal Coulibaly,WAS,DET,WAS vs. DET,PTS,12.5,2026-03-19
Kawhi Leonard,LAC,NOP,LAC vs. NOP,PTS,28.5,2026-03-19
Trey Murphy,NOP,LAC,NOP vs. LAC,PTS,20.5,2026-03-19
Zion Williamson,NOP,LAC,NOP vs. LAC,PTS,21.5,2026-03-19
Darius Garland,LAC,NOP,LAC vs. NOP,PTS,18.5,2026-03-19
Saddiq Bey,NOP,LAC,NOP vs. LAC,PTS,18.5,2026-03-19
Dejounte Murray,NOP,LAC,NOP vs. LAC,PTS,16.5,2026-03-19
Derrick Jones,LAC,NOP,LAC vs. NOP,PTS,13.5,2026-03-19
Jeremiah Fears,NOP,LAC,NOP vs. LAC,PTS,11.5,2026-03-19
John Collins,LAC,NOP,LAC vs. NOP,PTS,14.5,2026-03-19
Derik Queen,NOP,LAC,NOP vs. LAC,PTS,8.5,2026-03-19
Herbert Jones,NOP,LAC,NOP vs. LAC,PTS,9.5,2026-03-19
Kris Dunn,LAC,NOP,LAC vs. NOP,PTS,8.5,2026-03-19
Brook Lopez,LAC,NOP,LAC vs. NOP,PTS,10.5,2026-03-19
Yves Missi,NOP,LAC,NOP vs. LAC,PTS,6.5,2026-03-19
Luka Dončić,LAL,MIA,LAL vs. MIA,PTS,24.5,2026-03-19
Bam Adebayo,MIA,LAL,MIA vs. LAL,PTS,20.5,2026-03-19
Norman Powell,MIA,LAL,MIA vs. LAL,PTS,20.5,2026-03-19
Tyler Herro,MIA,LAL,MIA vs. LAL,PTS,21.5,2026-03-19
Austin Reaves,LAL,MIA,LAL vs. MIA,PTS,22.5,2026-03-19
LeBron James,LAL,MIA,LAL vs. MIA,PTS,18.5,2026-03-19
Jaime Jaquez,MIA,LAL,MIA vs. LAL,PTS,12.5,2026-03-19
Kel'el Ware,MIA,LAL,MIA vs. LAL,PTS,11.5,2026-03-19
Deandre Ayton,LAL,MIA,LAL vs. MIA,PTS,11.5,2026-03-19
Davion Mitchell,MIA,LAL,MIA vs. LAL,PTS,5.5,2026-03-19
Pelle Larsson,MIA,LAL,MIA vs. LAL,PTS,11.5,2026-03-19
Marcus Smart,LAL,MIA,LAL vs. MIA,PTS,9.5,2026-03-19
Donovan Mitchell,CLE,CHI,CLE vs. CHI,PTS,24.5,2026-03-19
Evan Mobley,CLE,CHI,CLE vs. CHI,PTS,19.5,2026-03-19
James Harden,CLE,CHI,CLE vs. CHI,PTS,20.5,2026-03-19
Matas Buzelis,CHI,CLE,CHI vs. CLE,PTS,19.5,2026-03-19
Josh Giddey,CHI,CLE,CHI vs. CLE,PTS,17.5,2026-03-19
Sam Merrill,CLE,CHI,CLE vs. CHI,PTS,11.5,2026-03-19
Collin Sexton,CHI,CLE,CHI vs. CLE,PTS,13.5,2026-03-19
Tre Jones,CHI,CLE,CHI vs. CLE,PTS,12.5,2026-03-19
Jalen Smith,CHI,CLE,CHI vs. CLE,PTS,12.5,2026-03-19
Dennis Schröder,CLE,CHI,CLE vs. CHI,PTS,7.5,2026-03-19
Isaac Okoro,CHI,CLE,CHI vs. CLE,PTS,9.5,2026-03-19
Keon Ellis,CLE,CHI,CLE vs. CHI,PTS,7.5,2026-03-19
Dean Wade,CLE,CHI,CLE vs. CHI,PTS,5.5,2026-03-19
Guerschon Yabusele,CHI,CLE,CHI vs. CLE,PTS,5.5,2026-03-19
Devin Booker,PHX,SAS,PHX vs. SAS,PTS,27.5,2026-03-19
Victor Wembanyama,SAS,PHX,SAS vs. PHX,PTS,23.5,2026-03-19
Jalen Green,PHX,SAS,PHX vs. SAS,PTS,21.5,2026-03-19
De'Aaron Fox,SAS,PHX,SAS vs. PHX,PTS,16.5,2026-03-19
