Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Tyler Herro,MIA,CHA,MIA vs. CHA,PTS,21.5,2026-03-06
Brandon Miller,CHA,MIA,CHA vs. MIA,PTS,14.5,2026-03-06
Kon Knueppel,CHA,MIA,CHA vs. MIA,PTS,19.5,2026-03-06
LaMelo Ball,CHA,MIA,CHA vs. MIA,PTS,19.5,2026-03-06
Bam Adebayo,MIA,CHA,MIA vs. CHA,PTS,18.5,2026-03-06
Miles Bridges,CHA,MIA,CHA vs. MIA,PTS,15.0,2026-03-06
Coby White,CHA,MIA,CHA vs. MIA,PTS,13.5,2026-03-06
Jaime Jaquez,MIA,CHA,MIA vs. CHA,PTS,15.5,2026-03-06
Kel'el Ware,MIA,CHA,MIA vs. CHA,PTS,12.5,2026-03-06
Pelle Larsson,MIA,CHA,MIA vs. CHA,PTS,11.5,2026-03-06
Davion Mitchell,MIA,CHA,MIA vs. CHA,PTS,8.0,2026-03-06
Moussa Diabaté,CHA,MIA,CHA vs. MIA,PTS,9.0,2026-03-06
Grant Williams,CHA,MIA,CHA vs. MIA,PTS,4.5,2026-03-06
Kasparas Jakučionis,MIA,CHA,MIA vs. CHA,PTS,4.5,2026-03-06
Josh Green,CHA,MIA,CHA vs. MIA,PTS,3.5,2026-03-06
Ryan Kalkbrenner,CHA,MIA,CHA vs. MIA,PTS,3.5,2026-03-06
Jaylen Brown,BOS,DAL,BOS vs. DAL,PTS,27.5,2026-03-06
Jayson Tatum,BOS,DAL,BOS vs. DAL,PTS,14.5,2026-03-06
Cooper Flagg,DAL,BOS,DAL vs. BOS,PTS,17.5,2026-03-06
Derrick White,BOS,DAL,BOS vs. DAL,PTS,16.5,2026-03-06
Payton Pritchard,BOS,DAL,BOS vs. DAL,PTS,16.0,2026-03-06
P.J. Washington,DAL,BOS,DAL vs. BOS,PTS,12.0,2026-03-06
Nikola Vučević,BOS,DAL,BOS vs. DAL,PTS,10.5,2026-03-06
Max Christie,DAL,BOS,DAL vs. BOS,PTS,10.5,2026-03-06
Naji Marshall,DAL,BOS,DAL vs. BOS,PTS,13.5,2026-03-06
Khris Middleton,DAL,BOS,DAL vs. BOS,PTS,10.5,2026-03-06
Klay Thompson,DAL,BOS,DAL vs. BOS,PTS,9.5,2026-03-06
Brandon Williams,DAL,BOS,DAL vs. BOS,PTS,11.5,2026-03-06
Neemias Queta,BOS,DAL,BOS vs. DAL,PTS,8.5,2026-03-06
Sam Hauser,BOS,DAL,BOS vs. DAL,PTS,9.5,2026-03-06
Baylor Scheierman,BOS,DAL,BOS vs. DAL,PTS,6.5,2026-03-06
Dwight Powell,DAL,BOS,DAL vs. BOS,PTS,3.5,2026-03-06
Kevin Durant,HOU,POR,HOU vs. POR,PTS,27.5,2026-03-06
Jerami Grant,POR,HOU,POR vs. HOU,PTS,19.0,2026-03-06
