Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Jalen Duren,DET,GSW,DET vs. GSW,PTS,22.5,2026-03-20
De'Anthony Melton,GSW,DET,GSW vs. DET,PTS,14.5,2026-03-20
Tobias Harris,DET,GSW,DET vs. GSW,PTS,13.5,2026-03-20
Brandin Podziemski,GSW,DET,GSW vs. DET,PTS,12.5,2026-03-20
Ausar Thompson,DET,GSW,DET vs. GSW,PTS,10.5,2026-03-20
Caris LeVert,DET,GSW,DET vs. GSW,PTS,8.5,2026-03-20
Pat Spencer,GSW,DET,GSW vs. DET,PTS,7.5,2026-03-20
Jalen Brunson,NYK,BKN,NYK vs. BKN,PTS,23.5,2026-03-20
OG Anunoby,NYK,BKN,NYK vs. BKN,PTS,15.5,2026-03-20
Danny Wolf,BKN,NYK,BKN vs. NYK,PTS,10.5,2026-03-20
Jordan Clarkson,NYK,BKN,NYK vs. BKN,PTS,9.5,2026-03-20
Nolan Traore,BKN,NYK,BKN vs. NYK,PTS,9.5,2026-03-20
Ziaire Williams,BKN,NYK,BKN vs. NYK,PTS,7.5,2026-03-20
Drake Powell,BKN,NYK,BKN vs. NYK,PTS,7.5,2026-03-20
Mohamed Diawara,NYK,BKN,NYK vs. BKN,PTS,5.5,2026-03-20
Jalen Wilson,BKN,NYK,BKN vs. NYK,PTS,5.5,2026-03-20
Jalen Johnson,ATL,HOU,ATL vs. HOU,PTS,21.5,2026-03-20
Nickeil Alexander-Walker,ATL,HOU,ATL vs. HOU,PTS,18.5,2026-03-20
CJ McCollum,ATL,HOU,ATL vs. HOU,PTS,17.5,2026-03-20
Onyeka Okongwu,ATL,HOU,ATL vs. HOU,PTS,12.5,2026-03-20
Dyson Daniels,ATL,HOU,ATL vs. HOU,PTS,11.5,2026-03-20
Zaccharie Risacher,ATL,HOU,ATL vs. HOU,PTS,6.5,2026-03-20
Jaylen Brown,BOS,MEM,BOS vs. MEM,PTS,25.5,2026-03-20
Ty Jerome,MEM,BOS,MEM vs. BOS,PTS,18.5,2026-03-20
Payton Pritchard,BOS,MEM,BOS vs. MEM,PTS,16.5,2026-03-20
Olivier-Maxence Prosper,MEM,BOS,MEM vs. BOS,PTS,11.5,2026-03-20
Neemias Queta,BOS,MEM,BOS vs. MEM,PTS,10.5,2026-03-20
Sam Hauser,BOS,MEM,BOS vs. MEM,PTS,8.5,2026-03-20
Baylor Scheierman,BOS,MEM,BOS vs. MEM,PTS,6.5,2026-03-20
Deni Avdija,POR,MIN,POR vs. MIN,PTS,23.5,2026-03-20
Ayo Dosunmu,MIN,POR,MIN vs. POR,PTS,16.5,2026-03-20
Jrue Holiday,POR,MIN,POR vs. MIN,PTS,15.5,2026-03-20
Scoot Henderson,POR,MIN,POR vs. MIN,PTS,12.5,2026-03-20
Bones Hyland,MIN,POR,MIN vs. POR,PTS,12.5,2026-03-20
Donovan Clingan,POR,MIN,POR vs. MIN,PTS,11.5,2026-03-20
Nikola Jokic,DEN,TOR,DEN vs. TOR,PTS,27.5,2026-03-20
Brandon Ingram,TOR,DEN,TOR vs. DEN,PTS,21.5,2026-03-20
Scottie Barnes,TOR,DEN,TOR vs. DEN,PTS,17.5,2026-03-20
Aaron Gordon,DEN,TOR,DEN vs. TOR,PTS,15.5,2026-03-20
Christian Braun,DEN,TOR,DEN vs. TOR,PTS,12.5,2026-03-20
Tim Hardaway Jr.,DEN,TOR,DEN vs. TOR,PTS,11.5,2026-03-20
Bruce Brown,DEN,TOR,DEN vs. TOR,PTS,6.5,2026-03-20
Kristaps Porzingis,GSW,DET,GSW vs. DET,PTS,16.5,2026-03-20
Daniss Jenkins,DET,GSW,DET vs. GSW,PTS,14.5,2026-03-20
Gui Santos,GSW,DET,GSW vs. DET,PTS,13.5,2026-03-20
Duncan Robinson,DET,GSW,DET vs. GSW,PTS,12.5,2026-03-20
Gary Payton II,GSW,DET,GSW vs. DET,PTS,10.5,2026-03-20
Draymond Green,GSW,DET,GSW vs. DET,PTS,7.5,2026-03-20
Will Richard,GSW,DET,GSW vs. DET,PTS,7.5,2026-03-20
Karl-Anthony Towns,NYK,BKN,NYK vs. BKN,PTS,18.5,2026-03-20
Mikal Bridges,NYK,BKN,NYK vs. BKN,PTS,12.5,2026-03-20
Landry Shamet,NYK,BKN,NYK vs. BKN,PTS,10.5,2026-03-20
Nic Claxton,BKN,NYK,BKN vs. NYK,PTS,9.5,2026-03-20
Ben Saraf,BKN,NYK,BKN vs. NYK,PTS,7.5,2026-03-20
Josh Minott,BKN,NYK,BKN vs. NYK,PTS,7.5,2026-03-20
Mitchell Robinson,NYK,BKN,NYK vs. BKN,PTS,6.5,2026-03-20
Jose Alvarado,NYK,BKN,NYK vs. BKN,PTS,5.5,2026-03-20
Kevin Durant,HOU,ATL,HOU vs. ATL,PTS,25.5,2026-03-20
Alperen Sengun,HOU,ATL,HOU vs. ATL,PTS,18.5,2026-03-20
Amen Thompson,HOU,ATL,HOU vs. ATL,PTS,18.5,2026-03-20
Jabari Smith Jr.,HOU,ATL,HOU vs. ATL,PTS,14.5,2026-03-20
Reed Sheppard,HOU,ATL,HOU vs. ATL,PTS,12.5,2026-03-20
Tari Eason,HOU,ATL,HOU vs. ATL,PTS,10.5,2026-03-20
Jock Landale,ATL,HOU,ATL vs. HOU,PTS,6.5,2026-03-20
Jayson Tatum,BOS,MEM,BOS vs. MEM,PTS,22.5,2026-03-20
Derrick White,BOS,MEM,BOS vs. MEM,PTS,16.5,2026-03-20
Jaylen Wells,MEM,BOS,MEM vs. BOS,PTS,12.5,2026-03-20
Taylor Hendricks,MEM,BOS,MEM vs. BOS,PTS,10.5,2026-03-20
Cam Spencer,MEM,BOS,MEM vs. BOS,PTS,10.5,2026-03-20
Walter Clayton Jr.,MEM,BOS,MEM vs. BOS,PTS,8.5,2026-03-20
Julius Randle,MIN,POR,MIN vs. POR,PTS,23.5,2026-03-20
Jerami Grant,POR,MIN,POR vs. MIN,PTS,16.5,2026-03-20
Jaden McDaniels,MIN,POR,MIN vs. POR,PTS,16.5,2026-03-20
Donte DiVincenzo,MIN,POR,MIN vs. POR,PTS,13.5,2026-03-20
Rudy Gobert,MIN,POR,MIN vs. POR,PTS,12.5,2026-03-20
Toumani Camara,POR,MIN,POR vs. MIN,PTS,11.5,2026-03-20
Robert Williams,POR,MIN,POR vs. MIN,PTS,7.5,2026-03-20
Jamal Murray,DEN,TOR,DEN vs. TOR,PTS,24.5,2026-03-20
RJ Barrett,TOR,DEN,TOR vs. DEN,PTS,19.5,2026-03-20
Immanuel Quickley,TOR,DEN,TOR vs. DEN,PTS,16.5,2026-03-20
Jakob Poeltl,TOR,DEN,TOR vs. DEN,PTS,12.5,2026-03-20
Cam Johnson,DEN,TOR,DEN vs. TOR,PTS,11.5,2026-03-20
Sandro Mamukelashvili,TOR,DEN,TOR vs. DEN,PTS,7.5,2026-03-20
Jamal Shead,TOR,DEN,TOR vs. DEN,PTS,5.5,2026-03-20
Jalen Duren,DET,GSW,DET vs. GSW,PRA,36.5,2026-03-20
Kristaps Porzingis,GSW,DET,GSW vs. DET,PRA,24.5,2026-03-20
Brandin Podziemski,GSW,DET,GSW vs. DET,PRA,22.5,2026-03-20
Ausar Thompson,DET,GSW,DET vs. GSW,PRA,20.5,2026-03-20
Draymond Green,GSW,DET,GSW vs. DET,PRA,18.5,2026-03-20
Gary Payton II,GSW,DET,GSW vs. DET,PRA,17.5,2026-03-20
Pat Spencer,GSW,DET,GSW vs. DET,PRA,13.5,2026-03-20
Jalen Brunson,NYK,BKN,NYK vs. BKN,PRA,33.5,2026-03-20
OG Anunoby,NYK,BKN,NYK vs. BKN,PRA,22.5,2026-03-20
Danny Wolf,BKN,NYK,BKN vs. NYK,PRA,19.5,2026-03-20
Nolan Traore,BKN,NYK,BKN vs. NYK,PRA,14.5,2026-03-20
Landry Shamet,NYK,BKN,NYK vs. BKN,PRA,14.5,2026-03-20
Josh Minott,BKN,NYK,BKN vs. NYK,PRA,12.5,2026-03-20
Ziaire Williams,BKN,NYK,BKN vs. NYK,PRA,11.5,2026-03-20
Mohamed Diawara,NYK,BKN,NYK vs. BKN,PRA,9.5,2026-03-20
Alperen Sengun,HOU,ATL,HOU vs. ATL,PRA,34.5,2026-03-20
Amen Thompson,HOU,ATL,HOU vs. ATL,PRA,32.5,2026-03-20
CJ McCollum,ATL,HOU,ATL vs. HOU,PRA,24.5,2026-03-20
Jabari Smith Jr.,HOU,ATL,HOU vs. ATL,PRA,23.5,2026-03-20
Reed Sheppard,HOU,ATL,HOU vs. ATL,PRA,20.5,2026-03-20
Jock Landale,ATL,HOU,ATL vs. HOU,PRA,11.5,2026-03-20
Jaylen Brown,BOS,MEM,BOS vs. MEM,PRA,37.5,2026-03-20
Ty Jerome,MEM,BOS,MEM vs. BOS,PRA,27.5,2026-03-20
Payton Pritchard,BOS,MEM,BOS vs. MEM,PRA,25.5,2026-03-20
Olivier-Maxence Prosper,MEM,BOS,MEM vs. BOS,PRA,17.5,2026-03-20
Jaylen Wells,MEM,BOS,MEM vs. BOS,PRA,17.5,2026-03-20
Walter Clayton Jr.,MEM,BOS,MEM vs. BOS,PRA,16.5,2026-03-20
Sam Hauser,BOS,MEM,BOS vs. MEM,PRA,13.5,2026-03-20
Julius Randle,MIN,POR,MIN vs. POR,PRA,35.5,2026-03-20
Jrue Holiday,POR,MIN,POR vs. MIN,PRA,25.5,2026-03-20
Donovan Clingan,POR,MIN,POR vs. MIN,PRA,24.5,2026-03-20
Jerami Grant,POR,MIN,POR vs. MIN,PRA,21.5,2026-03-20
Bones Hyland,MIN,POR,MIN vs. POR,PRA,19.5,2026-03-20
Scoot Henderson,POR,MIN,POR vs. MIN,PRA,19.5,2026-03-20
Nikola Jokic,DEN,TOR,DEN vs. TOR,PRA,50.5,2026-03-20
Brandon Ingram,TOR,DEN,TOR vs. DEN,PRA,31.5,2026-03-20
RJ Barrett,TOR,DEN,TOR vs. DEN,PRA,29.5,2026-03-20
Aaron Gordon,DEN,TOR,DEN vs. TOR,PRA,23.5,2026-03-20
Christian Braun,DEN,TOR,DEN vs. TOR,PRA,19.5,2026-03-20
Tim Hardaway Jr.,DEN,TOR,DEN vs. TOR,PRA,14.5,2026-03-20
Bruce Brown,DEN,TOR,DEN vs. TOR,PRA,12.5,2026-03-20
Daniss Jenkins,DET,GSW,DET vs. GSW,PRA,24.5,2026-03-20
Tobias Harris,DET,GSW,DET vs. GSW,PRA,22.5,2026-03-20
Gui Santos,GSW,DET,GSW vs. DET,PRA,22.5,2026-03-20
De'Anthony Melton,GSW,DET,GSW vs. DET,PRA,20.5,2026-03-20
Caris LeVert,DET,GSW,DET vs. GSW,PRA,17.5,2026-03-20
Duncan Robinson,DET,GSW,DET vs. GSW,PRA,17.5,2026-03-20
Will Richard,GSW,DET,GSW vs. DET,PRA,12.5,2026-03-20
Karl-Anthony Towns,NYK,BKN,NYK vs. BKN,PRA,32.5,2026-03-20
Mikal Bridges,NYK,BKN,NYK vs. BKN,PRA,19.5,2026-03-20
Nic Claxton,BKN,NYK,BKN vs. NYK,PRA,17.5,2026-03-20
Ben Saraf,BKN,NYK,BKN vs. NYK,PRA,14.5,2026-03-20
Jordan Clarkson,NYK,BKN,NYK vs. BKN,PRA,13.5,2026-03-20
Jose Alvarado,NYK,BKN,NYK vs. BKN,PRA,11.5,2026-03-20
Drake Powell,BKN,NYK,BKN vs. NYK,PRA,11.5,2026-03-20
Jalen Johnson,ATL,HOU,ATL vs. HOU,PRA,39.5,2026-03-20
Kevin Durant,HOU,ATL,HOU vs. ATL,PRA,34.5,2026-03-20
Nickeil Alexander-Walker,ATL,HOU,ATL vs. HOU,PRA,24.5,2026-03-20
Dyson Daniels,ATL,HOU,ATL vs. HOU,PRA,23.5,2026-03-20
Onyeka Okongwu,ATL,HOU,ATL vs. HOU,PRA,22.5,2026-03-20
Tari Eason,HOU,ATL,HOU vs. ATL,PRA,19.5,2026-03-20
Zaccharie Risacher,ATL,HOU,ATL vs. HOU,PRA,11.5,2026-03-20
Jayson Tatum,BOS,MEM,BOS vs. MEM,PRA,34.5,2026-03-20
Derrick White,BOS,MEM,BOS vs. MEM,PRA,26.5,2026-03-20
Neemias Queta,BOS,MEM,BOS vs. MEM,PRA,21.5,2026-03-20
Cam Spencer,MEM,BOS,MEM vs. BOS,PRA,17.5,2026-03-20
Taylor Hendricks,MEM,BOS,MEM vs. BOS,PRA,16.5,2026-03-20
Baylor Scheierman,BOS,MEM,BOS vs. MEM,PRA,14.5,2026-03-20
Deni Avdija,POR,MIN,POR vs. MIN,PRA,36.5,2026-03-20
Rudy Gobert,MIN,POR,MIN vs. POR,PRA,27.5,2026-03-20
Ayo Dosunmu,MIN,POR,MIN vs. POR,PRA,24.5,2026-03-20
Jaden McDaniels,MIN,POR,MIN vs. POR,PRA,23.5,2026-03-20
Donte DiVincenzo,MIN,POR,MIN vs. POR,PRA,21.5,2026-03-20
Toumani Camara,POR,MIN,POR vs. MIN,PRA,19.5,2026-03-20
Robert Williams,POR,MIN,POR vs. MIN,PRA,15.5,2026-03-20
Jamal Murray,DEN,TOR,DEN vs. TOR,PRA,34.5,2026-03-20
Scottie Barnes,TOR,DEN,TOR vs. DEN,PRA,29.5,2026-03-20
Immanuel Quickley,TOR,DEN,TOR vs. DEN,PRA,25.5,2026-03-20
Jakob Poeltl,TOR,DEN,TOR vs. DEN,PRA,22.5,2026-03-20
Cam Johnson,DEN,TOR,DEN vs. TOR,PRA,17.5,2026-03-20
Sandro Mamukelashvili,TOR,DEN,TOR vs. DEN,PRA,13.5,2026-03-20
Jamal Shead,TOR,DEN,TOR vs. DEN,PRA,11.5,2026-03-20
Jalen Duren,DET,GSW,DET vs. GSW,REB,11.5,2026-03-20
Tobias Harris,DET,GSW,DET vs. GSW,REB,6.5,2026-03-20
Draymond Green,GSW,DET,GSW vs. DET,REB,5.5,2026-03-20
Kristaps Porzingis,GSW,DET,GSW vs. DET,REB,4.5,2026-03-20
De'Anthony Melton,GSW,DET,GSW vs. DET,REB,3.5,2026-03-20
Will Richard,GSW,DET,GSW vs. DET,REB,2.5,2026-03-20
Pat Spencer,GSW,DET,GSW vs. DET,REB,2.5,2026-03-20
Karl-Anthony Towns,NYK,BKN,NYK vs. BKN,REB,11.5,2026-03-20
Danny Wolf,BKN,NYK,BKN vs. NYK,REB,5.5,2026-03-20
OG Anunoby,NYK,BKN,NYK vs. BKN,REB,4.5,2026-03-20
Josh Minott,BKN,NYK,BKN vs. NYK,REB,3.5,2026-03-20
Landry Shamet,NYK,BKN,NYK vs. BKN,REB,2.5,2026-03-20
Ziaire Williams,BKN,NYK,BKN vs. NYK,REB,2.5,2026-03-20
Drake Powell,BKN,NYK,BKN vs. NYK,REB,2.5,2026-03-20
Ben Saraf,BKN,NYK,BKN vs. NYK,REB,1.5,2026-03-20
Nolan Traore,BKN,NYK,BKN vs. NYK,REB,1.5,2026-03-20
Alperen Sengun,HOU,ATL,HOU vs. ATL,REB,8.5,2026-03-20
Onyeka Okongwu,ATL,HOU,ATL vs. HOU,REB,6.5,2026-03-20
Tari Eason,HOU,ATL,HOU vs. ATL,REB,6.5,2026-03-20
Kevin Durant,HOU,ATL,HOU vs. ATL,REB,5.5,2026-03-20
Zaccharie Risacher,ATL,HOU,ATL vs. HOU,REB,3.5,2026-03-20
CJ McCollum,ATL,HOU,ATL vs. HOU,REB,2.5,2026-03-20
Neemias Queta,BOS,MEM,BOS vs. MEM,REB,8.5,2026-03-20
Jaylen Brown,BOS,MEM,BOS vs. MEM,REB,6.5,2026-03-20
Baylor Scheierman,BOS,MEM,BOS vs. MEM,REB,4.5,2026-03-20
Derrick White,BOS,MEM,BOS vs. MEM,REB,3.5,2026-03-20
Payton Pritchard,BOS,MEM,BOS vs. MEM,REB,3.5,2026-03-20
Ty Jerome,MEM,BOS,MEM vs. BOS,REB,2.5,2026-03-20
Walter Clayton Jr.,MEM,BOS,MEM vs. BOS,REB,2.5,2026-03-20
Donovan Clingan,POR,MIN,POR vs. MIN,REB,11.5,2026-03-20
Julius Randle,MIN,POR,MIN vs. POR,REB,6.5,2026-03-20
Toumani Camara,POR,MIN,POR vs. MIN,REB,4.5,2026-03-20
Jaden McDaniels,MIN,POR,MIN vs. POR,REB,3.5,2026-03-20
Ayo Dosunmu,MIN,POR,MIN vs. POR,REB,3.5,2026-03-20
Scoot Henderson,POR,MIN,POR vs. MIN,REB,2.5,2026-03-20
Nikola Jokic,DEN,TOR,DEN vs. TOR,REB,12.5,2026-03-20
Scottie Barnes,TOR,DEN,TOR vs. DEN,REB,6.5,2026-03-20
Brandon Ingram,TOR,DEN,TOR vs. DEN,REB,5.5,2026-03-20
Christian Braun,DEN,TOR,DEN vs. TOR,REB,4.5,2026-03-20
Immanuel Quickley,TOR,DEN,TOR vs. DEN,REB,3.5,2026-03-20
Cam Johnson,DEN,TOR,DEN vs. TOR,REB,3.5,2026-03-20
Tim Hardaway Jr.,DEN,TOR,DEN vs. TOR,REB,2.5,2026-03-20
Ausar Thompson,DET,GSW,DET vs. GSW,REB,6.5,2026-03-20
Gui Santos,GSW,DET,GSW vs. DET,REB,5.5,2026-03-20
Brandin Podziemski,GSW,DET,GSW vs. DET,REB,5.5,2026-03-20
Gary Payton II,GSW,DET,GSW vs. DET,REB,4.5,2026-03-20
Daniss Jenkins,DET,GSW,DET vs. GSW,REB,3.5,2026-03-20
Duncan Robinson,DET,GSW,DET vs. GSW,REB,2.5,2026-03-20
Caris LeVert,DET,GSW,DET vs. GSW,REB,2.5,2026-03-20
Mitchell Robinson,NYK,BKN,NYK vs. BKN,REB,8.5,2026-03-20
Nic Claxton,BKN,NYK,BKN vs. NYK,REB,5.5,2026-03-20
Mikal Bridges,NYK,BKN,NYK vs. BKN,REB,3.5,2026-03-20
Jalen Brunson,NYK,BKN,NYK vs. BKN,REB,3.5,2026-03-20
Mohamed Diawara,NYK,BKN,NYK vs. BKN,REB,2.5,2026-03-20
Jalen Wilson,BKN,NYK,BKN vs. NYK,REB,2.5,2026-03-20
Jordan Clarkson,NYK,BKN,NYK vs. BKN,REB,1.5,2026-03-20
Jose Alvarado,NYK,BKN,NYK vs. BKN,REB,1.5,2026-03-20
Jalen Johnson,ATL,HOU,ATL vs. HOU,REB,9.5,2026-03-20
Amen Thompson,HOU,ATL,HOU vs. ATL,REB,7.5,2026-03-20
Jabari Smith Jr.,HOU,ATL,HOU vs. ATL,REB,6.5,2026-03-20
Dyson Daniels,ATL,HOU,ATL vs. HOU,REB,5.5,2026-03-20
Jock Landale,ATL,HOU,ATL vs. HOU,REB,3.5,2026-03-20
Nickeil Alexander-Walker,ATL,HOU,ATL vs. HOU,REB,3.5,2026-03-20
Reed Sheppard,HOU,ATL,HOU vs. ATL,REB,2.5,2026-03-20
Jayson Tatum,BOS,MEM,BOS vs. MEM,REB,7.5,2026-03-20
Taylor Hendricks,MEM,BOS,MEM vs. BOS,REB,5.5,2026-03-20
Olivier-Maxence Prosper,MEM,BOS,MEM vs. BOS,REB,4.5,2026-03-20
Sam Hauser,BOS,MEM,BOS vs. MEM,REB,3.5,2026-03-20
Jaylen Wells,MEM,BOS,MEM vs. BOS,REB,2.5,2026-03-20
Cam Spencer,MEM,BOS,MEM vs. BOS,REB,2.5,2026-03-20
Rudy Gobert,MIN,POR,MIN vs. POR,REB,12.5,2026-03-20
Robert Williams,POR,MIN,POR vs. MIN,REB,7.5,2026-03-20
Deni Avdija,POR,MIN,POR vs. MIN,REB,5.5,2026-03-20
Jrue Holiday,POR,MIN,POR vs. MIN,REB,4.5,2026-03-20
Donte DiVincenzo,MIN,POR,MIN vs. POR,REB,3.5,2026-03-20
Jerami Grant,POR,MIN,POR vs. MIN,REB,2.5,2026-03-20
Bones Hyland,MIN,POR,MIN vs. POR,REB,2.5,2026-03-20
Jakob Poeltl,TOR,DEN,TOR vs. DEN,REB,8.5,2026-03-20
RJ Barrett,TOR,DEN,TOR vs. DEN,REB,5.5,2026-03-20
Aaron Gordon,DEN,TOR,DEN vs. TOR,REB,5.5,2026-03-20
Jamal Murray,DEN,TOR,DEN vs. TOR,REB,3.5,2026-03-20
Sandro Mamukelashvili,TOR,DEN,TOR vs. DEN,REB,3.5,2026-03-20
Bruce Brown,DEN,TOR,DEN vs. TOR,REB,3.5,2026-03-20
Jamal Shead,TOR,DEN,TOR vs. DEN,REB,1.5,2026-03-20
Daniss Jenkins,DET,GSW,DET vs. GSW,AST,6.5,2026-03-20
Brandin Podziemski,GSW,DET,GSW vs. DET,AST,3.5,2026-03-20
Pat Spencer,GSW,DET,GSW vs. DET,AST,3.5,2026-03-20
Gui Santos,GSW,DET,GSW vs. DET,AST,2.5,2026-03-20
Gary Payton II,GSW,DET,GSW vs. DET,AST,2.5,2026-03-20
De'Anthony Melton,GSW,DET,GSW vs. DET,AST,2.5,2026-03-20
Kristaps Porzingis,GSW,DET,GSW vs. DET,AST,1.5,2026-03-20
Jalen Brunson,NYK,BKN,NYK vs. BKN,AST,7.5,2026-03-20
Jose Alvarado,NYK,BKN,NYK vs. BKN,AST,3.5,2026-03-20
Nolan Traore,BKN,NYK,BKN vs. NYK,AST,3.5,2026-03-20
Karl-Anthony Towns,NYK,BKN,NYK vs. BKN,AST,2.5,2026-03-20
OG Anunoby,NYK,BKN,NYK vs. BKN,AST,2.5,2026-03-20
Drake Powell,BKN,NYK,BKN vs. NYK,AST,1.5,2026-03-20
Jalen Johnson,ATL,HOU,ATL vs. HOU,AST,7.5,2026-03-20
Amen Thompson,HOU,ATL,HOU vs. ATL,AST,5.5,2026-03-20
Kevin Durant,HOU,ATL,HOU vs. ATL,AST,4.5,2026-03-20
Nickeil Alexander-Walker,ATL,HOU,ATL vs. HOU,AST,3.5,2026-03-20
Reed Sheppard,HOU,ATL,HOU vs. ATL,AST,3.5,2026-03-20
Tari Eason,HOU,ATL,HOU vs. ATL,AST,1.5,2026-03-20
Payton Pritchard,BOS,MEM,BOS vs. MEM,AST,5.5,2026-03-20
Derrick White,BOS,MEM,BOS vs. MEM,AST,5.5,2026-03-20
Cam Spencer,MEM,BOS,MEM vs. BOS,AST,4.5,2026-03-20
Baylor Scheierman,BOS,MEM,BOS vs. MEM,AST,1.5,2026-03-20
Sam Hauser,BOS,MEM,BOS vs. MEM,AST,1.5,2026-03-20
Jrue Holiday,POR,MIN,POR vs. MIN,AST,5.5,2026-03-20
Ayo Dosunmu,MIN,POR,MIN vs. POR,AST,4.5,2026-03-20
Bones Hyland,MIN,POR,MIN vs. POR,AST,3.5,2026-03-20
Jaden McDaniels,MIN,POR,MIN vs. POR,AST,2.5,2026-03-20
Toumani Camara,POR,MIN,POR vs. MIN,AST,2.5,2026-03-20
Jerami Grant,POR,MIN,POR vs. MIN,AST,1.5,2026-03-20
Jamal Murray,DEN,TOR,DEN vs. TOR,AST,6.5,2026-03-20
Scottie Barnes,TOR,DEN,TOR vs. DEN,AST,4.5,2026-03-20
Brandon Ingram,TOR,DEN,TOR vs. DEN,AST,3.5,2026-03-20
Christian Braun,DEN,TOR,DEN vs. TOR,AST,2.5,2026-03-20
Cam Johnson,DEN,TOR,DEN vs. TOR,AST,2.5,2026-03-20
Bruce Brown,DEN,TOR,DEN vs. TOR,AST,1.5,2026-03-20
Tim Hardaway Jr.,DEN,TOR,DEN vs. TOR,AST,1.5,2026-03-20
Draymond Green,GSW,DET,GSW vs. DET,AST,5.5,2026-03-20
Caris LeVert,DET,GSW,DET vs. GSW,AST,3.5,2026-03-20
Ausar Thompson,DET,GSW,DET vs. GSW,AST,3.5,2026-03-20
Tobias Harris,DET,GSW,DET vs. GSW,AST,2.5,2026-03-20
Duncan Robinson,DET,GSW,DET vs. GSW,AST,2.5,2026-03-20
Jalen Duren,DET,GSW,DET vs. GSW,AST,1.5,2026-03-20
Will Richard,GSW,DET,GSW vs. DET,AST,1.5,2026-03-20
Ben Saraf,BKN,NYK,BKN vs. NYK,AST,3.5,2026-03-20
Mikal Bridges,NYK,BKN,NYK vs. BKN,AST,3.5,2026-03-20
Nic Claxton,BKN,NYK,BKN vs. NYK,AST,2.5,2026-03-20
Danny Wolf,BKN,NYK,BKN vs. NYK,AST,2.5,2026-03-20
Landry Shamet,NYK,BKN,NYK vs. BKN,AST,1.5,2026-03-20
Jordan Clarkson,NYK,BKN,NYK vs. BKN,AST,1.5,2026-03-20
Alperen Sengun,HOU,ATL,HOU vs. ATL,AST,5.5,2026-03-20
Dyson Daniels,ATL,HOU,ATL vs. HOU,AST,5.5,2026-03-20
CJ McCollum,ATL,HOU,ATL vs. HOU,AST,3.5,2026-03-20
Onyeka Okongwu,ATL,HOU,ATL vs. HOU,AST,3.5,2026-03-20
Jabari Smith Jr.,HOU,ATL,HOU vs. ATL,AST,1.5,2026-03-20
Jock Landale,ATL,HOU,ATL vs. HOU,AST,1.5,2026-03-20
Jaylen Brown,BOS,MEM,BOS vs. MEM,AST,5.5,2026-03-20
Ty Jerome,MEM,BOS,MEM vs. BOS,AST,4.5,2026-03-20
Jayson Tatum,BOS,MEM,BOS vs. MEM,AST,4.5,2026-03-20
Neemias Queta,BOS,MEM,BOS vs. MEM,AST,1.5,2026-03-20
Deni Avdija,POR,MIN,POR vs. MIN,AST,6.5,2026-03-20
Julius Randle,MIN,POR,MIN vs. POR,AST,4.5,2026-03-20
Donte DiVincenzo,MIN,POR,MIN vs. POR,AST,3.5,2026-03-20
Scoot Henderson,POR,MIN,POR vs. MIN,AST,3.5,2026-03-20
Donovan Clingan,POR,MIN,POR vs. MIN,AST,2.5,2026-03-20
Rudy Gobert,MIN,POR,MIN vs. POR,AST,1.5,2026-03-20
Nikola Jokic,DEN,TOR,DEN vs. TOR,AST,10.5,2026-03-20
Immanuel Quickley,TOR,DEN,TOR vs. DEN,AST,6.5,2026-03-20
Jamal Shead,TOR,DEN,TOR vs. DEN,AST,4.5,2026-03-20
RJ Barrett,TOR,DEN,TOR vs. DEN,AST,3.5,2026-03-20
Aaron Gordon,DEN,TOR,DEN vs. TOR,AST,2.5,2026-03-20
Jakob Poeltl,TOR,DEN,TOR vs. DEN,AST,1.5,2026-03-20
Sandro Mamukelashvili,TOR,DEN,TOR vs. DEN,AST,1.5,2026-03-20
Jalen Duren,DET,GSW,DET vs. GSW,RA,13.5,2026-03-20
Ausar Thompson,DET,GSW,DET vs. GSW,RA,9.5,2026-03-20
Brandin Podziemski,GSW,DET,GSW vs. DET,RA,9.5,2026-03-20
Tobias Harris,DET,GSW,DET vs. GSW,RA,8.5,2026-03-20
Karl-Anthony Towns,NYK,BKN,NYK vs. BKN,RA,14.5,2026-03-20
Danny Wolf,BKN,NYK,BKN vs. NYK,RA,8.5,2026-03-20
OG Anunoby,NYK,BKN,NYK vs. BKN,RA,7.5,2026-03-20
Jalen Johnson,ATL,HOU,ATL vs. HOU,RA,16.5,2026-03-20
Amen Thompson,HOU,ATL,HOU vs. ATL,RA,13.5,2026-03-20
Kevin Durant,HOU,ATL,HOU vs. ATL,RA,9.5,2026-03-20
Jabari Smith Jr.,HOU,ATL,HOU vs. ATL,RA,8.5,2026-03-20
Jaylen Brown,BOS,MEM,BOS vs. MEM,RA,11.5,2026-03-20
Derrick White,BOS,MEM,BOS vs. MEM,RA,9.5,2026-03-20
Ty Jerome,MEM,BOS,MEM vs. BOS,RA,7.5,2026-03-20
Deni Avdija,POR,MIN,POR vs. MIN,RA,12.5,2026-03-20
Jrue Holiday,POR,MIN,POR vs. MIN,RA,9.5,2026-03-20
Donte DiVincenzo,MIN,POR,MIN vs. POR,RA,7.5,2026-03-20
