Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Victor Wembanyama,SAS,MIA,SAS vs. MIA,PTS,26.5,2026-03-23
Tyler Herro,MIA,SAS,MIA vs. SAS,PTS,21.5,2026-03-23
Bam Adebayo,MIA,SAS,MIA vs. SAS,PTS,20.5,2026-03-23
De'Aaron Fox,SAS,MIA,SAS vs. MIA,PTS,18.5,2026-03-23
Norman Powell,MIA,SAS,MIA vs. SAS,PTS,18.5,2026-03-23
Stephon Castle,SAS,MIA,SAS vs. MIA,PTS,16.5,2026-03-23
Devin Vassell,SAS,MIA,SAS vs. MIA,PTS,13.5,2026-03-23
Keldon Johnson,SAS,MIA,SAS vs. MIA,PTS,13.5,2026-03-23
Dylan Harper,SAS,MIA,SAS vs. MIA,PTS,10.5,2026-03-23
Jaime Jaquez,MIA,SAS,MIA vs. SAS,PTS,11.5,2026-03-23
Andrew Wiggins,MIA,SAS,MIA vs. SAS,PTS,12.5,2026-03-23
Pelle Larsson,MIA,SAS,MIA vs. SAS,PTS,11.5,2026-03-23
Julian Champagnie,SAS,MIA,SAS vs. MIA,PTS,10.5,2026-03-23
Davion Mitchell,MIA,SAS,MIA vs. SAS,PTS,7.5,2026-03-23
Paolo Banchero,ORL,IND,ORL vs. IND,PTS,24.5,2026-03-23
Desmond Bane,ORL,IND,ORL vs. IND,PTS,21.5,2026-03-23
Pascal Siakam,IND,ORL,IND vs. ORL,PTS,20.5,2026-03-23
Jarace Walker,IND,ORL,IND vs. ORL,PTS,14.5,2026-03-23
Andrew Nembhard,IND,ORL,IND vs. ORL,PTS,16.5,2026-03-23
Jalen Suggs,ORL,IND,ORL vs. IND,PTS,14.5,2026-03-23
Wendell Carter,ORL,IND,ORL vs. IND,PTS,12.5,2026-03-23
Aaron Nesmith,IND,ORL,IND vs. ORL,PTS,11.5,2026-03-23
Tristan Silva,ORL,IND,ORL vs. IND,PTS,11.5,2026-03-23
Jevon Carter,ORL,IND,ORL vs. IND,PTS,5.5,2026-03-23
Moritz Wagner,ORL,IND,ORL vs. IND,PTS,7.5,2026-03-23
Luka Doncic,LAL,DET,LAL vs. DET,PTS,32.5,2026-03-23
Austin Reaves,LAL,DET,LAL vs. DET,PTS,21.5,2026-03-23
Jalen Duren,DET,LAL,DET vs. LAL,PTS,22.5,2026-03-23
LeBron James,LAL,DET,LAL vs. DET,PTS,18.5,2026-03-23
Tobias Harris,DET,LAL,DET vs. LAL,PTS,12.5,2026-03-23
Daniss Jenkins,DET,LAL,DET vs. LAL,PTS,14.5,2026-03-23
Duncan Robinson,DET,LAL,DET vs. LAL,PTS,11.5,2026-03-23
Deandre Ayton,LAL,DET,LAL vs. DET,PTS,9.5,2026-03-23
Marcus Smart,LAL,DET,LAL vs. DET,PTS,8.5,2026-03-23
Caris LeVert,DET,LAL,DET vs. LAL,PTS,8.5,2026-03-23
Kevin Huerter,DET,LAL,DET vs. LAL,PTS,8.5,2026-03-23
Ausar Thompson,DET,LAL,DET vs. LAL,PTS,9.5,2026-03-23
Jaxson Hayes,LAL,DET,LAL vs. DET,PTS,5.5,2026-03-23
Shai Gilgeous-Alexander,OKC,PHI,OKC vs. PHI,PTS,24.5,2026-03-23
Quentin Grimes,PHI,OKC,PHI vs. OKC,PTS,19.5,2026-03-23
VJ Edgecombe,PHI,OKC,PHI vs. OKC,PTS,18.5,2026-03-23
Jalen Williams,OKC,PHI,OKC vs. PHI,PTS,14.5,2026-03-23
Chet Holmgren,OKC,PHI,OKC vs. PHI,PTS,15.5,2026-03-23
Justin Edwards,PHI,OKC,PHI vs. OKC,PTS,11.5,2026-03-23
Ajay Mitchell,OKC,PHI,OKC vs. PHI,PTS,9.5,2026-03-23
Isaiah Hartenstein,OKC,PHI,OKC vs. PHI,PTS,7.5,2026-03-23
Dominick Barlow,PHI,OKC,PHI vs. OKC,PTS,9.5,2026-03-23
Cason Wallace,OKC,PHI,OKC vs. PHI,PTS,7.5,2026-03-23
Trendon Watford,PHI,OKC,PHI vs. OKC,PTS,9.5,2026-03-23
Luguentz Dort,OKC,PHI,OKC vs. PHI,PTS,6.5,2026-03-23
Adem Bona,PHI,OKC,PHI vs. OKC,PTS,4.5,2026-03-23
Jalen Johnson,ATL,MEM,ATL vs. MEM,PTS,22.5,2026-03-23
Ty Jerome,MEM,ATL,MEM vs. ATL,PTS,20.5,2026-03-23
CJ McCollum,ATL,MEM,ATL vs. MEM,PTS,19.5,2026-03-23
Nickeil Alexander-Walker,ATL,MEM,ATL vs. MEM,PTS,19.5,2026-03-23
GG Jackson,MEM,ATL,MEM vs. ATL,PTS,16.5,2026-03-23
Onyeka Okongwu,ATL,MEM,ATL vs. MEM,PTS,14.5,2026-03-23
Jonathan Kuminga,ATL,MEM,ATL vs. MEM,PTS,13.5,2026-03-23
Dyson Daniels,ATL,MEM,ATL vs. MEM,PTS,13.5,2026-03-23
Jaylen Wells,MEM,ATL,MEM vs. ATL,PTS,12.5,2026-03-23
Olivier-Maxence Prosper,MEM,ATL,MEM vs. ATL,PTS,12.5,2026-03-23
Javon Small,MEM,ATL,MEM vs. ATL,PTS,11.5,2026-03-23
Taylor Hendricks,MEM,ATL,MEM vs. ATL,PTS,9.5,2026-03-23
Walter Clayton,MEM,ATL,MEM vs. ATL,PTS,9.5,2026-03-23
Kevin Durant,HOU,CHI,HOU vs. CHI,PTS,25.5,2026-03-23
Alperen Sengun,HOU,CHI,HOU vs. CHI,PTS,19.5,2026-03-23
Matas Buzelis,CHI,HOU,CHI vs. HOU,PTS,19.5,2026-03-23
Amen Thompson,HOU,CHI,HOU vs. CHI,PTS,19.5,2026-03-23
Josh Giddey,CHI,HOU,CHI vs. HOU,PTS,17.5,2026-03-23
Jabari Smith,HOU,CHI,HOU vs. CHI,PTS,15.5,2026-03-23
Reed Sheppard,HOU,CHI,HOU vs. CHI,PTS,14.5,2026-03-23
Collin Sexton,CHI,HOU,CHI vs. HOU,PTS,13.5,2026-03-23
Tre Jones,CHI,HOU,CHI vs. HOU,PTS,13.5,2026-03-23
Jalen Smith,CHI,HOU,CHI vs. HOU,PTS,10.5,2026-03-23
Tari Eason,HOU,CHI,HOU vs. CHI,PTS,10.5,2026-03-23
Rob Dillingham,CHI,HOU,CHI vs. HOU,PTS,12.5,2026-03-23
Dorian Finney-Smith,HOU,CHI,HOU vs. CHI,PTS,2.5,2026-03-23
Brandon Ingram,TOR,UTA,TOR vs. UTA,PTS,19.5,2026-03-23
Brice Sensabaugh,UTA,TOR,UTA vs. TOR,PTS,19.5,2026-03-23
RJ Barrett,TOR,UTA,TOR vs. UTA,PTS,20.5,2026-03-23
Ace Bailey,UTA,TOR,UTA vs. TOR,PTS,17.5,2026-03-23
Immanuel Quickley,TOR,UTA,TOR vs. UTA,PTS,16.5,2026-03-23
Scottie Barnes,TOR,UTA,TOR vs. UTA,PTS,18.5,2026-03-23
Cody Williams,UTA,TOR,UTA vs. TOR,PTS,12.5,2026-03-23
Jakob Poeltl,TOR,UTA,TOR vs. UTA,PTS,12.5,2026-03-23
Kyle Filipowski,UTA,TOR,UTA vs. TOR,PTS,13.5,2026-03-23
Cooper Flagg,DAL,GSW,DAL vs. GSW,PTS,21.5,2026-03-23
Naji Marshall,DAL,GSW,DAL vs. GSW,PTS,16.5,2026-03-23
De'Anthony Melton,GSW,DAL,GSW vs. DAL,PTS,15.5,2026-03-23
Kristaps Porzingis,GSW,DAL,GSW vs. DAL,PTS,15.5,2026-03-23
P.J. Washington,DAL,GSW,DAL vs. GSW,PTS,13.5,2026-03-23
Brandin Podziemski,GSW,DAL,GSW vs. DAL,PTS,14.5,2026-03-23
Gui Santos,GSW,DAL,GSW vs. DAL,PTS,13.5,2026-03-23
Max Christie,DAL,GSW,DAL vs. GSW,PTS,11.5,2026-03-23
Daniel Gafford,DAL,GSW,DAL vs. GSW,PTS,10.5,2026-03-23
Gary Payton,GSW,DAL,GSW vs. DAL,PTS,10.5,2026-03-23
Klay Thompson,DAL,GSW,DAL vs. GSW,PTS,10.5,2026-03-23
Draymond Green,GSW,DAL,GSW vs. DAL,PTS,9.5,2026-03-23
Marvin Bagley,DAL,GSW,DAL vs. GSW,PTS,8.5,2026-03-23
Will Richard,GSW,DAL,GSW vs. DAL,PTS,7.5,2026-03-23
Deni Avdija,POR,BKN,POR vs. BKN,PTS,24.5,2026-03-23
Jerami Grant,POR,BKN,POR vs. BKN,PTS,17.5,2026-03-23
Donovan Clingan,POR,BKN,POR vs. BKN,PTS,15.5,2026-03-23
Jrue Holiday,POR,BKN,POR vs. BKN,PTS,14.5,2026-03-23
Scoot Henderson,POR,BKN,POR vs. BKN,PTS,13.5,2026-03-23
Nolan Traore,BKN,POR,BKN vs. POR,PTS,13.5,2026-03-23
Ziaire Williams,BKN,POR,BKN vs. POR,PTS,11.5,2026-03-23
Nic Claxton,BKN,POR,BKN vs. POR,PTS,10.5,2026-03-23
Noah Clowney,BKN,POR,BKN vs. POR,PTS,9.5,2026-03-23
Drake Powell,BKN,POR,BKN vs. POR,PTS,8.5,2026-03-23
Kawhi Leonard,LAC,MIL,LAC vs. MIL,PTS,27.5,2026-03-23
Darius Garland,LAC,MIL,LAC vs. MIL,PTS,20.5,2026-03-23
Ryan Rollins,MIL,LAC,MIL vs. LAC,PTS,18.5,2026-03-23
John Collins,LAC,MIL,LAC vs. MIL,PTS,14.5,2026-03-23
Jordan Miller,LAC,MIL,LAC vs. MIL,PTS,11.5,2026-03-23
Derrick Jones,LAC,MIL,LAC vs. MIL,PTS,12.5,2026-03-23
Kyle Kuzma,MIL,LAC,MIL vs. LAC,PTS,11.5,2026-03-23
Brook Lopez,LAC,MIL,LAC vs. MIL,PTS,10.5,2026-03-23
Ousmane Dieng,MIL,LAC,MIL vs. LAC,PTS,10.5,2026-03-23
Myles Turner,MIL,LAC,MIL vs. LAC,PTS,8.5,2026-03-23
Taurean Prince,MIL,LAC,MIL vs. LAC,PTS,6.5,2026-03-23
Victor Wembanyama,SAS,MIA,SAS vs. MIA,PRA,42.5,2026-03-23
Bam Adebayo,MIA,SAS,MIA vs. SAS,PRA,34.5,2026-03-23
Tyler Herro,MIA,SAS,MIA vs. SAS,PRA,31.5,2026-03-23
Stephon Castle,SAS,MIA,SAS vs. MIA,PRA,30.5,2026-03-23
De'Aaron Fox,SAS,MIA,SAS vs. MIA,PRA,28.5,2026-03-23
Norman Powell,MIA,SAS,MIA vs. SAS,PRA,25.5,2026-03-23
Jaime Jaquez,MIA,SAS,MIA vs. SAS,PRA,20.5,2026-03-23
Devin Vassell,SAS,MIA,SAS vs. MIA,PRA,20.5,2026-03-23
Keldon Johnson,SAS,MIA,SAS vs. MIA,PRA,19.5,2026-03-23
Pelle Larsson,MIA,SAS,MIA vs. SAS,PRA,19.5,2026-03-23
Julian Champagnie,SAS,MIA,SAS vs. MIA,PRA,18.5,2026-03-23
Davion Mitchell,MIA,SAS,MIA vs. SAS,PRA,17.5,2026-03-23
Andrew Wiggins,MIA,SAS,MIA vs. SAS,PRA,19.5,2026-03-23
Paolo Banchero,ORL,IND,ORL vs. IND,PRA,38.5,2026-03-23
Desmond Bane,ORL,IND,ORL vs. IND,PRA,30.5,2026-03-23
Pascal Siakam,IND,ORL,IND vs. ORL,PRA,29.5,2026-03-23
Jarace Walker,IND,ORL,IND vs. ORL,PRA,24.5,2026-03-23
Jalen Suggs,ORL,IND,ORL vs. IND,PRA,24.5,2026-03-23
Andrew Nembhard,IND,ORL,IND vs. ORL,PRA,25.5,2026-03-23
Wendell Carter,ORL,IND,ORL vs. IND,PRA,21.5,2026-03-23
Tristan Silva,ORL,IND,ORL vs. IND,PRA,16.5,2026-03-23
Aaron Nesmith,IND,ORL,IND vs. ORL,PRA,16.5,2026-03-23
Jevon Carter,ORL,IND,ORL vs. IND,PRA,13.5,2026-03-23
Luka Doncic,LAL,DET,LAL vs. DET,PRA,48.5,2026-03-23
Jalen Duren,DET,LAL,DET vs. LAL,PRA,35.5,2026-03-23
Austin Reaves,LAL,DET,LAL vs. DET,PRA,31.5,2026-03-23
LeBron James,LAL,DET,LAL vs. DET,PRA,30.5,2026-03-23
Daniss Jenkins,DET,LAL,DET vs. LAL,PRA,24.5,2026-03-23
Tobias Harris,DET,LAL,DET vs. LAL,PRA,21.5,2026-03-23
Ausar Thompson,DET,LAL,DET vs. LAL,PRA,17.5,2026-03-23
Deandre Ayton,LAL,DET,LAL vs. DET,PRA,18.5,2026-03-23
Duncan Robinson,DET,LAL,DET vs. LAL,PRA,16.5,2026-03-23
Marcus Smart,LAL,DET,LAL vs. DET,PRA,13.5,2026-03-23
