Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Donovan Mitchell,CLE,BOS,CLE vs. BOS,PTS,25.5,2026-03-08
Jaylen Brown,BOS,CLE,BOS vs. CLE,PTS,24.5,2026-03-08
James Harden,CLE,BOS,CLE vs. BOS,PTS,19.5,2026-03-08
Evan Mobley,CLE,BOS,CLE vs. BOS,PTS,15.5,2026-03-08
Derrick White,BOS,CLE,BOS vs. CLE,PTS,15.5,2026-03-08
Jayson Tatum,BOS,CLE,BOS vs. CLE,PTS,17.5,2026-03-08
Jaylon Tyson,CLE,BOS,CLE vs. BOS,PTS,11.5,2026-03-08
Payton Pritchard,BOS,CLE,BOS vs. CLE,PTS,14.5,2026-03-08
Dennis Schröder,CLE,BOS,CLE vs. BOS,PTS,8.5,2026-03-08
Neemias Queta,BOS,CLE,BOS vs. CLE,PTS,9.5,2026-03-08
Sam Hauser,BOS,CLE,BOS vs. CLE,PTS,8.5,2026-03-08
Dean Wade,CLE,BOS,CLE vs. BOS,PTS,4.5,2026-03-08
Luka Dončić,LAL,NYK,LAL vs. NYK,PTS,29.5,2026-03-08
Jalen Brunson,NYK,LAL,NYK vs. LAL,PTS,25.5,2026-03-08
Austin Reaves,LAL,NYK,LAL vs. NYK,PTS,19.5,2026-03-08
Karl-Anthony Towns,NYK,LAL,NYK vs. LAL,PTS,18.5,2026-03-08
OG Anunoby,NYK,LAL,NYK vs. LAL,PTS,16.5,2026-03-08
LeBron James,LAL,NYK,LAL vs. NYK,PTS,19.5,2026-03-08
Josh Hart,NYK,LAL,NYK vs. LAL,PTS,11.5,2026-03-08
Mikal Bridges,NYK,LAL,NYK vs. LAL,PTS,14.5,2026-03-08
Deandre Ayton,LAL,NYK,LAL vs. NYK,PTS,8.5,2026-03-08
Marcus Smart,LAL,NYK,LAL vs. NYK,PTS,7.5,2026-03-08
Landry Shamet,NYK,LAL,NYK vs. LAL,PTS,8.5,2026-03-08
Mitchell Robinson,NYK,LAL,NYK vs. LAL,PTS,4.5,2026-03-08
Brandon Ingram,TOR,DAL,TOR vs. DAL,PTS,22.5,2026-03-08
Cooper Flagg,DAL,TOR,DAL vs. TOR,PTS,18.5,2026-03-08
Immanuel Quickley,TOR,DAL,TOR vs. DAL,PTS,18.5,2026-03-08
RJ Barrett,TOR,DAL,TOR vs. DAL,PTS,19.5,2026-03-08
Scottie Barnes,TOR,DAL,TOR vs. DAL,PTS,19.5,2026-03-08
Naji Marshall,DAL,TOR,DAL vs. TOR,PTS,15.5,2026-03-08
Khris Middleton,DAL,TOR,DAL vs. TOR,PTS,10.5,2026-03-08
Max Christie,DAL,TOR,DAL vs. TOR,PTS,11.5,2026-03-08
P.J. Washington,DAL,TOR,DAL vs. TOR,PTS,12.5,2026-03-08
Brandon Williams,DAL,TOR,DAL vs. TOR,PTS,12.5,2026-03-08
Jakob Poeltl,TOR,DAL,TOR vs. DAL,PTS,10.5,2026-03-08
Daniel Gafford,DAL,TOR,DAL vs. TOR,PTS,8.5,2026-03-08
Jamal Shead,TOR,DAL,TOR vs. DAL,PTS,7.5,2026-03-08
Klay Thompson,DAL,TOR,DAL vs. TOR,PTS,9.5,2026-03-08
Sandro Mamukelashvili,TOR,DAL,TOR vs. DAL,PTS,9.5,2026-03-08
Marvin Bagley,DAL,TOR,DAL vs. TOR,PTS,9.5,2026-03-08
Trey Murphy,NOP,WAS,NOP vs. WAS,PTS,21.5,2026-03-08
Zion Williamson,NOP,WAS,NOP vs. WAS,PTS,21.5,2026-03-08
Dejounte Murray,NOP,WAS,NOP vs. WAS,PTS,15.5,2026-03-08
Saddiq Bey,NOP,WAS,NOP vs. WAS,PTS,17.5,2026-03-08
Trae Young,WAS,NOP,WAS vs. NOP,PTS,15.5,2026-03-08
Alex Sarr,WAS,NOP,WAS vs. NOP,PTS,13.5,2026-03-08
Bilal Coulibaly,WAS,NOP,WAS vs. NOP,PTS,12.5,2026-03-08
Tre Johnson,WAS,NOP,WAS vs. NOP,PTS,12.5,2026-03-08
Herbert Jones,NOP,WAS,NOP vs. WAS,PTS,8.5,2026-03-08
Derik Queen,NOP,WAS,NOP vs. WAS,PTS,9.5,2026-03-08
Victor Wembanyama,SAS,HOU,SAS vs. HOU,PTS,24.5,2026-03-08
Kevin Durant,HOU,SAS,HOU vs. SAS,PTS,25.5,2026-03-08
De'Aaron Fox,SAS,HOU,SAS vs. HOU,PTS,16.5,2026-03-08
Stephon Castle,SAS,HOU,SAS vs. HOU,PTS,15.5,2026-03-08
Alperen Sengun,HOU,SAS,HOU vs. SAS,PTS,18.5,2026-03-08
Amen Thompson,HOU,SAS,HOU vs. SAS,PTS,16.5,2026-03-08
Devin Vassell,SAS,HOU,SAS vs. HOU,PTS,13.5,2026-03-08
Jabari Smith,HOU,SAS,HOU vs. SAS,PTS,13.5,2026-03-08
Reed Sheppard,HOU,SAS,HOU vs. SAS,PTS,13.5,2026-03-08
Julian Champagnie,SAS,HOU,SAS vs. HOU,PTS,10.5,2026-03-08
Tari Eason,HOU,SAS,HOU vs. SAS,PTS,10.5,2026-03-08
Keldon Johnson,SAS,HOU,SAS vs. HOU,PTS,10.5,2026-03-08
Dylan Harper,SAS,HOU,SAS vs. HOU,PTS,10.5,2026-03-08
Luke Kornet,SAS,HOU,SAS vs. HOU,PTS,9.5,2026-03-08
Deni Avdija,POR,IND,POR vs. IND,PTS,20.5,2026-03-08
Jerami Grant,POR,IND,POR vs. IND,PTS,19.5,2026-03-08
Pascal Siakam,IND,POR,IND vs. POR,PTS,21.5,2026-03-08
Andrew Nembhard,IND,POR,IND vs. POR,PTS,15.5,2026-03-08
Donovan Clingan,POR,IND,POR vs. IND,PTS,13.5,2026-03-08
Jarace Walker,IND,POR,IND vs. POR,PTS,13.5,2026-03-08
Toumani Camara,POR,IND,POR vs. IND,PTS,13.5,2026-03-08
Aaron Nesmith,IND,POR,IND vs. POR,PTS,10.5,2026-03-08
Jay Huff,IND,POR,IND vs. POR,PTS,10.5,2026-03-08
T.J. McConnell,IND,POR,IND vs. POR,PTS,7.5,2026-03-08
Robert Williams,POR,IND,POR vs. IND,PTS,6.5,2026-03-08
DeMar DeRozan,SAC,CHI,SAC vs. CHI,PTS,15.5,2026-03-08
Josh Giddey,CHI,SAC,CHI vs. SAC,PTS,16.5,2026-03-08
Matas Buzelis,CHI,SAC,CHI vs. SAC,PTS,18.5,2026-03-08
Russell Westbrook,SAC,CHI,SAC vs. CHI,PTS,14.5,2026-03-08
Malik Monk,SAC,CHI,SAC vs. CHI,PTS,11.5,2026-03-08
Maxime Raynaud,SAC,CHI,SAC vs. CHI,PTS,13.5,2026-03-08
Nique Clifford,SAC,CHI,SAC vs. CHI,PTS,13.5,2026-03-08
Precious Achiuwa,SAC,CHI,SAC vs. CHI,PTS,14.5,2026-03-08
Guerschon Yabusele,CHI,SAC,CHI vs. SAC,PTS,11.5,2026-03-08
Tre Jones,CHI,SAC,CHI vs. SAC,PTS,13.5,2026-03-08
Isaac Okoro,CHI,SAC,CHI vs. SAC,PTS,11.5,2026-03-08
Devin Booker,PHX,CHA,PHX vs. CHA,PTS,24.5,2026-03-08
Brandon Miller,CHA,PHX,CHA vs. PHX,PTS,20.5,2026-03-08
LaMelo Ball,CHA,PHX,CHA vs. PHX,PTS,18.5,2026-03-08
Kon Knueppel,CHA,PHX,CHA vs. PHX,PTS,18.5,2026-03-08
Jalen Green,PHX,CHA,PHX vs. CHA,PTS,17.5,2026-03-08
Grayson Allen,PHX,CHA,PHX vs. CHA,PTS,17.5,2026-03-08
Coby White,CHA,PHX,CHA vs. PHX,PTS,12.5,2026-03-08
Miles Bridges,CHA,PHX,CHA vs. PHX,PTS,13.5,2026-03-08
Collin Gillespie,PHX,CHA,PHX vs. CHA,PTS,12.5,2026-03-08
Moussa Diabaté,CHA,PHX,CHA vs. PHX,PTS,9.5,2026-03-08
Oso Ighodaro,PHX,CHA,PHX vs. CHA,PTS,9.0,2026-03-08
Royce O'Neale,PHX,CHA,PHX vs. CHA,PTS,8.5,2026-03-08
Ryan Dunn,PHX,CHA,PHX vs. CHA,PTS,9.5,2026-03-08
Ryan Kalkbrenner,CHA,PHX,CHA vs. PHX,PTS,4.5,2026-03-08
Jaylen Brown,BOS,CLE,BOS vs. CLE,PRA,35.5,2026-03-08
Donovan Mitchell,CLE,BOS,CLE vs. BOS,PRA,35.5,2026-03-08
James Harden,CLE,BOS,CLE vs. BOS,PRA,31.5,2026-03-08
Jayson Tatum,BOS,CLE,BOS vs. CLE,PRA,29.5,2026-03-08
Evan Mobley,CLE,BOS,CLE vs. BOS,PRA,27.5,2026-03-08
Derrick White,BOS,CLE,BOS vs. CLE,PRA,25.5,2026-03-08
Payton Pritchard,BOS,CLE,BOS vs. CLE,PRA,23.5,2026-03-08
Jaylon Tyson,CLE,BOS,CLE vs. BOS,PRA,18.5,2026-03-08
Neemias Queta,BOS,CLE,BOS vs. CLE,PRA,19.5,2026-03-08
Sam Hauser,BOS,CLE,BOS vs. CLE,PRA,9.5,2026-03-08
Dennis Schröder,CLE,BOS,CLE vs. BOS,PRA,15.5,2026-03-08
Dean Wade,CLE,BOS,CLE vs. BOS,PRA,10.5,2026-03-08
Luka Dončić,LAL,NYK,LAL vs. NYK,PRA,46.5,2026-03-08
Jalen Brunson,NYK,LAL,NYK vs. LAL,PRA,37.5,2026-03-08
LeBron James,LAL,NYK,LAL vs. NYK,PRA,30.5,2026-03-08
Karl-Anthony Towns,NYK,LAL,NYK vs. LAL,PRA,31.5,2026-03-08
Austin Reaves,LAL,NYK,LAL vs. NYK,PRA,27.5,2026-03-08
Josh Hart,NYK,LAL,NYK vs. LAL,PRA,23.5,2026-03-08
OG Anunoby,NYK,LAL,NYK vs. LAL,PRA,23.5,2026-03-08
Mikal Bridges,NYK,LAL,NYK vs. LAL,PRA,21.5,2026-03-08
Deandre Ayton,LAL,NYK,LAL vs. NYK,PRA,16.5,2026-03-08
Marcus Smart,LAL,NYK,LAL vs. NYK,PRA,12.5,2026-03-08
Landry Shamet,NYK,LAL,NYK vs. LAL,PRA,12.5,2026-03-08
Brandon Ingram,TOR,DAL,TOR vs. DAL,PRA,30.5,2026-03-08
Cooper Flagg,DAL,TOR,DAL vs. TOR,PRA,29.5,2026-03-08
Scottie Barnes,TOR,DAL,TOR vs. DAL,PRA,32.5,2026-03-08
RJ Barrett,TOR,DAL,TOR vs. DAL,PRA,28.5,2026-03-08
Immanuel Quickley,TOR,DAL,TOR vs. DAL,PRA,28.5,2026-03-08
Brandon Williams,DAL,TOR,DAL vs. TOR,PRA,19.5,2026-03-08
Naji Marshall,DAL,TOR,DAL vs. TOR,PRA,22.5,2026-03-08
Jakob Poeltl,TOR,DAL,TOR vs. DAL,PRA,21.5,2026-03-08
P.J. Washington,DAL,TOR,DAL vs. TOR,PRA,20.5,2026-03-08
Marvin Bagley,DAL,TOR,DAL vs. TOR,PRA,17.5,2026-03-08
Max Christie,DAL,TOR,DAL vs. TOR,PRA,17.5,2026-03-08
Sandro Mamukelashvili,TOR,DAL,TOR vs. DAL,PRA,16.5,2026-03-08
Klay Thompson,DAL,TOR,DAL vs. TOR,PRA,13.5,2026-03-08
Jamal Shead,TOR,DAL,TOR vs. DAL,PRA,9.5,2026-03-08
Khris Middleton,DAL,TOR,DAL vs. TOR,PRA,14.5,2026-03-08
Zion Williamson,NOP,WAS,NOP vs. WAS,PRA,31.5,2026-03-08
Trey Murphy,NOP,WAS,NOP vs. WAS,PRA,30.5,2026-03-08
Dejounte Murray,NOP,WAS,NOP vs. WAS,PRA,27.5,2026-03-08
Saddiq Bey,NOP,WAS,NOP vs. WAS,PRA,26.5,2026-03-08
Trae Young,WAS,NOP,WAS vs. NOP,PRA,23.5,2026-03-08
Alex Sarr,WAS,NOP,WAS vs. NOP,PRA,22.5,2026-03-08
Bilal Coulibaly,WAS,NOP,WAS vs. NOP,PRA,18.5,2026-03-08
Herbert Jones,NOP,WAS,NOP vs. WAS,PRA,15.5,2026-03-08
Tre Johnson,WAS,NOP,WAS vs. NOP,PRA,17.5,2026-03-08
Derik Queen,NOP,WAS,NOP vs. WAS,PRA,19.5,2026-03-08
Victor Wembanyama,SAS,HOU,SAS vs. HOU,PRA,38.5,2026-03-08
Alperen Sengun,HOU,SAS,HOU vs. SAS,PRA,33.5,2026-03-08
Kevin Durant,HOU,SAS,HOU vs. SAS,PRA,35.5,2026-03-08
Amen Thompson,HOU,SAS,HOU vs. SAS,PRA,28.5,2026-03-08
De'Aaron Fox,SAS,HOU,SAS vs. HOU,PRA,25.5,2026-03-08
Stephon Castle,SAS,HOU,SAS vs. HOU,PRA,26.5,2026-03-08
Jabari Smith,HOU,SAS,HOU vs. SAS,PRA,21.5,2026-03-08
Reed Sheppard,HOU,SAS,HOU vs. SAS,PRA,21.5,2026-03-08
Devin Vassell,SAS,HOU,SAS vs. HOU,PRA,19.5,2026-03-08
Julian Champagnie,SAS,HOU,SAS vs. HOU,PRA,17.5,2026-03-08
Tari Eason,HOU,SAS,HOU vs. SAS,PRA,18.5,2026-03-08
Keldon Johnson,SAS,HOU,SAS vs. HOU,PRA,16.5,2026-03-08
Dylan Harper,SAS,HOU,SAS vs. HOU,PRA,16.5,2026-03-08
Deni Avdija,POR,IND,POR vs. IND,PRA,31.5,2026-03-08
Jrue Holiday,POR,IND,POR vs. IND,PRA,24.5,2026-03-08
Pascal Siakam,IND,POR,IND vs. POR,PRA,30.5,2026-03-08
Donovan Clingan,POR,IND,POR vs. IND,PRA,27.5,2026-03-08
Andrew Nembhard,IND,POR,IND vs. POR,PRA,24.5,2026-03-08
Jerami Grant,POR,IND,POR vs. IND,PRA,25.5,2026-03-08
Jarace Walker,IND,POR,IND vs. POR,PRA,22.5,2026-03-08
Toumani Camara,POR,IND,POR vs. IND,PRA,21.5,2026-03-08
Jay Huff,IND,POR,IND vs. POR,PRA,17.5,2026-03-08
Aaron Nesmith,IND,POR,IND vs. POR,PRA,16.5,2026-03-08
Robert Williams,POR,IND,POR vs. IND,PRA,15.5,2026-03-08
T.J. McConnell,IND,POR,IND vs. POR,PRA,14.5,2026-03-08
Josh Giddey,CHI,SAC,CHI vs. SAC,PRA,31.0,2026-03-08
Matas Buzelis,CHI,SAC,CHI vs. SAC,PRA,27.5,2026-03-08
