Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Jalen Brunson,NYK,SAS,NYK vs. SAS,PTS,27.5,2026-03-01
Victor Wembanyama,SAS,NYK,SAS vs. NYK,PTS,24.5,2026-03-01
De'Aaron Fox,SAS,NYK,SAS vs. NYK,PTS,16.5,2026-03-01
Karl-Anthony Towns,NYK,SAS,NYK vs. SAS,PTS,18.5,2026-03-01
Stephon Castle,SAS,NYK,SAS vs. NYK,PTS,15.5,2026-03-01
OG Anunoby,NYK,SAS,NYK vs. SAS,PTS,15.5,2026-03-01
Devin Vassell,SAS,NYK,SAS vs. NYK,PTS,13.0,2026-03-01
Dylan Harper,SAS,NYK,SAS vs. NYK,PTS,11.5,2026-03-01
Mikal Bridges,NYK,SAS,NYK vs. SAS,PTS,13.5,2026-03-01
Josh Hart,NYK,SAS,NYK vs. SAS,PTS,10.5,2026-03-01
Julian Champagnie,SAS,NYK,SAS vs. NYK,PTS,9.5,2026-03-01
Keldon Johnson,SAS,NYK,SAS vs. NYK,PTS,10.5,2026-03-01
Jose Alvarado,NYK,SAS,NYK vs. SAS,PTS,7.0,2026-03-01
Landry Shamet,NYK,SAS,NYK vs. SAS,PTS,12.5,2026-03-01
Mitchell Robinson,NYK,SAS,NYK vs. SAS,PTS,4.5,2026-03-01
Kevin Porter,MIL,CHI,MIL vs. CHI,PTS,19.5,2026-03-01
Matas Buzelis,CHI,MIL,CHI vs. MIL,PTS,19.5,2026-03-01
Ryan Rollins,MIL,CHI,MIL vs. CHI,PTS,19.5,2026-03-01
Collin Sexton,CHI,MIL,CHI vs. MIL,PTS,16.5,2026-03-01
Josh Giddey,CHI,MIL,CHI vs. MIL,PTS,16.5,2026-03-01
Kyle Kuzma,MIL,CHI,MIL vs. CHI,PTS,13.5,2026-03-01
Tre Jones,CHI,MIL,CHI vs. MIL,PTS,12.5,2026-03-01
Cam Thomas,MIL,CHI,MIL vs. CHI,PTS,12.5,2026-03-01
Bobby Portis,MIL,CHI,MIL vs. CHI,PTS,10.5,2026-03-01
Guerschon Yabusele,CHI,MIL,CHI vs. MIL,PTS,10.5,2026-03-01
Myles Turner,MIL,CHI,MIL vs. CHI,PTS,11.5,2026-03-01
Isaac Okoro,CHI,MIL,CHI vs. MIL,PTS,9.5,2026-03-01
AJ Green,MIL,CHI,MIL vs. CHI,PTS,10.0,2026-03-01
Rob Dillingham,CHI,MIL,CHI vs. MIL,PTS,8.5,2026-03-01
Nick Richards,CHI,MIL,CHI vs. MIL,PTS,8.5,2026-03-01
Jericho Sims,MIL,CHI,MIL vs. CHI,PTS,5.5,2026-03-01
Anthony Edwards,MIN,DEN,MIN vs. DEN,PTS,29.5,2026-03-01
Nikola Jokić,DEN,MIN,DEN vs. MIN,PTS,28.5,2026-03-01
Jamal Murray,DEN,MIN,DEN vs. MIN,PTS,24.5,2026-03-01
Julius Randle,MIN,DEN,MIN vs. DEN,PTS,19.5,2026-03-01
Cameron Johnson,DEN,MIN,DEN vs. MIN,PTS,12.0,2026-03-01
Christian Braun,DEN,MIN,DEN vs. MIN,PTS,11.5,2026-03-01
Jaden McDaniels,MIN,DEN,MIN vs. DEN,PTS,15.5,2026-03-01
Naz Reid,MIN,DEN,MIN vs. DEN,PTS,13.5,2026-03-01
Tim Hardaway,DEN,MIN,DEN vs. MIN,PTS,11.5,2026-03-01
Donte DiVincenzo,MIN,DEN,MIN vs. DEN,PTS,14.5,2026-03-01
Rudy Gobert,MIN,DEN,MIN vs. DEN,PTS,10.5,2026-03-01
Ayo Dosunmu,MIN,DEN,MIN vs. DEN,PTS,11.5,2026-03-01
Bruce Brown,DEN,MIN,DEN vs. MIN,PTS,8.0,2026-03-01
Jonas Valančiūnas,DEN,MIN,DEN vs. MIN,PTS,7.5,2026-03-01
Julian Strawther,DEN,MIN,DEN vs. MIN,PTS,9.0,2026-03-01
Bones Hyland,MIN,DEN,MIN vs. DEN,PTS,5.5,2026-03-01
Michael Porter,BKN,CLE,BKN vs. CLE,PTS,22.5,2026-03-01
James Harden,CLE,BKN,CLE vs. BKN,PTS,20.5,2026-03-01
Evan Mobley,CLE,BKN,CLE vs. BKN,PTS,16.5,2026-03-01
Jarrett Allen,CLE,BKN,CLE vs. BKN,PTS,17.5,2026-03-01
Noah Clowney,BKN,CLE,BKN vs. CLE,PTS,12.5,2026-03-01
Nolan Traore,BKN,CLE,BKN vs. CLE,PTS,11.5,2026-03-01
Jaylon Tyson,CLE,BKN,CLE vs. BKN,PTS,14.5,2026-03-01
Sam Merrill,CLE,BKN,CLE vs. BKN,PTS,13.5,2026-03-01
Nic Claxton,BKN,CLE,BKN vs. CLE,PTS,11.5,2026-03-01
Terance Mann,BKN,CLE,BKN vs. CLE,PTS,6.5,2026-03-01
Jarace Walker,IND,MEM,IND vs. MEM,PTS,18.5,2026-03-01
Andrew Nembhard,IND,MEM,IND vs. MEM,PTS,18.5,2026-03-01
GG Jackson,MEM,IND,MEM vs. IND,PTS,16.5,2026-03-01
Cam Spencer,MEM,IND,MEM vs. IND,PTS,11.5,2026-03-01
Jaylen Wells,MEM,IND,MEM vs. IND,PTS,13.5,2026-03-01
Scotty Pippen,MEM,IND,MEM vs. IND,PTS,13.5,2026-03-01
Walter Clayton,MEM,IND,MEM vs. IND,PTS,10.5,2026-03-01
Javon Small,MEM,IND,MEM vs. IND,PTS,11.5,2026-03-01
Jay Huff,IND,MEM,IND vs. MEM,PTS,12.0,2026-03-01
Kobe Brown,IND,MEM,IND vs. MEM,PTS,10.5,2026-03-01
Olivier-Maxence Prosper,MEM,IND,MEM vs. IND,PTS,10.5,2026-03-01
Micah Potter,IND,MEM,IND vs. MEM,PTS,11.5,2026-03-01
Taylor Hendricks,MEM,IND,MEM vs. IND,PTS,10.5,2026-03-01
Ben Sheppard,IND,MEM,IND vs. MEM,PTS,8.5,2026-03-01
T.J. McConnell,IND,MEM,IND vs. MEM,PTS,7.5,2026-03-01
Jalen Johnson,ATL,POR,ATL vs. POR,PTS,23.5,2026-03-01
