Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Cade Cunningham,DET,CLE,DET vs. CLE,PTS,25.5,2026-02-27
James Harden,CLE,DET,CLE vs. DET,PTS,21.5,2026-02-27
Evan Mobley,CLE,DET,CLE vs. DET,PTS,14.5,2026-02-27
Jarrett Allen,CLE,DET,CLE vs. DET,PTS,14.5,2026-02-27
Jalen Duren,DET,CLE,DET vs. CLE,PTS,18.5,2026-02-27
Jaylon Tyson,CLE,DET,CLE vs. DET,PTS,12.5,2026-02-27
Sam Merrill,CLE,DET,CLE vs. DET,PTS,12.5,2026-02-27
Tobias Harris,DET,CLE,DET vs. CLE,PTS,12.5,2026-02-27
Duncan Robinson,DET,CLE,DET vs. CLE,PTS,10.5,2026-02-27
Ausar Thompson,DET,CLE,DET vs. CLE,PTS,9.5,2026-02-27
Paul Reed,DET,CLE,DET vs. CLE,PTS,8.5,2026-02-27
Ronald Holland,DET,CLE,DET vs. CLE,PTS,7.5,2026-02-27
Daniss Jenkins,DET,CLE,DET vs. CLE,PTS,7.5,2026-02-27
Dean Wade,CLE,DET,CLE vs. DET,PTS,5.5,2026-02-27
Caris LeVert,DET,CLE,DET vs. CLE,PTS,4.5,2026-02-27
Javonte Green,DET,CLE,DET vs. CLE,PTS,9.5,2026-02-27
Jaylen Brown,BOS,BKN,BOS vs. BKN,PTS,28.5,2026-02-27
Michael Porter,BKN,BOS,BKN vs. BOS,PTS,20.5,2026-02-27
Derrick White,BOS,BKN,BOS vs. BKN,PTS,16.5,2026-02-27
Payton Pritchard,BOS,BKN,BOS vs. BKN,PTS,17.5,2026-02-27
Nikola Vučević,BOS,BKN,BOS vs. BKN,PTS,12.5,2026-02-27
Noah Clowney,BKN,BOS,BKN vs. BOS,PTS,11.5,2026-02-27
Sam Hauser,BOS,BKN,BOS vs. BKN,PTS,10.5,2026-02-27
Egor Dëmin,BKN,BOS,BKN vs. BOS,PTS,10.5,2026-02-27
Nic Claxton,BKN,BOS,BKN vs. BOS,PTS,10.5,2026-02-27
Nolan Traore,BKN,BOS,BKN vs. BOS,PTS,10.5,2026-02-27
Neemias Queta,BOS,BKN,BOS vs. BKN,PTS,9.5,2026-02-27
Baylor Scheierman,BOS,BKN,BOS vs. BKN,PTS,7.5,2026-02-27
Jalen Brunson,NYK,MIL,NYK vs. MIL,PTS,26.5,2026-02-27
Karl-Anthony Towns,NYK,MIL,NYK vs. MIL,PTS,19.5,2026-02-27
Ryan Rollins,MIL,NYK,MIL vs. NYK,PTS,17.5,2026-02-27
Kevin Porter,MIL,NYK,MIL vs. NYK,PTS,18.5,2026-02-27
OG Anunoby,NYK,MIL,NYK vs. MIL,PTS,15.5,2026-02-27
Cam Thomas,MIL,NYK,MIL vs. NYK,PTS,12.5,2026-02-27
Mikal Bridges,NYK,MIL,NYK vs. MIL,PTS,14.5,2026-02-27
Josh Hart,NYK,MIL,NYK vs. MIL,PTS,10.5,2026-02-27
Kyle Kuzma,MIL,NYK,MIL vs. NYK,PTS,11.5,2026-02-27
Myles Turner,MIL,NYK,MIL vs. NYK,PTS,10.5,2026-02-27
AJ Green,MIL,NYK,MIL vs. NYK,PTS,9.5,2026-02-27
Bobby Portis,MIL,NYK,MIL vs. NYK,PTS,10.5,2026-02-27
Landry Shamet,NYK,MIL,NYK vs. MIL,PTS,12.5,2026-02-27
