Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Paolo Banchero,ORL,WAS,ORL vs. WAS,PTS,25.5,2026-03-03
Desmond Bane,ORL,WAS,ORL vs. WAS,PTS,21.5,2026-03-03
Jalen Suggs,ORL,WAS,ORL vs. WAS,PTS,13.5,2026-03-03
Tre Johnson,WAS,ORL,WAS vs. ORL,PTS,13.0,2026-03-03
Bilal Coulibaly,WAS,ORL,WAS vs. ORL,PTS,11.0,2026-03-03
Wendell Carter,ORL,WAS,ORL vs. WAS,PTS,11.5,2026-03-03
Tristan Silva,ORL,WAS,ORL vs. WAS,PTS,11.5,2026-03-03
Bub Carrington,WAS,ORL,WAS vs. ORL,PTS,10.5,2026-03-03
Moritz Wagner,ORL,WAS,ORL vs. WAS,PTS,9.5,2026-03-03
Jevon Carter,ORL,WAS,ORL vs. WAS,PTS,8.5,2026-03-03
Jett Howard,ORL,WAS,ORL vs. WAS,PTS,4.5,2026-03-03
Brandon Miller,CHA,DAL,CHA vs. DAL,PTS,22.5,2026-03-03
LaMelo Ball,CHA,DAL,CHA vs. DAL,PTS,19.5,2026-03-03
Kon Knueppel,CHA,DAL,CHA vs. DAL,PTS,19.5,2026-03-03
Brandon Williams,DAL,CHA,DAL vs. CHA,PTS,16.5,2026-03-03
Miles Bridges,CHA,DAL,CHA vs. DAL,PTS,15.5,2026-03-03
Max Christie,DAL,CHA,DAL vs. CHA,PTS,15.5,2026-03-03
Khris Middleton,DAL,CHA,DAL vs. CHA,PTS,13.5,2026-03-03
P.J. Washington,DAL,CHA,DAL vs. CHA,PTS,13.5,2026-03-03
Moussa Diabaté,CHA,DAL,CHA vs. DAL,PTS,10.5,2026-03-03
Daniel Gafford,DAL,CHA,DAL vs. CHA,PTS,8.5,2026-03-03
Caleb Martin,DAL,CHA,DAL vs. CHA,PTS,7.5,2026-03-03
Grant Williams,CHA,DAL,CHA vs. DAL,PTS,7.0,2026-03-03
Sion James,CHA,DAL,CHA vs. DAL,PTS,4.5,2026-03-03
Dwight Powell,DAL,CHA,DAL vs. CHA,PTS,4.5,2026-03-03
Ryan Kalkbrenner,CHA,DAL,CHA vs. DAL,PTS,5.0,2026-03-03
Josh Green,CHA,DAL,CHA vs. DAL,PTS,4.5,2026-03-03
Cade Cunningham,DET,CLE,DET vs. CLE,PTS,25.5,2026-03-03
James Harden,CLE,DET,CLE vs. DET,PTS,20.5,2026-03-03
Jalen Duren,DET,CLE,DET vs. CLE,PTS,17.5,2026-03-03
