Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
LaMelo Ball,CHA,SAC,CHA vs. SAC,PTS,20.0,2026-03-24
Brandon Miller,CHA,SAC,CHA vs. SAC,PTS,20.5,2026-03-24
Kon Knueppel,CHA,SAC,CHA vs. SAC,PTS,18.5,2026-03-24
Maxime Raynaud,SAC,CHA,SAC vs. CHA,PTS,19.5,2026-03-24
Coby White,CHA,SAC,CHA vs. SAC,PTS,15.5,2026-03-24
DeMar DeRozan,SAC,CHA,SAC vs. CHA,PTS,16.0,2026-03-24
Malik Monk,SAC,CHA,SAC vs. CHA,PTS,17.5,2026-03-24
Daeqwon Plowden,SAC,CHA,SAC vs. CHA,PTS,13.5,2026-03-24
Miles Bridges,CHA,SAC,CHA vs. SAC,PTS,14.5,2026-03-24
Precious Achiuwa,SAC,CHA,SAC vs. CHA,PTS,13.5,2026-03-24
Moussa Diabate,CHA,SAC,CHA vs. SAC,PTS,7.5,2026-03-24
Ryan Kalkbrenner,CHA,SAC,CHA vs. SAC,PTS,6.5,2026-03-24
Killian Hayes,SAC,CHA,SAC vs. CHA,PTS,7.5,2026-03-24
Grant Williams,CHA,SAC,CHA vs. SAC,PTS,5.5,2026-03-24
Dylan Cardwell,SAC,CHA,SAC vs. CHA,PTS,4.5,2026-03-24
Jalen Brunson,NYK,NOP,NYK vs. NOP,PTS,25.5,2026-03-24
Karl-Anthony Towns,NYK,NOP,NYK vs. NOP,PTS,24.5,2026-03-24
Trey Murphy,NOP,NYK,NOP vs. NYK,PTS,20.5,2026-03-24
Zion Williamson,NOP,NYK,NOP vs. NYK,PTS,20.5,2026-03-24
OG Anunoby,NYK,NOP,NYK vs. NOP,PTS,17.5,2026-03-24
Dejounte Murray,NOP,NYK,NOP vs. NYK,PTS,16.5,2026-03-24
Saddiq Bey,NOP,NYK,NOP vs. NYK,PTS,17.5,2026-03-24
Josh Hart,NYK,NOP,NYK vs. NOP,PTS,12.0,2026-03-24
Mikal Bridges,NYK,NOP,NYK vs. NOP,PTS,13.0,2026-03-24
Jeremiah Fears,NOP,NYK,NOP vs. NYK,PTS,8.5,2026-03-24
Jose Alvarado,NYK,NOP,NYK vs. NOP,PTS,7.5,2026-03-24
Herbert Jones,NOP,NYK,NOP vs. NYK,PTS,8.5,2026-03-24
Derik Queen,NOP,NYK,NOP vs. NYK,PTS,6.5,2026-03-24
Jordan Clarkson,NYK,NOP,NYK vs. NOP,PTS,9.5,2026-03-24
Mitchell Robinson,NYK,NOP,NYK vs. NOP,PTS,4.5,2026-03-24
Donovan Mitchell,CLE,ORL,CLE vs. ORL,PTS,26.5,2026-03-24
Paolo Banchero,ORL,CLE,ORL vs. CLE,PTS,24.5,2026-03-24
James Harden,CLE,ORL,CLE vs. ORL,PTS,21.5,2026-03-24
Desmond Bane,ORL,CLE,ORL vs. CLE,PTS,19.5,2026-03-24
Evan Mobley,CLE,ORL,CLE vs. ORL,PTS,19.5,2026-03-24
Sam Merrill,CLE,ORL,CLE vs. ORL,PTS,12.5,2026-03-24
Tristan Silva,ORL,CLE,ORL vs. CLE,PTS,11.5,2026-03-24
Wendell Carter,ORL,CLE,ORL vs. CLE,PTS,9.5,2026-03-24
Jevon Carter,ORL,CLE,ORL vs. CLE,PTS,9.5,2026-03-24
Keon Ellis,CLE,ORL,CLE vs. ORL,PTS,7.5,2026-03-24
Max Strus,CLE,ORL,CLE vs. ORL,PTS,8.5,2026-03-24
Dennis Schroder,CLE,ORL,CLE vs. ORL,PTS,6.5,2026-03-24
Goga Bitadze,ORL,CLE,ORL vs. CLE,PTS,6.5,2026-03-24
Jamal Cain,ORL,CLE,ORL vs. CLE,PTS,7.5,2026-03-24
Dean Wade,CLE,ORL,CLE vs. ORL,PTS,3.5,2026-03-24
Jamal Murray,DEN,PHX,DEN vs. PHX,PTS,23.5,2026-03-24
Nikola Jokic,DEN,PHX,DEN vs. PHX,PTS,28.5,2026-03-24
