Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Correctness,Proj_Error,Mapped_Prop
Nick Richards,CHI,OKC,AST,1.5,0.99,0.75,Under,0.0,80.0,S Tier,2026-03-03,2026-03-03,0.0,WIN,1.0,-0.99,AST
Mitchell Robinson,NY,TOR,AST,1.5,1.09,0.718,Under,0.0,60.0,S Tier,2026-03-03,2026-03-03,0.0,WIN,1.0,-1.09,AST
Tre Johnson,WSH,ORL,PRA,18.5,15.27,0.704,Under,0.299,70.0,A Tier,2026-03-03,2026-03-03,10.0,WIN,1.0,-5.27,PRA
Bilal Coulibaly,WSH,ORL,PA,13.5,16.93,0.692,Over,0.275,70.0,A Tier,2026-03-03,2026-03-03,9.0,LOSS,0.0,-7.93,PA
Luke Kennard,LAL,NOP,PR,8.5,10.57,0.665,Over,0.275,60.0,A Tier,2026-03-03,2026-03-03,11.0,WIN,1.0,0.4299999999999997,PR
Kon Knueppel,CHA,DAL,PA,22.5,19.7,0.664,Under,0.281,30.0,A Tier,2026-03-03,2026-03-03,18.0,WIN,1.0,-1.6999999999999993,PA
Isaiah Stewart,DET,CLE,AST,0.5,0.53,0.769,Under,0.0,70.0,B Tier,2026-03-03,2026-03-03,2.0,LOSS,0.0,1.47,AST
Zion Williamson,NO,LAL,PA,23.5,18.14,0.744,Under,0.29,50.0,B Tier,2026-03-03,2026-03-03,24.0,LOSS,0.0,5.859999999999999,PA
Zion Williamson,NO,LAL,PRA,28.5,22.23,0.74,Under,0.261,70.0,B Tier,2026-03-03,2026-03-03,28.0,WIN,1.0,5.77,PRA
Cedric Coward,MEM,MIN,PR,16.5,12.95,0.733,Under,0.299,90.0,B Tier,2026-03-03,2026-03-03,17.0,LOSS,0.0,4.050000000000001,PR
Tre Johnson,WSH,ORL,PA,15.5,12.44,0.721,Under,0.31,70.0,B Tier,2026-03-03,2026-03-03,10.0,WIN,1.0,-2.4399999999999995,PA
Duncan Robinson,DET,CLE,PRA,15.5,12.44,0.708,Under,0.342,40.0,B Tier,2026-03-03,2026-03-03,13.0,WIN,1.0,0.5600000000000005,PRA
