Legs,Joint Prob,Payout,Picks,Result
2,0.976119,3.0x,Cameron Johnson Under 11.5 PTS | Jayson Tatum Over 7.5 RA,PUSH/DOWNGRADE
2,0.974153,3.0x,Cameron Johnson Under 11.5 PTS | Jayson Tatum Over 2.5 AST,PUSH/DOWNGRADE
2,0.971154,3.0x,Dylan Harper Over 10.5 PTS | Jayson Tatum Over 7.5 RA,LOSS
2,0.969198,3.0x,Dylan Harper Over 10.5 PTS | Jayson Tatum Over 2.5 AST,LOSS
2,0.961374,3.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS,LOSS
2,0.961374,3.0x,Cameron Johnson Under 11.5 PTS | Jayson Tatum Over 3.5 REB,PUSH/DOWNGRADE
2,0.956484,3.0x,Dylan Harper Over 10.5 PTS | Jayson Tatum Over 3.5 REB,LOSS
3,0.954644382,6.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 7.5 RA,LOSS
3,0.952721634,6.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 2.5 AST,LOSS
2,0.951294,3.0x,Cameron Johnson Under 14.0 PA | Jayson Tatum Over 7.5 RA,PUSH/DOWNGRADE
2,0.949378,3.0x,Cameron Johnson Under 14.0 PA | Jayson Tatum Over 2.5 AST,PUSH/DOWNGRADE
2,0.948315,3.0x,Dylan Harper Over 14.5 PA | Jayson Tatum Over 7.5 RA,LOSS
3,0.940223772,6.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 3.5 REB,LOSS
3,0.932193645,6.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 14.5 PA | Jayson Tatum Over 7.5 RA,LOSS
3,0.930365532,6.0x,Cameron Johnson Under 14.0 PA | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 7.5 RA,LOSS
3,0.930316115,6.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 14.5 PA | Jayson Tatum Over 2.5 AST,LOSS
3,0.928491684,6.0x,Cameron Johnson Under 14.0 PA | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 2.5 AST,LOSS
3,0.9269655,6.0x,Cameron Johnson Under 11.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA,PUSH/DOWNGRADE
3,0.9250985,6.0x,Cameron Johnson Under 11.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST,PUSH/DOWNGRADE
3,0.921625146,6.0x,Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA,LOSS
4,0.906572259,10.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA,LOSS
4,0.904746333,10.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST,LOSS
4,0.9002296522259999,10.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jayson Tatum Over 7.5 RA,LOSS
4,0.898416500862,10.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jayson Tatum Over 2.5 AST,LOSS
4,0.8983203634619998,10.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 7.5 RA | Kel'el Ware Under 1.5 AST,LOSS
4,0.8973657190799998,10.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 7.5 RA | Pelle Larsson Under 11.5 PTS,LOSS
4,0.8973657190799998,10.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 7.5 RA | Naz Reid Under 12.5 PTS,LOSS
4,0.896511057594,10.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 2.5 AST | Kel'el Ware Under 1.5 AST,LOSS
4,0.8955583359599999,10.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 2.5 AST | Naz Reid Under 12.5 PTS,LOSS
4,0.8955583359599999,10.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jayson Tatum Over 2.5 AST | Pelle Larsson Under 11.5 PTS,LOSS
5,0.8548976402369999,20.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA,LOSS
5,0.853175792019,20.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST,LOSS
5,0.8530844957189999,20.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Kel'el Ware Under 1.5 AST,LOSS
5,0.8521779234599999,20.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Naz Reid Under 12.5 PTS,LOSS
5,0.8521779234599999,20.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Pelle Larsson Under 11.5 PTS,LOSS
5,0.8513662993529999,20.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST | Kel'el Ware Under 1.5 AST,LOSS
5,0.8504615530199999,20.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST | Naz Reid Under 12.5 PTS,LOSS
5,0.8504615530199999,20.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST | Pelle Larsson Under 11.5 PTS,LOSS
5,0.849458206683,20.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Reed Sheppard Over 1.5 REB,LOSS
5,0.848788596,20.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Rui Hachimura Under 8.0 PTS,LOSS
6,0.8044586794630169,25.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Kel'el Ware Under 1.5 AST,LOSS
6,0.8037669648294,25.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Kel'el Ware Under 1.5 AST | Pelle Larsson Under 11.5 PTS,LOSS
6,0.8036037818227798,25.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Naz Reid Under 12.5 PTS,LOSS
6,0.8036037818227798,25.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Pelle Larsson Under 11.5 PTS,LOSS
6,0.802838420289879,25.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST | Kel'el Ware Under 1.5 AST,LOSS
6,0.8021480988378,25.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST | Kel'el Ware Under 1.5 AST | Pelle Larsson Under 11.5 PTS,LOSS
6,0.8019852444978599,25.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST | Naz Reid Under 12.5 PTS,LOSS
6,0.8019852444978599,25.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST | Pelle Larsson Under 11.5 PTS,LOSS
6,0.8018994259758598,25.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Kel'el Ware Under 1.5 AST | Naz Reid Under 12.5 PTS,LOSS
6,0.8010472480523998,25.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Naz Reid Under 12.5 PTS | Pelle Larsson Under 11.5 PTS,LOSS
7,0.7579522478341242,40.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Kel'el Ware Under 1.5 AST | Pelle Larsson Under 11.5 PTS,LOSS
7,0.7564256572040454,40.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 2.5 AST | Kel'el Ware Under 1.5 AST | Pelle Larsson Under 11.5 PTS,LOSS
7,0.7561911586952358,40.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Herbert Jones Under 10.0 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Kel'el Ware Under 1.5 AST | Naz Reid Under 12.5 PTS,LOSS
7,0.755540946939636,40.0x,Cameron Johnson Under 11.5 PTS | Dylan Harper Over 10.5 PTS | Jaxson Hayes Over 2.5 REB | Jayson Tatum Over 7.5 RA | Kel'el Ware Under 1.5 AST | Naz Reid Under 12.5 PTS | Pelle Larsson Under 11.5 PTS,LOSS
