Legs,Joint Prob,Payout,Picks,Result
2,0.801864,3.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST,LOSS
2,0.7002,3.0x,Clint Capela Under 0.5 AST | Moritz Wagner Under 0.5 AST,LOSS
2,0.689088,3.0x,Dominick Barlow Under 0.5 AST | Moritz Wagner Under 0.5 AST,LOSS
2,0.649257,3.0x,Clint Capela Under 0.5 AST | Grayson Allen Over 6.5 RA,LOSS
2,0.64113,3.0x,Clint Capela Under 0.5 AST | Joel Embiid Over 27.5 PTS,LOSS
2,0.6384719999999999,3.0x,Dominick Barlow Under 0.5 AST | Grayson Allen Over 6.5 RA,WIN
2,0.626682,3.0x,Clint Capela Under 0.5 AST | Donovan Clingan Under 14.5 REB,LOSS
2,0.62307,3.0x,Clint Capela Under 0.5 AST | Julian Champagnie Over 4.5 RA,LOSS
3,0.6217776,6.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Moritz Wagner Under 0.5 AST,LOSS
2,0.6212639999999999,3.0x,Clint Capela Under 0.5 AST | Joel Embiid Over 32.5 PA,LOSS
2,0.6162719999999999,3.0x,Dominick Barlow Under 0.5 AST | Donovan Clingan Under 14.5 REB,PUSH/DOWNGRADE
3,0.5765402159999999,6.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Grayson Allen Over 6.5 RA,LOSS
3,0.556493616,6.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Donovan Clingan Under 14.5 REB,LOSS
3,0.55328616,6.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Julian Champagnie Over 4.5 RA,LOSS
3,0.5476695,6.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Joel Embiid Over 27.5 PTS,LOSS
3,0.5471277,6.0x,Clint Capela Under 0.5 AST | Dylan Harper Over 12.5 PTS | Julian Champagnie Over 4.5 RA,LOSS
3,0.5444656560000001,6.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Herbert Jones Over 4.5 RA,LOSS
3,0.5404563360000001,6.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Max Christie Over 2.5 AST,LOSS
3,0.5380392,6.0x,Dominick Barlow Under 0.5 AST | Dylan Harper Over 12.5 PTS | Julian Champagnie Over 4.5 RA,LOSS
3,0.5368335000000001,6.0x,Brandon Miller Over 24.5 PA | Clint Capela Under 0.5 AST | Kon Knueppel Over 2.5 AST,LOSS
4,0.4858493976,10.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Dylan Harper Over 12.5 PTS | Julian Champagnie Over 4.5 RA,LOSS
4,0.476708148,10.0x,Brandon Miller Over 24.5 PA | Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Kon Knueppel Over 2.5 AST,LOSS
4,0.466283916,10.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Dyson Daniels Under 12.5 RA | Onyeka Okongwu Under 24.5 PR,LOSS
4,0.4470580944,10.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Grayson Allen Over 6.5 RA | Moritz Wagner Under 0.5 AST,LOSS
4,0.4407846407999999,10.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Dyson Daniels Under 12.5 RA | Onyeka Okongwu Under 25.5 PRA,LOSS
4,0.4331669328,10.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Jarace Walker Under 19.5 PA | Jay Huff Under 15.5 PR,LOSS
4,0.4315136544,10.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Donovan Clingan Under 14.5 REB | Moritz Wagner Under 0.5 AST,LOSS
4,0.430200036,10.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Jarace Walker Under 23.5 PR | Jay Huff Under 15.5 PR,LOSS
4,0.429026544,10.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Julian Champagnie Over 4.5 RA | Moritz Wagner Under 0.5 AST,LOSS
4,0.4246713,10.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Joel Embiid Over 27.5 PTS | Moritz Wagner Under 0.5 AST,LOSS
5,0.37673504784,20.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Dylan Harper Over 12.5 PTS | Julian Champagnie Over 4.5 RA | Moritz Wagner Under 0.5 AST,LOSS
5,0.3696467832,20.0x,Brandon Miller Over 24.5 PA | Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Kon Knueppel Over 2.5 AST | Moritz Wagner Under 0.5 AST,LOSS
5,0.3615636744,20.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Dyson Daniels Under 12.5 RA | Moritz Wagner Under 0.5 AST | Onyeka Okongwu Under 24.5 PR,LOSS
5,0.3493257168744,20.0x,Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Dylan Harper Over 12.5 PTS | Grayson Allen Over 6.5 RA | Julian Champagnie Over 4.5 RA,LOSS
5,0.342753158412,20.0x,Brandon Miller Over 24.5 PA | Clint Capela Under 0.5 AST | Dominick Barlow Under 0.5 AST | Grayson Allen Over 6.5 RA | Kon Knueppel Over 2.5 AST,LOSS
