Legs,Joint Prob,Payout,Picks,Result
2,0.587466,3.0x,Deni Avdija Under 6.5 REB | Mitchell Robinson Under 4.5 PTS,PUSH/DOWNGRADE
2,0.57663,3.0x,DeAndre Jordan Under 1.5 AST | Deni Avdija Under 6.5 REB,PUSH/DOWNGRADE
2,0.575856,3.0x,Deni Avdija Under 6.5 REB | Julian Strawther Under 11.5 PA,PUSH/DOWNGRADE
2,0.574308,3.0x,Deni Avdija Under 6.5 REB | Julian Strawther Under 9.0 PTS,PUSH/DOWNGRADE
2,0.56889,3.0x,Andre Drummond Under 7.5 PTS | Deni Avdija Under 6.5 REB,LOSS
2,0.568116,3.0x,Deni Avdija Under 6.5 REB | Nick Richards Under 1.5 AST,PUSH/DOWNGRADE
2,0.565455,3.0x,DeAndre Jordan Under 1.5 AST | Mitchell Robinson Under 4.5 PTS,WIN
2,0.56502,3.0x,Caris LeVert Under 3.5 REB | Deni Avdija Under 6.5 REB,PUSH/DOWNGRADE
2,0.56502,3.0x,Deni Avdija Under 6.5 REB | Julian Strawther Under 13.5 PRA,PUSH/DOWNGRADE
2,0.564696,3.0x,Julian Strawther Under 11.5 PA | Mitchell Robinson Under 4.5 PTS,WIN
3,0.4376621699999999,6.0x,DeAndre Jordan Under 1.5 AST | Deni Avdija Under 6.5 REB | Mitchell Robinson Under 4.5 PTS,PUSH/DOWNGRADE
3,0.437074704,6.0x,Deni Avdija Under 6.5 REB | Julian Strawther Under 11.5 PA | Mitchell Robinson Under 4.5 PTS,PUSH/DOWNGRADE
3,0.435899772,6.0x,Deni Avdija Under 6.5 REB | Julian Strawther Under 9.0 PTS | Mitchell Robinson Under 4.5 PTS,PUSH/DOWNGRADE
3,0.431892,6.0x,Deni Avdija Under 6.5 REB | Julian Strawther Under 11.5 PA | Julius Randle Under 24.5 PA,PUSH/DOWNGRADE
3,0.4318709999999999,6.0x,Deni Avdija Under 6.5 REB | Kris Murray Under 6.5 PTS | Mitchell Robinson Under 4.5 PTS,PUSH/DOWNGRADE
3,0.43178751,6.0x,Andre Drummond Under 7.5 PTS | Deni Avdija Under 6.5 REB | Mitchell Robinson Under 4.5 PTS,LOSS
3,0.4315824,6.0x,Deni Avdija Under 6.5 REB | Julian Strawther Under 9.0 PTS | Julius Randle Under 24.5 PA,PUSH/DOWNGRADE
3,0.431200044,6.0x,Deni Avdija Under 6.5 REB | Mitchell Robinson Under 4.5 PTS | Nick Richards Under 1.5 AST,PUSH/DOWNGRADE
3,0.4304214,6.0x,Deni Avdija Under 6.5 REB | Julian Strawther Under 13.5 PRA | Julius Randle Under 31.5 PRA,PUSH/DOWNGRADE
3,0.4290127199999999,6.0x,DeAndre Jordan Under 1.5 AST | Deni Avdija Under 6.5 REB | Julian Strawther Under 11.5 PA,PUSH/DOWNGRADE
