Legs,Joint Prob,Payout,Picks,Result
2,0.55875,3.0x,DeAndre Jordan Under 0.5 AST | Keyonte George Under 10.5 RA,WIN
2,0.55725,3.0x,DeAndre Jordan Under 0.5 AST | Keyonte George Under 20.5 PTS,WIN
2,0.54825,3.0x,DeAndre Jordan Under 0.5 AST | Josh Okogie Under 1.5 AST,WIN
2,0.5445949999999999,3.0x,Josh Okogie Under 1.5 AST | Keyonte George Under 10.5 RA,WIN
2,0.543133,3.0x,Josh Okogie Under 1.5 AST | Keyonte George Under 20.5 PTS,WIN
2,0.53025,3.0x,DeAndre Jordan Under 0.5 AST | Kel'el Ware Under 7.5 PTS,LOSS
2,0.5267149999999999,3.0x,Kel'el Ware Under 7.5 PTS | Keyonte George Under 10.5 RA,LOSS
2,0.525301,3.0x,Kel'el Ware Under 7.5 PTS | Keyonte George Under 20.5 PTS,LOSS
2,0.5248,3.0x,Josh Okogie Under 1.5 AST | Kel'el Ware Under 7.5 PTS,LOSS
2,0.522245,3.0x,Derik Queen Under 16.5 PA | Keyonte George Under 10.5 RA,WIN
3,0.4131769999999999,6.0x,DeAndre Jordan Under 0.5 AST | Derik Queen Under 16.5 PA | Keyonte George Under 10.5 RA,WIN
3,0.4120678,6.0x,DeAndre Jordan Under 0.5 AST | Derik Queen Under 16.5 PA | Keyonte George Under 20.5 PTS,WIN
3,0.40844625,6.0x,DeAndre Jordan Under 0.5 AST | Josh Okogie Under 1.5 AST | Keyonte George Under 10.5 RA,WIN
3,0.40734975,6.0x,DeAndre Jordan Under 0.5 AST | Josh Okogie Under 1.5 AST | Keyonte George Under 20.5 PTS,WIN
3,0.4054125999999999,6.0x,DeAndre Jordan Under 0.5 AST | Derik Queen Under 16.5 PA | Josh Okogie Under 1.5 AST,WIN
3,0.402598,6.0x,DeAndre Jordan Under 0.5 AST | Derik Queen Under 23.5 PRA | Keyonte George Under 10.5 RA,WIN
3,0.4015171999999999,6.0x,DeAndre Jordan Under 0.5 AST | Derik Queen Under 23.5 PRA | Keyonte George Under 20.5 PTS,WIN
3,0.3969749999999999,6.0x,Amen Thompson Under 15.5 PTS | DeAndre Jordan Under 0.5 AST | Josh Okogie Under 1.5 AST,LOSS
3,0.3955,6.0x,Amen Thompson Under 15.5 PTS | Josh Okogie Under 1.5 AST | Kel'el Ware Under 7.5 PTS,LOSS
3,0.395175,6.0x,Amen Thompson Under 23.5 PR | DeAndre Jordan Under 0.5 AST | Josh Okogie Under 1.5 AST,LOSS
4,0.3020323869999999,10.0x,DeAndre Jordan Under 0.5 AST | Derik Queen Under 16.5 PA | Josh Okogie Under 1.5 AST | Keyonte George Under 10.5 RA,WIN
4,0.3012215618,10.0x,DeAndre Jordan Under 0.5 AST | Derik Queen Under 16.5 PA | Josh Okogie Under 1.5 AST | Keyonte George Under 20.5 PTS,WIN
4,0.296625,10.0x,Amen Thompson Under 15.5 PTS | DeAndre Jordan Under 0.5 AST | Josh Okogie Under 1.5 AST | Kel'el Ware Under 7.5 PTS,LOSS
4,0.2957463749999999,10.0x,Amen Thompson Under 15.5 PTS | DeAndre Jordan Under 0.5 AST | Josh Okogie Under 1.5 AST | Keyonte George Under 10.5 RA,LOSS
4,0.2949524249999999,10.0x,Amen Thompson Under 15.5 PTS | DeAndre Jordan Under 0.5 AST | Josh Okogie Under 1.5 AST | Keyonte George Under 20.5 PTS,LOSS
4,0.2946475,10.0x,Amen Thompson Under 15.5 PTS | Josh Okogie Under 1.5 AST | Kel'el Ware Under 7.5 PTS | Keyonte George Under 10.5 RA,LOSS
