Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Mapped_Prop
Jay Huff,IND,LAL,PR,13.5,15.94,0.582,Over,0.365,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Karl-Anthony Towns,NY,DEN,PA,20.5,19.91,0.582,Under,0.441,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Kon Knueppel,CHA,MIA,PA,22.5,21.83,0.579,Under,0.321,50.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Alperen Sengun,HOU,POR,AST,6.0,5.38,0.579,Under,0.569,50.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Dylan Harper,SA,LAC,PR,15.5,17.53,0.578,Over,0.272,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Brandon Williams,DAL,BOS,PA,14.5,16.67,0.578,Over,0.285,90.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Quenton Jackson,IND,LAL,PTS,7.5,8.52,0.578,Under,0.602,20.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Ben Sheppard,IND,LAL,PTS,4.5,4.6,0.577,Under,0.291,10.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Karl-Anthony Towns,NY,DEN,PRA,31.5,30.75,0.577,Under,0.353,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Derik Queen,NO,PHX,AST,2.5,2.43,0.576,Under,0.745,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Dwight Powell,DAL,BOS,AST,0.5,1.0,0.574,Over,0.0,40.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Jeremiah Fears,NO,PHX,AST,2.5,3.12,0.573,Over,0.366,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Devin Booker,PHX,NOP,RA,10.0,9.2,0.573,Under,0.423,90.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Karl-Anthony Towns,NY,DEN,PTS,18.0,17.19,0.572,Under,0.402,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Aaron Gordon,DEN,NYK,PTS,10.5,12.26,0.572,Over,0.293,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Josh Green,CHA,MIA,PTS,3.5,4.38,0.572,Under,0.72,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
T.J. McConnell,IND,LAL,PA,11.5,11.19,0.57,Under,0.27,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Ryan Kalkbrenner,CHA,MIA,PRA,9.5,10.22,0.57,Under,0.634,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Klay Thompson,DAL,BOS,PR,12.0,11.36,0.569,Under,0.444,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Jalen Suggs,ORL,MIN,RA,8.5,8.82,0.569,Under,0.48,30.0,C Tier,2026-03-07,2026-03-07,None,Pending / Not Found,RA
Jeremiah Fears,NO,PHX,RA,5.5,6.21,0.568,Under,0.672,30.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Brandon Williams,DAL,BOS,PRA,17.5,19.65,0.568,Over,0.269,90.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Ryan Kalkbrenner,CHA,MIA,PTS,3.5,4.27,0.567,Under,0.667,70.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Kon Knueppel,CHA,MIA,AST,2.5,2.47,0.567,Under,0.627,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,AST
OG Anunoby,NY,DEN,PTS,16.5,16.26,0.567,Under,0.397,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Aaron Nesmith,IND,LAL,RA,3.5,3.85,0.566,Under,0.55,50.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Isaiah Jackson,LAC,SAS,RA,6.5,6.68,0.566,Under,0.728,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
P.J. Washington,DAL,BOS,RA,7.5,7.37,0.564,Under,0.456,70.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Baylor Scheierman,BOS,DAL,PRA,13.5,15.39,0.564,Over,0.317,100.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Kel'el Ware,MIA,CHA,PTS,12.5,12.41,0.563,Under,0.427,30.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Jalen Suggs,ORL,MIN,AST,5.5,5.61,0.563,Under,0.589,30.0,C Tier,2026-03-07,2026-03-07,None,Pending / Not Found,AST
Scoot Henderson,POR,HOU,AST,4.5,4.4,0.562,Under,0.381,70.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Max Christie,DAL,BOS,RA,4.5,5.24,0.562,Over,0.304,70.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Coby White,CHA,MIA,PTS,13.5,15.28,0.561,Over,0.32,40.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Miles Bridges,CHA,MIA,RA,9.0,8.35,0.559,Under,0.361,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jarace Walker,IND,LAL,PA,15.5,17.21,0.559,Over,0.271,100.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Ryan Kalkbrenner,CHA,MIA,RA,4.5,4.98,0.558,Under,0.524,40.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Paolo Banchero,ORL,MIN,PRA,36.5,40.7,0.558,Over,0.268,60.0,C Tier,2026-03-07,2026-03-07,None,Pending / Not Found,PRA
Saddiq Bey,NO,PHX,REB,5.5,6.19,0.556,Over,0.326,50.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,REB
OG Anunoby,NY,DEN,PR,20.5,20.38,0.556,Under,0.349,70.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Brandon Miller,CHA,MIA,RA,7.5,8.3,0.555,Over,0.243,50.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Mikal Bridges,NY,DEN,PR,18.0,17.66,0.554,Under,0.412,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Isaiah Jackson,LAC,SAS,REB,5.5,5.67,0.553,Under,0.748,70.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Kris Dunn,LAC,SAS,PTS,7.5,7.94,0.553,Under,0.523,30.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
T.J. McConnell,IND,LAL,RA,6.0,5.5,0.552,Under,0.429,50.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Kobe Sanders,LAC,SAS,PTS,6.5,7.12,0.552,Under,0.682,50.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Klay Thompson,DAL,BOS,PRA,13.0,12.6,0.552,Under,0.438,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
T.J. McConnell,IND,LAL,PR,9.5,9.41,0.551,Under,0.269,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Ben Sheppard,IND,LAL,RA,3.5,3.8,0.551,Under,0.525,30.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Anthony Black,ORL,MIN,AST,3.5,3.51,0.55,Under,0.344,60.0,C Tier,2026-03-07,2026-03-07,None,Pending / Not Found,AST
Tyler Herro,MIA,CHA,PR,25.5,25.59,0.549,Under,0.178,90.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Christian Braun,DEN,NYK,PRA,17.5,19.41,0.548,Over,0.277,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Josh Hart,NY,DEN,PR,18.5,18.53,0.548,Under,0.285,80.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Kon Knueppel,CHA,MIA,PRA,27.5,27.62,0.548,Under,0.277,70.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Jarace Walker,IND,LAL,PRA,20.5,22.58,0.548,Over,0.235,100.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Baylor Scheierman,BOS,DAL,RA,6.5,7.02,0.548,Under,0.672,0.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Derrick White,BOS,DAL,PRA,26.5,29.17,0.546,Over,0.221,50.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Mitchell Robinson,NY,DEN,REB,7.5,7.69,0.546,Under,0.662,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Micah Potter,IND,LAL,PTS,8.5,9.53,0.545,Under,0.587,10.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Tyler Herro,MIA,CHA,PRA,28.5,28.77,0.544,Under,0.163,90.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Bruce Brown,DEN,NYK,REB,3.5,4.04,0.544,Over,0.276,50.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Rudy Gobert,MIN,ORL,AST,1.5,1.62,0.543,Under,0.798,50.0,C Tier,2026-03-07,2026-03-07,None,Pending / Not Found,AST
Collin Gillespie,PHX,NOP,PA,18.5,20.27,0.543,Over,0.379,70.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Kel'el Ware,MIA,CHA,REB,9.0,10.48,0.542,Over,0.329,60.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,REB
P.J. Washington,DAL,BOS,PR,18.5,20.25,0.542,Over,0.309,50.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Quenton Jackson,IND,LAL,PA,9.5,11.03,0.54,Under,0.49,20.0,C Tier,2026-03-06,2026-03-06,None,Pending / Not Found,PA
OG Anunoby,NY,DEN,REB,5.0,4.7,0.539,Under,0.771,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Tyler Herro,MIA,CHA,PA,25.0,24.89,0.538,Under,0.151,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Jarace Walker,IND,LAL,PTS,13.0,14.66,0.538,Over,0.296,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Amen Thompson,HOU,POR,PRA,29.0,32.21,0.538,Over,0.321,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Austin Reaves,LAL,IND,REB,4.5,4.69,0.538,Under,0.76,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Kel'el Ware,MIA,CHA,PRA,19.5,22.02,0.538,Over,0.343,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Collin Gillespie,PHX,NOP,PR,17.5,19.07,0.537,Over,0.36,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Landry Shamet,NY,DEN,PRA,13.5,14.67,0.537,Over,0.277,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Rudy Gobert,MIN,ORL,REB,10.5,11.53,0.535,Over,0.352,70.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,REB
Dylan Harper,SA,LAC,RA,7.5,7.73,0.534,Under,0.394,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Ayo Dosunmu,MIN,ORL,PR,13.5,14.75,0.534,Over,0.374,40.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PR
Julian Strawther,DEN,NYK,RA,2.5,3.19,0.534,Under,0.692,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
OG Anunoby,NY,DEN,RA,5.5,5.97,0.534,Under,0.653,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Sam Hauser,BOS,DAL,RA,4.5,5.05,0.534,Over,0.348,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jarace Walker,IND,LAL,PR,18.5,20.09,0.533,Over,0.206,100.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Miles Bridges,CHA,MIA,AST,2.5,2.63,0.532,Under,0.832,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Max Christie,DAL,BOS,PRA,16.5,17.86,0.531,Over,0.245,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Pelle Larsson,MIA,CHA,AST,3.5,3.94,0.531,Over,0.354,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Dorian Finney-Smith,HOU,POR,PTS,5.0,4.66,0.531,Under,0.704,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Dylan Harper,SA,LAC,AST,3.5,3.72,0.53,Under,0.46,30.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Micah Potter,IND,LAL,RA,5.5,6.17,0.529,Over,0.389,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
P.J. Washington,DAL,BOS,REB,6.0,5.78,0.529,Under,0.614,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Naji Marshall,DAL,BOS,RA,7.5,7.86,0.528,Under,0.472,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Saddiq Bey,NO,PHX,PR,22.5,23.39,0.527,Under,0.385,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Pascal Siakam,IND,LAL,PR,27.5,30.29,0.527,Over,0.397,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Josh Hart,NY,DEN,PTS,11.0,10.74,0.527,Under,0.34,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Marcus Smart,LAL,IND,PRA,15.5,16.21,0.527,Under,0.426,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Kris Dunn,LAC,SAS,PRA,16.5,17.78,0.526,Over,0.231,100.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Kobe Brown,IND,LAL,PTS,4.5,5.15,0.526,Under,0.554,0.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Bennedict Mathurin,LAC,SAS,AST,1.5,1.8,0.525,Under,0.456,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Landry Shamet,NY,DEN,PTS,9.5,10.72,0.525,Over,0.337,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Luke Kennard,LAL,IND,PR,11.5,12.33,0.525,Over,0.29,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Ben Sheppard,IND,LAL,REB,2.5,2.79,0.525,Under,0.653,30.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Kel'el Ware,MIA,CHA,PR,22.5,23.25,0.525,Under,0.337,30.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Bennedict Mathurin,LAC,SAS,RA,7.5,8.03,0.524,Over,0.217,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Josh Hart,NY,DEN,RA,12.5,13.38,0.524,Over,0.311,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Ryan Kalkbrenner,CHA,MIA,REB,3.5,4.26,0.524,Under,0.779,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Quenton Jackson,IND,LAL,PR,9.5,11.34,0.524,Under,0.474,20.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
P.J. Washington,DAL,BOS,PA,13.5,14.48,0.523,Over,0.301,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Josh Green,CHA,MIA,PRA,7.5,8.78,0.523,Under,0.553,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Collin Gillespie,PHX,NOP,PRA,22.5,24.23,0.523,Over,0.305,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Reed Sheppard,HOU,POR,PA,20.5,21.09,0.523,Under,0.258,0.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Zion Williamson,NO,PHX,PTS,19.5,21.3,0.523,Over,0.34,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Kawhi Leonard,LAC,SAS,PA,30.5,31.57,0.522,Under,0.402,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Christian Braun,DEN,NYK,PR,15.5,16.96,0.522,Over,0.32,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Jaden McDaniels,MIN,ORL,PRA,21.5,22.83,0.521,Under,0.414,40.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PRA
Grayson Allen,PHX,NOP,RA,7.0,8.0,0.521,Over,0.219,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Grayson Allen,PHX,NOP,PR,21.5,22.21,0.519,Under,0.213,0.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Reed Sheppard,HOU,POR,RA,7.5,7.85,0.519,Under,0.49,0.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Oso Ighodaro,PHX,NOP,PA,12.5,13.33,0.518,Over,0.384,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Jordan Miller,LAC,SAS,RA,4.5,4.95,0.518,Over,0.368,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jaxson Hayes,LAL,IND,RA,6.5,6.75,0.518,Under,0.517,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Kon Knueppel,CHA,MIA,PTS,19.5,20.31,0.517,Under,0.362,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Naz Reid,MIN,ORL,RA,7.5,7.69,0.516,Under,0.29,60.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,RA
Kon Knueppel,CHA,MIA,PR,24.5,25.41,0.516,Under,0.298,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Reed Sheppard,HOU,POR,PTS,15.5,16.05,0.516,Under,0.304,0.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Landry Shamet,NY,DEN,PR,11.5,12.49,0.515,Over,0.335,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Jamal Murray,DEN,NYK,RA,9.5,10.17,0.514,Under,0.505,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Kawhi Leonard,LAC,SAS,PR,33.5,34.95,0.514,Under,0.383,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Christian Braun,DEN,NYK,PA,12.5,13.67,0.514,Over,0.32,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Christian Braun,DEN,NYK,PTS,10.5,11.43,0.514,Under,0.445,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Quenton Jackson,IND,LAL,PRA,11.5,13.47,0.514,Under,0.438,20.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Desmond Bane,ORL,MIN,PRA,28.5,29.66,0.513,Under,0.204,50.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PRA
Kobe Brown,IND,LAL,REB,4.5,5.1,0.513,Under,0.792,30.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Desmond Bane,ORL,MIN,PR,24.5,25.49,0.513,Under,0.227,30.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PR
De'Aaron Fox,SA,LAC,RA,9.5,10.21,0.513,Under,0.69,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jaden McDaniels,MIN,ORL,PR,18.5,20.07,0.513,Under,0.42,30.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PR
Max Christie,DAL,BOS,PR,14.5,15.04,0.512,Under,0.225,20.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Zion Williamson,NO,PHX,PA,23.5,24.47,0.512,Under,0.277,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Davion Mitchell,MIA,CHA,PTS,8.0,7.91,0.511,Under,0.41,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Payton Pritchard,BOS,DAL,RA,7.5,8.03,0.511,Under,0.396,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Neemias Queta,BOS,DAL,AST,0.5,0.77,0.511,Under,0.789,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Reed Sheppard,HOU,POR,PRA,23.5,24.5,0.51,Under,0.259,0.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Desmond Bane,ORL,MIN,PTS,20.5,21.4,0.51,Under,0.237,20.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PTS
Grayson Allen,PHX,NOP,PRA,25.5,26.62,0.51,Under,0.191,10.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Tyler Herro,MIA,CHA,PTS,21.5,22.51,0.509,Under,0.181,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Kris Dunn,LAC,SAS,PR,12.0,12.03,0.509,Under,0.322,20.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Derrick White,BOS,DAL,RA,9.5,10.1,0.509,Over,0.322,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
P.J. Washington,DAL,BOS,PRA,20.5,21.75,0.508,Over,0.291,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Donte DiVincenzo,MIN,ORL,REB,3.5,3.75,0.508,Under,0.334,80.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,REB
Khris Middleton,DAL,BOS,RA,5.5,6.23,0.507,Under,0.557,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Kawhi Leonard,LAC,SAS,PTS,26.5,28.11,0.507,Under,0.442,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Rudy Gobert,MIN,ORL,RA,13.5,14.34,0.507,Over,0.366,70.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,RA
Grayson Allen,PHX,NOP,PTS,18.5,19.62,0.506,Over,0.245,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Julius Randle,MIN,ORL,PA,23.5,24.87,0.506,Under,0.438,60.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PA
Kawhi Leonard,LAC,SAS,PRA,38.0,39.41,0.506,Under,0.37,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Brandon Williams,DAL,BOS,AST,2.5,3.16,0.506,Under,0.669,30.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Kawhi Leonard,LAC,SAS,AST,3.5,3.74,0.505,Under,0.554,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Desmond Bane,ORL,MIN,RA,7.5,7.78,0.505,Under,0.301,80.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,RA
Brandon Miller,CHA,MIA,PR,26.5,27.79,0.505,Under,0.282,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Julius Randle,MIN,ORL,PRA,29.5,31.43,0.505,Over,0.383,40.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PRA
Max Christie,DAL,BOS,PTS,10.5,11.27,0.504,Under,0.35,30.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Saddiq Bey,NO,PHX,PRA,25.5,27.39,0.504,Under,0.416,30.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Grayson Allen,PHX,NOP,PA,22.5,23.79,0.504,Over,0.234,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Pascal Siakam,IND,LAL,PRA,31.5,33.61,0.504,Over,0.389,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Ayo Dosunmu,MIN,ORL,PRA,16.5,17.42,0.504,Under,0.394,60.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PRA
Paolo Banchero,ORL,MIN,RA,13.5,14.18,0.503,Over,0.361,50.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,RA
Mikal Bridges,NY,DEN,RA,7.0,6.82,0.503,Under,0.41,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Micah Potter,IND,LAL,PR,14.5,15.9,0.503,Under,0.367,10.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Devin Vassell,SA,LAC,RA,6.5,6.86,0.503,Under,0.471,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jake LaRavia,LAL,IND,AST,0.5,0.78,0.503,Under,0.843,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Cameron Johnson,DEN,NYK,REB,3.5,3.78,0.503,Under,0.387,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Baylor Scheierman,BOS,DAL,PR,11.5,12.21,0.503,Under,0.337,0.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Davion Mitchell,MIA,CHA,PR,10.5,10.96,0.503,Under,0.326,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Reed Sheppard,HOU,POR,PR,19.5,20.57,0.503,Over,0.29,100.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Grant Williams,CHA,MIA,PR,9.5,11.41,0.503,Under,0.507,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Bam Adebayo,MIA,CHA,PR,29.0,30.03,0.503,Under,0.248,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Bam Adebayo,MIA,CHA,PRA,31.5,33.15,0.502,Under,0.224,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Collin Gillespie,PHX,NOP,REB,4.0,3.78,0.502,Under,0.494,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Anthony Edwards,MIN,ORL,PRA,37.5,39.75,0.502,Under,0.406,50.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PRA
Pascal Siakam,IND,LAL,PA,25.5,27.21,0.502,Under,0.403,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Jaden McDaniels,MIN,ORL,RA,6.5,7.16,0.502,Under,0.45,30.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,RA
Bam Adebayo,MIA,CHA,PTS,18.5,19.53,0.502,Over,0.225,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Dejounte Murray,NO,PHX,PR,18.5,20.11,0.502,Over,0.392,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Dejounte Murray,NO,PHX,PRA,24.5,26.44,0.501,Under,0.376,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Josh Hart,NY,DEN,PRA,24.0,24.78,0.501,Under,0.266,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Desmond Bane,ORL,MIN,PA,24.5,25.84,0.501,Over,0.209,70.0,Pass,2026-03-07,2026-03-07,None,Pending / Not Found,PA
Dejounte Murray,NO,PHX,PA,20.0,21.18,0.501,Under,0.414,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
