Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Mapped_Prop
Bennedict Mathurin,LAC,SAS,PRA,26.0,27.97,0.497,Over,0.411,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Kevin Durant,HOU,POR,RA,10.0,10.58,0.497,Under,0.588,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Brandon Miller,CHA,MIA,REB,5.0,5.77,0.496,Over,0.44,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Julian Champagnie,SA,LAC,REB,5.0,5.76,0.495,Over,0.483,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Karl-Anthony Towns,NY,DEN,REB,11.0,12.17,0.492,Over,0.47,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Pascal Siakam,IND,LAL,PTS,22.0,23.99,0.491,Over,0.42,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Royce O'Neale,PHX,NOP,REB,5.0,5.9,0.488,Over,0.614,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Toumani Camara,POR,HOU,REB,5.0,5.82,0.475,Over,0.564,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Jalen Brunson,NY,DEN,RA,10.0,11.02,0.474,Over,0.476,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jaylen Brown,BOS,DAL,REB,7.0,8.11,0.473,Over,0.624,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Jarace Walker,IND,LAL,REB,5.0,5.88,0.468,Over,0.535,90.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Alperen Sengun,HOU,POR,REB,9.0,9.73,0.468,Over,0.687,20.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Bam Adebayo,MIA,CHA,RA,12.0,12.57,0.464,Over,0.25,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jalen Green,PHX,NOP,REB,4.0,4.48,0.449,Over,0.568,10.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Pascal Siakam,IND,LAL,REB,6.0,6.41,0.449,Over,0.447,10.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Brook Lopez,LAC,SAS,REB,4.0,4.72,0.447,Over,0.618,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Josh Hart,NY,DEN,AST,5.0,5.36,0.435,Over,0.457,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
T.J. McConnell,IND,LAL,AST,4.0,4.33,0.427,Over,0.422,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Grayson Allen,PHX,NOP,AST,4.0,4.29,0.42,Over,0.412,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
