Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Correctness,Proj_Error,Mapped_Prop
Darius Garland,CLE,GSW,PTS,12.5,16.56,0.721,Over,0.261,40.0,A Tier,2026-03-02,2026-03-02,12.0,LOSS,0.0,-4.559999999999999,PTS
Darius Garland,CLE,GSW,PA,17.5,21.42,0.664,Over,0.222,40.0,A Tier,2026-03-02,2026-03-02,14.0,LOSS,0.0,-7.420000000000002,PA
Ace Bailey,UTAH,DEN,REB,4.5,5.77,0.643,Over,0.337,60.0,B Tier,2026-03-02,2026-03-02,4.0,LOSS,0.0,-1.7699999999999996,REB
Ryan Rollins,MIL,BOS,PTS,17.5,15.96,0.63,Under,0.262,10.0,B Tier,2026-03-02,2026-03-02,5.0,WIN,1.0,-10.96,PTS
Kyle Filipowski,UTAH,DEN,PA,15.5,14.22,0.625,Under,0.336,20.0,B Tier,2026-03-02,2026-03-02,25.0,LOSS,0.0,10.78,PA
Reed Sheppard,HOU,WAS,PA,20.5,18.91,0.623,Under,0.319,10.0,B Tier,2026-03-02,2026-03-02,29.0,LOSS,0.0,10.09,PA
Brice Sensabaugh,UTAH,DEN,PRA,19.5,18.07,0.619,Under,0.315,30.0,B Tier,2026-03-02,2026-03-02,13.0,WIN,1.0,-5.07,PRA
Reed Sheppard,HOU,WAS,PR,20.0,18.21,0.612,Under,0.337,10.0,B Tier,2026-03-02,2026-03-02,26.0,LOSS,0.0,7.789999999999999,PR
Reed Sheppard,HOU,WAS,PRA,24.0,22.01,0.611,Under,0.296,10.0,B Tier,2026-03-02,2026-03-02,36.0,LOSS,0.0,13.989999999999998,PRA
Ryan Rollins,MIL,BOS,PA,22.5,21.09,0.61,Under,0.232,0.0,B Tier,2026-03-02,2026-03-02,7.0,WIN,1.0,-14.09,PA
Kyle Filipowski,UTAH,DEN,PTS,13.5,12.6,0.609,Under,0.312,20.0,B Tier,2026-03-02,2026-03-02,19.0,LOSS,0.0,6.4,PTS
Ace Bailey,UTAH,DEN,RA,6.5,7.69,0.606,Over,0.266,80.0,B Tier,2026-03-02,2026-03-02,4.0,LOSS,0.0,-3.6900000000000004,RA
Ryan Rollins,MIL,BOS,PR,21.5,20.29,0.604,Under,0.202,0.0,B Tier,2026-03-02,2026-03-02,8.0,WIN,1.0,-12.29,PR
Bruce Brown,DEN,UTA,REB,4.5,4.17,0.602,Under,0.258,40.0,B Tier,2026-03-02,2026-03-02,3.0,WIN,1.0,-1.17,REB
Bilal Coulibaly,WSH,HOU,PRA,15.5,17.85,0.598,Over,0.258,40.0,B Tier,2026-03-02,2026-03-02,24.0,WIN,1.0,6.149999999999999,PRA
Ace Bailey,UTAH,DEN,PA,17.5,16.61,0.597,Under,0.321,20.0,B Tier,2026-03-02,2026-03-02,18.0,LOSS,0.0,1.3900000000000006,PA
Bilal Coulibaly,WSH,HOU,PTS,9.5,11.25,0.596,Over,0.347,50.0,B Tier,2026-03-02,2026-03-02,23.0,WIN,1.0,11.75,PTS
