Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Correctness,Proj_Error,Mapped_Prop
Bennedict Mathurin,LAC,NYK,RA,5.5,7.33,0.687,Over,0.299,60.0,A Tier,2026-03-09,2026-03-09,8.0,WIN,1.0,0.6699999999999999,RA
Nic Claxton,BKN,MEM,RA,11.5,10.22,0.648,Under,0.275,70.0,A Tier,2026-03-09,2026-03-09,13.0,LOSS,0.0,2.7799999999999994,RA
Shai Gilgeous-Alexander,OKC,DEN,PA,39.5,35.21,0.653,Under,0.219,60.0,A Tier,2026-03-09,2026-03-09,50.0,LOSS,0.0,14.79,PA
Kris Dunn,LAC,NYK,PRA,14.0,17.42,0.65,Over,0.268,90.0,A Tier,2026-03-09,2026-03-09,15.0,WIN,1.0,-2.4200000000000017,PRA
Karl-Anthony Towns,NY,LAC,PRA,34.0,31.47,0.61,Under,0.312,70.0,B Tier,2026-03-09,2026-03-09,54.0,LOSS,0.0,22.53,PRA
Jalen Brunson,NY,LAC,PRA,35.5,32.72,0.626,Under,0.347,60.0,B Tier,2026-03-09,2026-03-09,40.0,LOSS,0.0,7.280000000000001,PRA
Kris Dunn,LAC,NYK,AST,3.5,4.5,0.626,Over,0.308,80.0,B Tier,2026-03-09,2026-03-09,3.0,LOSS,0.0,-1.5,AST
VJ Edgecombe,PHI,CLE,PA,22.5,20.25,0.643,Under,0.317,50.0,B Tier,2026-03-09,2026-03-09,,Pending / Not Found,,,PA
Karl-Anthony Towns,NY,LAC,PR,31.5,29.58,0.61,Under,0.303,70.0,B Tier,2026-03-09,2026-03-09,47.0,LOSS,0.0,17.42,PR
Kris Dunn,LAC,NYK,PR,10.0,12.77,0.625,Over,0.337,70.0,B Tier,2026-03-09,2026-03-09,12.0,WIN,1.0,-0.7699999999999996,PR
VJ Edgecombe,PHI,CLE,PR,23.5,22.02,0.61,Under,0.292,50.0,B Tier,2026-03-09,2026-03-09,,Pending / Not Found,,,PR
Landry Shamet,NY,LAC,PR,10.5,12.43,0.597,Over,0.347,80.0,B Tier,2026-03-09,2026-03-09,10.0,LOSS,0.0,-2.4299999999999997,PR
VJ Edgecombe,PHI,CLE,PRA,27.5,25.57,0.618,Under,0.266,50.0,B Tier,2026-03-09,2026-03-09,,Pending / Not Found,,,PRA
Keyonte George,UTAH,GSW,PRA,31.5,30.05,0.596,Under,0.348,40.0,B Tier,2026-03-09,2026-03-09,17.0,WIN,1.0,-13.05,PRA
Darius Garland,LAC,NYK,PTS,15.0,17.64,0.586,Over,0.279,50.0,B Tier,2026-03-09,2026-03-09,23.0,WIN,1.0,5.359999999999999,PTS
