Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Correctness,Proj_Error,Mapped_Prop
Naz Reid,MIN,UTA,PRA,24.5,20.47,0.698,Under,0.259,100.0,A Tier,2026-03-18,2026-03-18,,Pending / Not Found,,,PRA
Kevin Durant,HOU,LAL,REB,3.5,5.0,0.691,Over,0.261,60.0,A Tier,2026-03-18,2026-03-18,6.0,WIN,1.0,1.0,REB
Naz Reid,MIN,UTA,PR,21.5,18.72,0.668,Under,0.28,80.0,A Tier,2026-03-18,2026-03-18,,Pending / Not Found,,,PR
Brandon Ingram,TOR,CHI,PA,28.0,25.52,0.62,Under,0.35,50.0,B Tier,2026-03-18,2026-03-18,22.0,WIN,1.0,-3.5199999999999996,PA
Baylor Scheierman,BOS,GSW,PRA,13.5,15.47,0.588,Over,0.298,100.0,B Tier,2026-03-18,2026-03-18,14.0,WIN,1.0,-1.4700000000000006,PRA
Sam Hauser,BOS,GSW,RA,4.5,5.68,0.622,Over,0.324,90.0,B Tier,2026-03-18,2026-03-18,0.0,LOSS,0.0,-5.68,RA
Ayo Dosunmu,MIN,UTA,PA,22.5,18.07,0.722,Under,0.312,60.0,B Tier,2026-03-18,2026-03-18,29.0,LOSS,0.0,10.93,PA
Cedric Coward,MEM,DEN,PRA,21.5,20.31,0.603,Under,0.34,90.0,B Tier,2026-03-18,2026-03-18,23.0,LOSS,0.0,2.6900000000000013,PRA
Toumani Camara,POR,IND,RA,6.5,7.56,0.591,Over,0.291,50.0,B Tier,2026-03-18,2026-03-18,3.0,LOSS,0.0,-4.56,RA
Kevin Durant,HOU,LAL,PRA,35.5,33.97,0.594,Under,0.246,50.0,B Tier,2026-03-18,2026-03-18,28.0,WIN,1.0,-5.969999999999999,PRA
Cedric Coward,MEM,DEN,PA,15.5,14.62,0.601,Under,0.308,90.0,B Tier,2026-03-18,2026-03-18,16.0,LOSS,0.0,1.3800000000000008,PA
Matas Buzelis,CHI,TOR,RA,6.5,8.0,0.64,Over,0.296,90.0,B Tier,2026-03-18,2026-03-18,8.0,WIN,1.0,0.0,RA
Toumani Camara,POR,IND,PRA,20.5,19.8,0.583,Under,0.222,50.0,B Tier,2026-03-18,2026-03-18,20.0,WIN,1.0,0.1999999999999993,PRA
Brandon Ingram,TOR,CHI,PRA,34.0,31.2,0.617,Under,0.295,40.0,B Tier,2026-03-18,2026-03-18,27.0,WIN,1.0,-4.199999999999999,PRA
Jonathan Kuminga,ATL,DAL,RA,5.5,7.6,0.704,Over,0.338,70.0,B Tier,2026-03-18,2026-03-18,8.0,WIN,1.0,0.40000000000000036,RA
RJ Barrett,TOR,CHI,RA,9.5,8.98,0.593,Under,0.217,80.0,B Tier,2026-03-18,2026-03-18,6.0,WIN,1.0,-2.9800000000000004,RA
Darius Garland,LAC,NOP,AST,7.5,6.93,0.61,Under,0.274,40.0,B Tier,2026-03-18,2026-03-18,6.0,WIN,1.0,-0.9299999999999997,AST
Ace Bailey,UTAH,MIN,PR,21.5,19.67,0.63,Under,0.321,40.0,B Tier,2026-03-18,2026-03-18,19.0,WIN,1.0,-0.6700000000000017,PR
Shai Gilgeous-Alexander,OKC,BKN,PRA,42.5,39.69,0.616,Under,0.203,50.0,B Tier,2026-03-18,2026-03-18,29.0,WIN,1.0,-10.689999999999998,PRA
Ace Bailey,UTAH,MIN,PRA,22.5,21.81,0.581,Under,0.289,40.0,B Tier,2026-03-18,2026-03-18,21.0,WIN,1.0,-0.8099999999999987,PRA
RJ Barrett,TOR,CHI,PRA,30.5,29.58,0.581,Under,0.236,40.0,B Tier,2026-03-18,2026-03-18,29.0,WIN,1.0,-0.5799999999999983,PRA
Brandon Ingram,TOR,CHI,PR,29.5,26.65,0.642,Under,0.349,40.0,B Tier,2026-03-18,2026-03-18,23.0,WIN,1.0,-3.6499999999999986,PR
Kevin Durant,HOU,LAL,PTS,25.0,23.39,0.595,Under,0.318,50.0,B Tier,2026-03-18,2026-03-18,18.0,WIN,1.0,-5.390000000000001,PTS
Nickeil Alexander-Walker,ATL,DAL,RA,7.5,6.61,0.647,Under,0.332,50.0,B Tier,2026-03-18,2026-03-18,3.0,WIN,1.0,-3.6100000000000003,RA
Naz Reid,MIN,UTA,RA,8.5,7.78,0.619,Under,0.287,90.0,B Tier,2026-03-18,2026-03-18,,Pending / Not Found,,,RA
Tari Eason,HOU,LAL,PRA,17.5,16.91,0.581,Under,0.341,90.0,B Tier,2026-03-18,2026-03-18,17.0,WIN,1.0,0.08999999999999986,PRA
Scottie Barnes,TOR,CHI,RA,11.5,10.52,0.624,Under,0.333,90.0,B Tier,2026-03-18,2026-03-18,10.0,WIN,1.0,-0.5199999999999996,RA
Ivica Zubac,IND,POR,PA,14.5,13.89,0.587,Under,0.191,100.0,B Tier,2026-03-18,2026-03-18,21.0,LOSS,0.0,7.109999999999999,PA
De'Anthony Melton,GS,BOS,RA,4.5,6.1,0.675,Over,0.306,70.0,B Tier,2026-03-18,2026-03-18,3.0,LOSS,0.0,-3.0999999999999996,RA
RJ Barrett,TOR,CHI,PR,27.5,26.0,0.604,Under,0.261,40.0,B Tier,2026-03-18,2026-03-18,27.0,WIN,1.0,1.0,PR
Toumani Camara,POR,IND,PR,18.5,16.95,0.627,Under,0.297,50.0,B Tier,2026-03-18,2026-03-18,19.0,LOSS,0.0,2.0500000000000007,PR
Immanuel Quickley,TOR,CHI,PRA,28.5,27.1,0.599,Under,0.298,60.0,B Tier,2026-03-18,2026-03-18,19.0,WIN,1.0,-8.100000000000001,PRA
Shai Gilgeous-Alexander,OKC,BKN,PA,37.5,34.75,0.622,Under,0.198,50.0,B Tier,2026-03-18,2026-03-18,26.0,WIN,1.0,-8.75,PA
Kevin Durant,HOU,LAL,PR,30.5,29.26,0.591,Under,0.289,50.0,B Tier,2026-03-18,2026-03-18,24.0,WIN,1.0,-5.260000000000002,PR
Shai Gilgeous-Alexander,OKC,BKN,PR,35.5,32.61,0.629,Under,0.203,50.0,B Tier,2026-03-18,2026-03-18,23.0,WIN,1.0,-9.61,PR
Shai Gilgeous-Alexander,OKC,BKN,PTS,30.5,28.62,0.611,Under,0.204,50.0,B Tier,2026-03-18,2026-03-18,20.0,WIN,1.0,-8.620000000000001,PTS
Kawhi Leonard,LAC,NOP,RA,11.0,9.74,0.612,Under,0.278,50.0,B Tier,2026-03-18,2026-03-18,9.0,WIN,1.0,-0.7400000000000002,RA
Cooper Flagg,DAL,ATL,PRA,33.5,31.78,0.601,Under,0.202,60.0,B Tier,2026-03-18,2026-03-18,28.0,WIN,1.0,-3.780000000000001,PRA
Max Christie,DAL,ATL,PRA,16.5,15.86,0.586,Under,0.315,70.0,B Tier,2026-03-18,2026-03-18,16.0,WIN,1.0,0.14000000000000057,PRA
Donte DiVincenzo,MIN,UTA,RA,8.5,7.81,0.616,Under,0.224,70.0,B Tier,2026-03-18,2026-03-18,10.0,LOSS,0.0,2.1900000000000004,RA
Julius Randle,MIN,UTA,RA,12.5,11.4,0.628,Under,0.291,60.0,B Tier,2026-03-18,2026-03-18,9.0,WIN,1.0,-2.4000000000000004,RA
Cooper Flagg,DAL,ATL,PR,28.5,26.91,0.605,Under,0.237,60.0,B Tier,2026-03-18,2026-03-18,23.0,WIN,1.0,-3.91,PR
Cooper Flagg,DAL,ATL,PA,27.5,26.35,0.592,Under,0.266,60.0,B Tier,2026-03-18,2026-03-18,22.0,WIN,1.0,-4.350000000000001,PA
Dejounte Murray,NO,LAC,PR,22.5,25.43,0.551,Over,0.312,40.0,C Tier,2026-03-18,2026-03-18,21.0,LOSS,0.0,-4.43,PR
