Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Correctness,Proj_Error,Mapped_Prop
Nikola Jokic,DEN,TOR,PA,37.5,33.84,0.643,Under,0.22,50.0,A Tier,2026-03-20,2026-03-20,31.0,WIN,1.0,-2.8400000000000034,PA
Jamal Murray,DEN,TOR,AST,6.5,5.71,0.647,Under,0.3,60.0,A Tier,2026-03-20,2026-03-20,6.0,WIN,1.0,0.29000000000000004,AST
Tari Eason,HOU,ATL,PRA,19.5,18.02,0.621,Under,0.321,90.0,B Tier,2026-03-20,2026-03-20,22.0,LOSS,0.0,3.9800000000000004,PRA
Brandon Ingram,TOR,DEN,PRA,31.5,29.83,0.603,Under,0.294,40.0,B Tier,2026-03-20,2026-03-20,26.0,WIN,1.0,-3.8299999999999983,PRA
Ayo Dosunmu,MIN,POR,PA,20.5,17.56,0.68,Under,0.337,50.0,B Tier,2026-03-20,2026-03-20,25.0,LOSS,0.0,7.440000000000001,PA
Nikola Jokic,DEN,TOR,RA,22.5,20.87,0.619,Under,0.255,40.0,B Tier,2026-03-20,2026-03-20,17.0,WIN,1.0,-3.870000000000001,RA
Dyson Daniels,ATL,HOU,REB,5.5,6.71,0.625,Over,0.297,70.0,B Tier,2026-03-20,2026-03-20,3.0,LOSS,0.0,-3.71,REB
Scottie Barnes,TOR,DEN,PR,24.5,23.24,0.6,Under,0.192,90.0,B Tier,2026-03-20,2026-03-20,23.0,WIN,1.0,-0.23999999999999844,PR
Alperen Sengun,HOU,ATL,PRA,34.5,30.6,0.656,Under,0.343,60.0,B Tier,2026-03-20,2026-03-20,34.0,WIN,1.0,3.3999999999999986,PRA
Alperen Sengun,HOU,ATL,PA,25.5,22.76,0.65,Under,0.336,60.0,B Tier,2026-03-20,2026-03-20,25.0,WIN,1.0,2.2399999999999984,PA
Rudy Gobert,MIN,POR,PRA,27.5,24.89,0.64,Under,0.336,50.0,B Tier,2026-03-20,2026-03-20,34.0,LOSS,0.0,9.11,PRA
Karl-Anthony Towns,NY,BKN,RA,14.5,13.61,0.605,Under,0.194,40.0,B Tier,2026-03-20,2026-03-20,16.0,LOSS,0.0,2.3900000000000006,RA
Nikola Jokic,DEN,TOR,PR,40.5,37.32,0.627,Under,0.278,50.0,B Tier,2026-03-20,2026-03-20,30.0,WIN,1.0,-7.32,PR
Nikola Jokic,DEN,TOR,REB,12.5,11.42,0.627,Under,0.305,50.0,B Tier,2026-03-20,2026-03-20,8.0,WIN,1.0,-3.42,REB
Julius Randle,MIN,POR,RA,11.5,10.9,0.594,Under,0.302,60.0,B Tier,2026-03-20,2026-03-20,9.0,WIN,1.0,-1.9000000000000004,RA
Scottie Barnes,TOR,DEN,PTS,17.5,16.89,0.583,Under,0.244,90.0,B Tier,2026-03-20,2026-03-20,15.0,WIN,1.0,-1.8900000000000006,PTS
Jalen Duren,DET,GSW,RA,13.5,12.2,0.636,Under,0.307,60.0,B Tier,2026-03-20,2026-03-20,7.0,WIN,1.0,-5.199999999999999,RA
Scottie Barnes,TOR,DEN,PA,22.5,21.01,0.613,Under,0.2,90.0,B Tier,2026-03-20,2026-03-20,23.0,LOSS,0.0,1.9899999999999984,PA
Amen Thompson,HOU,ATL,AST,5.5,5.21,0.584,Under,0.298,40.0,B Tier,2026-03-20,2026-03-20,4.0,WIN,1.0,-1.21,AST
