Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Correctness,Proj_Error,Mapped_Prop
DeAndre Jordan,NO,LAC,AST,1.5,0.99,0.745,Under,0.0,80.0,S Tier,2026-03-01,2026-03-01,1.0,WIN,1.0,0.010000000000000009,AST
Nick Richards,CHI,MIL,AST,1.5,1.04,0.734,Under,0.0,80.0,A Tier,2026-03-01,2026-03-01,0.0,WIN,1.0,-1.04,AST
Scoot Henderson,POR,ATL,PA,19.5,17.11,0.662,Under,0.214,50.0,A Tier,2026-03-01,2026-03-01,14.0,WIN,1.0,-3.1099999999999994,PA
Scoot Henderson,POR,ATL,PRA,22.5,19.93,0.655,Under,0.261,50.0,A Tier,2026-03-01,2026-03-01,16.0,WIN,1.0,-3.9299999999999997,PRA
Ryan Rollins,MIL,CHI,PA,25.5,22.72,0.652,Under,0.223,0.0,A Tier,2026-03-01,2026-03-01,18.0,WIN,1.0,-4.719999999999999,PA
Jarace Walker,IND,MEM,PR,26.5,23.64,0.651,Under,0.266,0.0,A Tier,2026-03-01,2026-03-01,24.0,WIN,1.0,0.35999999999999943,PR
Nickeil Alexander-Walker,ATL,POR,PA,23.5,21.09,0.645,Under,0.193,10.0,A Tier,2026-03-01,2026-03-01,19.0,WIN,1.0,-2.09,PA
Luke Kennard,LAL,SAC,PTS,7.5,9.87,0.707,Over,0.314,80.0,B Tier,2026-03-01,2026-03-01,11.0,WIN,1.0,1.1300000000000008,PTS
Donovan Clingan,POR,ATL,PR,27.5,23.61,0.68,Under,0.315,20.0,B Tier,2026-03-01,2026-03-01,30.0,LOSS,0.0,6.390000000000001,PR
DeMar DeRozan,SAC,LAL,PR,18.5,15.89,0.677,Under,0.35,100.0,B Tier,2026-03-01,2026-03-01,13.0,WIN,1.0,-2.8900000000000006,PR
Donovan Clingan,POR,ATL,PRA,29.5,26.27,0.653,Under,0.328,20.0,B Tier,2026-03-01,2026-03-01,35.0,LOSS,0.0,8.73,PRA
John Collins,LAC,NOP,PR,21.5,19.41,0.641,Under,0.197,40.0,B Tier,2026-03-01,2026-03-01,22.0,LOSS,0.0,2.59,PR
Onyeka Okongwu,ATL,POR,PTS,15.5,13.95,0.64,Under,0.318,60.0,B Tier,2026-03-01,2026-03-01,25.0,LOSS,0.0,11.05,PTS
Malik Monk,SAC,LAL,PRA,15.5,14.01,0.637,Under,0.328,90.0,B Tier,2026-03-01,2026-03-01,13.0,WIN,1.0,-1.0099999999999998,PRA
Jarace Walker,IND,MEM,PA,22.5,20.51,0.633,Under,0.334,0.0,B Tier,2026-03-01,2026-03-01,23.0,LOSS,0.0,2.4899999999999984,PA
Jarace Walker,IND,MEM,PRA,30.5,27.98,0.629,Under,0.295,0.0,B Tier,2026-03-01,2026-03-01,26.0,WIN,1.0,-1.9800000000000004,PRA
Isaiah Hartenstein,OKC,DAL,PA,14.5,13.26,0.627,Under,0.309,60.0,B Tier,2026-03-01,2026-03-01,11.0,WIN,1.0,-2.26,PA
Cam Thomas,MIL,CHI,AST,1.5,1.36,0.626,Under,0.337,100.0,B Tier,2026-03-01,2026-03-01,3.0,LOSS,0.0,1.64,AST
Rudy Gobert,MIN,DEN,PR,21.5,19.81,0.624,Under,0.283,40.0,B Tier,2026-03-01,2026-03-01,22.0,LOSS,0.0,2.1900000000000013,PR
Tobias Harris,DET,ORL,PR,18.5,17.05,0.623,Under,0.282,60.0,B Tier,2026-03-01,2026-03-01,30.0,LOSS,0.0,12.95,PR
Ryan Rollins,MIL,CHI,PRA,30.0,27.32,0.622,Under,0.188,0.0,B Tier,2026-03-01,2026-03-01,25.0,WIN,1.0,-2.3200000000000003,PRA
Jarace Walker,IND,MEM,PTS,18.5,17.08,0.621,Under,0.338,10.0,B Tier,2026-03-01,2026-03-01,21.0,LOSS,0.0,3.9200000000000017,PTS
Nickeil Alexander-Walker,ATL,POR,PTS,19.5,18.06,0.619,Under,0.243,20.0,B Tier,2026-03-01,2026-03-01,15.0,WIN,1.0,-3.0599999999999987,PTS
Rudy Gobert,MIN,DEN,PRA,23.5,21.8,0.619,Under,0.291,40.0,B Tier,2026-03-01,2026-03-01,26.0,LOSS,0.0,4.199999999999999,PRA
Jaylen Wells,MEM,IND,PR,18.5,17.19,0.616,Under,0.289,20.0,B Tier,2026-03-01,2026-03-01,21.0,LOSS,0.0,3.8099999999999987,PR
Onyeka Okongwu,ATL,POR,PA,17.5,16.27,0.615,Under,0.245,60.0,B Tier,2026-03-01,2026-03-01,31.0,LOSS,0.0,14.73,PA
Nickeil Alexander-Walker,ATL,POR,PR,22.5,20.98,0.614,Under,0.291,30.0,B Tier,2026-03-01,2026-03-01,18.0,WIN,1.0,-2.9800000000000004,PR
Derrick White,BOS,PHI,RA,8.5,9.96,0.614,Over,0.317,60.0,B Tier,2026-03-01,2026-03-01,14.0,WIN,1.0,4.039999999999999,RA
Nolan Traore,BKN,CLE,PR,13.5,12.54,0.614,Under,0.348,10.0,B Tier,2026-03-01,2026-03-01,18.0,LOSS,0.0,5.460000000000001,PR
Toumani Camara,POR,ATL,PR,19.5,18.2,0.612,Under,0.325,40.0,B Tier,2026-03-01,2026-03-01,11.0,WIN,1.0,-7.199999999999999,PR
GG Jackson,MEM,IND,PRA,24.5,22.92,0.612,Under,0.332,10.0,B Tier,2026-03-01,2026-03-01,22.0,WIN,1.0,-0.9200000000000017,PRA
Ryan Rollins,MIL,CHI,PTS,19.5,18.23,0.611,Under,0.231,0.0,B Tier,2026-03-01,2026-03-01,11.0,WIN,1.0,-7.23,PTS
Nolan Traore,BKN,CLE,PRA,18.5,17.3,0.611,Under,0.343,0.0,B Tier,2026-03-01,2026-03-01,20.0,LOSS,0.0,2.6999999999999993,PRA
DeMar DeRozan,SAC,LAL,PRA,21.5,20.15,0.61,Under,0.287,100.0,B Tier,2026-03-01,2026-03-01,21.0,WIN,1.0,0.8500000000000014,PRA
Toumani Camara,POR,ATL,PRA,21.5,20.16,0.609,Under,0.281,50.0,B Tier,2026-03-01,2026-03-01,13.0,WIN,1.0,-7.16,PRA
Paolo Banchero,ORL,DET,PR,28.5,26.8,0.609,Under,0.31,70.0,B Tier,2026-03-01,2026-03-01,35.0,LOSS,0.0,8.2,PR
Mikal Bridges,NY,SAS,PRA,20.5,19.23,0.608,Under,0.348,80.0,B Tier,2026-03-01,2026-03-01,32.0,LOSS,0.0,12.77,PRA
Desmond Bane,ORL,DET,PA,23.5,27.41,0.606,Over,0.305,70.0,B Tier,2026-03-01,2026-03-01,24.0,WIN,1.0,-3.41,PA
Ryan Rollins,MIL,CHI,PR,24.5,23.08,0.606,Under,0.185,0.0,B Tier,2026-03-01,2026-03-01,18.0,WIN,1.0,-5.079999999999998,PR
Derrick White,BOS,PHI,PRA,26.5,25.01,0.605,Under,0.252,60.0,B Tier,2026-03-01,2026-03-01,35.0,LOSS,0.0,9.989999999999998,PRA
DeMar DeRozan,SAC,LAL,PA,18.5,17.43,0.605,Under,0.339,80.0,B Tier,2026-03-01,2026-03-01,17.0,WIN,1.0,-0.4299999999999997,PA
Isaiah Hartenstein,OKC,DAL,PRA,22.5,21.22,0.604,Under,0.258,90.0,B Tier,2026-03-01,2026-03-01,16.0,WIN,1.0,-5.219999999999999,PRA
Desmond Bane,ORL,DET,PR,23.5,27.33,0.604,Over,0.308,70.0,B Tier,2026-03-01,2026-03-01,21.0,LOSS,0.0,-6.329999999999998,PR
Nolan Traore,BKN,CLE,PA,16.5,15.54,0.604,Under,0.349,0.0,B Tier,2026-03-01,2026-03-01,19.0,LOSS,0.0,3.460000000000001,PA
Austin Reaves,LAL,SAC,PRA,30.5,28.86,0.603,Under,0.313,80.0,B Tier,2026-03-01,2026-03-01,17.0,WIN,1.0,-11.86,PRA
Derik Queen,NO,LAC,PRA,20.5,19.35,0.603,Under,0.336,70.0,B Tier,2026-03-01,2026-03-01,26.0,LOSS,0.0,6.649999999999999,PRA
Nickeil Alexander-Walker,ATL,POR,PRA,27.5,26.03,0.603,Under,0.239,10.0,B Tier,2026-03-01,2026-03-01,22.0,WIN,1.0,-4.030000000000001,PRA
Isaiah Hartenstein,OKC,DAL,PTS,10.5,9.86,0.601,Under,0.308,80.0,B Tier,2026-03-01,2026-03-01,7.0,WIN,1.0,-2.8599999999999994,PTS
VJ Edgecombe,PHI,BOS,PTS,21.5,20.37,0.601,Under,0.334,40.0,B Tier,2026-03-01,2026-03-01,23.0,LOSS,0.0,2.629999999999999,PTS
Desmond Bane,ORL,DET,PTS,19.5,23.05,0.6,Over,0.32,80.0,B Tier,2026-03-01,2026-03-01,17.0,LOSS,0.0,-6.050000000000001,PTS
Onyeka Okongwu,ATL,POR,PR,22.5,21.35,0.599,Under,0.101,70.0,B Tier,2026-03-01,2026-03-01,35.0,LOSS,0.0,13.649999999999999,PR
Donovan Clingan,POR,ATL,RA,15.5,14.67,0.599,Under,0.338,40.0,B Tier,2026-03-01,2026-03-01,20.0,LOSS,0.0,5.33,RA
Jaylen Wells,MEM,IND,PRA,19.5,18.52,0.597,Under,0.242,20.0,B Tier,2026-03-01,2026-03-01,22.0,LOSS,0.0,3.4800000000000004,PRA
Jaylen Wells,MEM,IND,PA,15.5,14.69,0.597,Under,0.293,20.0,B Tier,2026-03-01,2026-03-01,19.0,LOSS,0.0,4.3100000000000005,PA
Austin Reaves,LAL,SAC,PA,25.5,24.28,0.597,Under,0.305,80.0,B Tier,2026-03-01,2026-03-01,17.0,WIN,1.0,-7.280000000000001,PA
Derik Queen,NO,LAC,RA,9.5,8.97,0.594,Under,0.268,80.0,B Tier,2026-03-01,2026-03-01,7.0,WIN,1.0,-1.9700000000000006,RA
Jarrett Allen,CLE,BKN,PA,19.5,22.38,0.593,Over,0.292,70.0,B Tier,2026-03-01,2026-03-01,21.0,WIN,1.0,-1.379999999999999,PA
Max Christie,DAL,OKC,PR,19.5,18.63,0.592,Under,0.267,40.0,B Tier,2026-03-01,2026-03-01,21.0,LOSS,0.0,2.370000000000001,PR
Isaiah Hartenstein,OKC,DAL,PR,19.5,18.64,0.592,Under,0.241,90.0,B Tier,2026-03-01,2026-03-01,12.0,WIN,1.0,-6.640000000000001,PR
Tobias Harris,DET,ORL,RA,7.5,8.67,0.592,Over,0.331,60.0,B Tier,2026-03-01,2026-03-01,8.0,WIN,1.0,-0.6699999999999999,RA
Jrue Holiday,POR,ATL,AST,5.5,5.17,0.591,Under,0.306,40.0,B Tier,2026-03-01,2026-03-01,4.0,WIN,1.0,-1.17,AST
Desmond Bane,ORL,DET,PRA,27.5,31.55,0.591,Over,0.302,50.0,B Tier,2026-03-01,2026-03-01,28.0,WIN,1.0,-3.5500000000000007,PRA
Landry Shamet,NY,SAS,PRA,11.5,13.77,0.589,Over,0.307,90.0,B Tier,2026-03-01,2026-03-01,11.0,LOSS,0.0,-2.7699999999999996,PRA
Derrick White,BOS,PHI,PA,22.5,21.62,0.588,Under,0.276,50.0,B Tier,2026-03-01,2026-03-01,29.0,LOSS,0.0,7.379999999999999,PA
James Harden,CLE,BKN,PRA,33.5,32.28,0.588,Under,0.139,80.0,B Tier,2026-03-01,2026-03-01,39.0,LOSS,0.0,6.719999999999999,PRA
James Harden,CLE,BKN,PA,29.5,28.43,0.587,Under,0.122,90.0,B Tier,2026-03-01,2026-03-01,30.0,LOSS,0.0,1.5700000000000003,PA
Derik Queen,NO,LAC,REB,5.5,6.42,0.587,Over,0.274,50.0,B Tier,2026-03-01,2026-03-01,5.0,LOSS,0.0,-1.42,REB
Klay Thompson,DAL,OKC,RA,3.5,3.35,0.586,Under,0.272,100.0,B Tier,2026-03-01,2026-03-01,1.0,WIN,1.0,-2.35,RA
Moritz Wagner,ORL,DET,PRA,11.5,11.16,0.585,Under,0.347,70.0,B Tier,2026-03-01,2026-03-01,12.0,LOSS,0.0,0.8399999999999999,PRA
GG Jackson,MEM,IND,RA,7.5,7.15,0.584,Under,0.259,0.0,B Tier,2026-03-01,2026-03-01,11.0,LOSS,0.0,3.8499999999999996,RA
Josh Hart,NY,SAS,PRA,22.5,21.74,0.583,Under,0.347,80.0,B Tier,2026-03-01,2026-03-01,27.0,LOSS,0.0,5.260000000000002,PRA
Ben Sheppard,IND,MEM,PRA,12.5,14.17,0.583,Over,0.262,80.0,B Tier,2026-03-01,2026-03-01,12.0,LOSS,0.0,-2.17,PRA
Tobias Harris,DET,ORL,PA,15.5,14.94,0.582,Under,0.319,60.0,B Tier,2026-03-01,2026-03-01,24.0,LOSS,0.0,9.06,PA
James Harden,CLE,BKN,AST,8.5,8.1,0.582,Under,0.222,50.0,B Tier,2026-03-01,2026-03-01,8.0,WIN,1.0,-0.09999999999999964,AST
Deni Avdija,POR,ATL,REB,6.5,4.22,0.774,Under,0.699,60.0,C Tier,2026-03-01,2026-03-01,,Pending / Not Found,,,REB
Mitchell Robinson,NY,SAS,PTS,4.5,3.23,0.759,Under,0.763,50.0,C Tier,2026-03-01,2026-03-01,4.0,WIN,1.0,0.77,PTS
Julian Strawther,DEN,MIN,PA,11.5,8.3,0.744,Under,0.426,20.0,C Tier,2026-03-01,2026-03-01,2.0,WIN,1.0,-6.300000000000001,PA
Julian Strawther,DEN,MIN,PTS,9.0,6.23,0.742,Under,0.479,20.0,C Tier,2026-03-01,2026-03-01,2.0,WIN,1.0,-4.23,PTS
Andre Drummond,PHI,BOS,PTS,7.5,5.52,0.735,Under,0.752,60.0,C Tier,2026-03-01,2026-03-01,10.0,LOSS,0.0,4.48,PTS
Julian Strawther,DEN,MIN,PRA,13.5,10.15,0.73,Under,0.429,20.0,C Tier,2026-03-01,2026-03-01,2.0,WIN,1.0,-8.15,PRA
Caris LeVert,DET,ORL,REB,3.5,2.55,0.73,Under,0.422,100.0,C Tier,2026-03-01,2026-03-01,2.0,WIN,1.0,-0.5499999999999998,REB
Jericho Sims,MIL,CHI,PTS,5.5,4.19,0.729,Under,0.802,10.0,C Tier,2026-03-01,2026-03-01,2.0,WIN,1.0,-2.1900000000000004,PTS
Kris Murray,POR,ATL,PTS,6.5,4.91,0.726,Under,0.736,20.0,C Tier,2026-03-01,2026-03-01,0.0,WIN,1.0,-4.91,PTS
Julius Randle,MIN,DEN,PA,24.5,19.38,0.725,Under,0.438,60.0,C Tier,2026-03-01,2026-03-01,21.0,WIN,1.0,1.620000000000001,PA
Julius Randle,MIN,DEN,PRA,31.5,25.44,0.72,Under,0.41,60.0,C Tier,2026-03-01,2026-03-01,30.0,WIN,1.0,4.559999999999999,PRA
Andre Drummond,PHI,BOS,REB,8.5,6.52,0.719,Under,0.624,50.0,C Tier,2026-03-01,2026-03-01,12.0,LOSS,0.0,5.48,REB
Jalen Suggs,ORL,DET,AST,3.5,2.87,0.713,Under,0.605,30.0,C Tier,2026-03-01,2026-03-01,4.0,LOSS,0.0,1.13,AST
Paul Reed,DET,ORL,PTS,7.5,6.15,0.704,Under,0.654,20.0,C Tier,2026-03-01,2026-03-01,5.0,WIN,1.0,-1.1500000000000004,PTS
Jalen Suggs,ORL,DET,PTS,10.5,8.39,0.703,Under,0.423,60.0,C Tier,2026-03-01,2026-03-01,14.0,LOSS,0.0,5.609999999999999,PTS
Mitchell Robinson,NY,SAS,REB,7.5,5.98,0.702,Under,0.582,80.0,C Tier,2026-03-01,2026-03-01,5.0,WIN,1.0,-0.9800000000000004,REB
Paul Reed,DET,ORL,PA,7.5,6.43,0.702,Under,0.58,20.0,C Tier,2026-03-01,2026-03-01,5.0,WIN,1.0,-1.4299999999999997,PA
Jericho Sims,MIL,CHI,PA,6.5,5.36,0.7,Under,0.639,10.0,C Tier,2026-03-01,2026-03-01,4.0,WIN,1.0,-1.3600000000000003,PA
Jalen Suggs,ORL,DET,PA,14.5,11.82,0.696,Under,0.408,50.0,C Tier,2026-03-01,2026-03-01,18.0,LOSS,0.0,6.18,PA
Jalen Suggs,ORL,DET,PRA,17.5,14.42,0.692,Under,0.371,40.0,C Tier,2026-03-01,2026-03-01,21.0,LOSS,0.0,6.58,PRA
