Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Correctness,Proj_Error,Mapped_Prop
Tobias Harris,DET,CLE,PA,15.5,6.52,0.926,Under,0.262,60.0,A Tier,2026-02-27,2026-02-27,16.0,LOSS,0.0,9.48,PA
Ausar Thompson,DET,CLE,RA,6.5,10.32,0.859,Over,0.258,80.0,A Tier,2026-02-27,2026-02-27,13.0,WIN,1.0,2.6799999999999997,RA
Tobias Harris,DET,CLE,PRA,20.5,12.33,0.853,Under,0.208,50.0,A Tier,2026-02-27,2026-02-27,21.0,LOSS,0.0,8.67,PRA
Tobias Harris,DET,CLE,PR,18.5,11.16,0.832,Under,0.225,50.0,A Tier,2026-02-27,2026-02-27,16.0,WIN,1.0,4.84,PR
Duncan Robinson,DET,CLE,PR,13.5,19.98,0.793,Over,0.269,70.0,A Tier,2026-02-27,2026-02-27,10.0,LOSS,0.0,-9.98,PR
Max Christie,DAL,MEM,PR,18.5,12.55,0.79,Under,0.245,40.0,A Tier,2026-02-27,2026-02-27,16.0,WIN,1.0,3.4499999999999993,PR
Shai Gilgeous-Alexander,OKC,DEN,PTS,28.5,20.45,0.775,Under,0.248,60.0,A Tier,2026-02-27,2026-02-27,36.0,LOSS,0.0,15.55,PTS
Jaylen Wells,MEM,DAL,PR,17.5,12.27,0.763,Under,0.246,20.0,A Tier,2026-02-27,2026-02-27,16.0,WIN,1.0,3.7300000000000004,PR
Jaylen Wells,MEM,DAL,PRA,19.5,14.87,0.732,Under,0.214,20.0,A Tier,2026-02-27,2026-02-27,19.0,WIN,1.0,4.130000000000001,PRA
Ausar Thompson,DET,CLE,PRA,17.5,22.77,0.72,Over,0.287,60.0,A Tier,2026-02-27,2026-02-27,31.0,WIN,1.0,8.23,PRA
Max Christie,DAL,MEM,PRA,20.5,15.7,0.712,Under,0.245,40.0,A Tier,2026-02-27,2026-02-27,18.0,WIN,1.0,2.3000000000000007,PRA
Jaylen Wells,MEM,DAL,PA,15.5,11.6,0.695,Under,0.273,20.0,A Tier,2026-02-27,2026-02-27,15.0,WIN,1.0,3.4000000000000004,PA
Ryan Rollins,MIL,NYK,PTS,17.5,21.27,0.693,Over,0.193,100.0,A Tier,2026-02-27,2026-02-27,13.0,LOSS,0.0,-8.27,PTS
Shai Gilgeous-Alexander,OKC,DEN,PRA,39.5,31.25,0.679,Under,0.233,50.0,A Tier,2026-02-27,2026-02-27,48.0,LOSS,0.0,16.75,PRA
Shai Gilgeous-Alexander,OKC,DEN,PA,35.5,28.52,0.678,Under,0.235,60.0,A Tier,2026-02-27,2026-02-27,45.0,LOSS,0.0,16.48,PA
Shai Gilgeous-Alexander,OKC,DEN,PR,32.5,25.5,0.677,Under,0.236,60.0,A Tier,2026-02-27,2026-02-27,39.0,LOSS,0.0,13.5,PR
GG Jackson,MEM,DAL,RA,7.5,8.78,0.665,Over,0.218,100.0,A Tier,2026-02-27,2026-02-27,7.0,LOSS,0.0,-1.7799999999999994,RA
Ryan Rollins,MIL,NYK,PR,22.5,25.34,0.645,Over,0.161,100.0,A Tier,2026-02-27,2026-02-27,17.0,LOSS,0.0,-8.34,PR
Klay Thompson,DAL,MEM,RA,3.5,3.05,0.642,Under,0.272,100.0,A Tier,2026-02-27,2026-02-27,,Pending / Not Found,,,RA
Tobias Harris,DET,CLE,PTS,12.5,4.68,0.904,Under,0.321,70.0,B Tier,2026-02-27,2026-02-27,11.0,WIN,1.0,6.32,PTS
OG Anunoby,NY,MIL,PTS,15.5,6.73,0.865,Under,0.318,40.0,B Tier,2026-02-27,2026-02-27,24.0,LOSS,0.0,17.27,PTS
Mitchell Robinson,NY,MIL,PR,13.5,21.83,0.847,Over,0.346,50.0,B Tier,2026-02-27,2026-02-27,3.0,LOSS,0.0,-18.83,PR
GG Jackson,MEM,DAL,PR,21.5,33.33,0.84,Over,0.321,90.0,B Tier,2026-02-27,2026-02-27,15.0,LOSS,0.0,-18.33,PR
GG Jackson,MEM,DAL,PRA,23.5,34.94,0.816,Over,0.312,90.0,B Tier,2026-02-27,2026-02-27,19.0,LOSS,0.0,-15.939999999999998,PRA
Payton Pritchard,BOS,BKN,PR,21.5,7.6,0.792,Under,0.33,40.0,B Tier,2026-02-27,2026-02-27,22.0,LOSS,0.0,14.4,PR
Payton Pritchard,BOS,BKN,PA,23.5,9.22,0.786,Under,0.346,40.0,B Tier,2026-02-27,2026-02-27,27.0,LOSS,0.0,17.78,PA
Payton Pritchard,BOS,BKN,PRA,27.5,13.92,0.76,Under,0.3,40.0,B Tier,2026-02-27,2026-02-27,27.0,WIN,1.0,13.08,PRA
Landry Shamet,NY,MIL,PRA,12.5,5.94,0.76,Under,0.302,10.0,B Tier,2026-02-27,2026-02-27,18.0,LOSS,0.0,12.059999999999999,PRA
Duncan Robinson,DET,CLE,PA,12.5,18.73,0.756,Over,0.307,70.0,B Tier,2026-02-27,2026-02-27,10.0,LOSS,0.0,-8.73,PA
Jaylen Wells,MEM,DAL,PTS,13.5,9.69,0.755,Under,0.327,20.0,B Tier,2026-02-27,2026-02-27,12.0,WIN,1.0,2.3100000000000005,PTS
Isaiah Joe,OKC,DEN,PRA,14.5,6.83,0.755,Under,0.269,20.0,B Tier,2026-02-27,2026-02-27,16.0,LOSS,0.0,9.17,PRA
Landry Shamet,NY,MIL,PA,10.5,4.52,0.749,Under,0.346,30.0,B Tier,2026-02-27,2026-02-27,18.0,LOSS,0.0,13.48,PA
OG Anunoby,NY,MIL,PR,20.5,11.58,0.748,Under,0.304,50.0,B Tier,2026-02-27,2026-02-27,27.0,LOSS,0.0,15.42,PR
