Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Correctness,Proj_Error,Mapped_Prop
Jayson Tatum,BOS,MIN,PA,25.5,14.24,0.93,Under,0.247,90.0,S Tier,2026-03-22,2026-03-22,18.0,WIN,1.0,3.76,PA
Jayson Tatum,BOS,MIN,PRA,33.5,23.73,0.835,Under,0.198,80.0,S Tier,2026-03-22,2026-03-22,29.0,WIN,1.0,5.27,PRA
Devin Booker,PHX,TOR,PA,31.5,22.24,0.818,Under,0.24,40.0,S Tier,2026-03-22,2026-03-22,31.0,WIN,1.0,8.760000000000002,PA
Devin Booker,PHX,TOR,PRA,35.5,26.05,0.8,Under,0.237,40.0,S Tier,2026-03-22,2026-03-22,34.0,WIN,1.0,7.949999999999999,PRA
Jayson Tatum,BOS,MIN,PR,29.5,22.82,0.778,Under,0.188,90.0,S Tier,2026-03-22,2026-03-22,27.0,WIN,1.0,4.18,PR
Jalen Brunson,NY,WAS,PA,32.5,25.94,0.749,Under,0.159,50.0,S Tier,2026-03-22,2026-03-22,27.0,WIN,1.0,1.0599999999999987,PA
Nikola Jokic,DEN,POR,PRA,50.5,40.41,0.748,Under,0.22,40.0,S Tier,2026-03-22,2026-03-22,50.0,WIN,1.0,9.590000000000003,PRA
Nikola Jokic,DEN,POR,PA,38.5,31.23,0.738,Under,0.221,60.0,S Tier,2026-03-22,2026-03-22,36.0,WIN,1.0,4.77,PA
Jalen Brunson,NY,WAS,PRA,36.5,30.45,0.717,Under,0.137,40.0,S Tier,2026-03-22,2026-03-22,27.0,WIN,1.0,-3.4499999999999993,PRA
Donovan Clingan,POR,DEN,PRA,24.5,35.64,0.893,Over,0.256,90.0,A Tier,2026-03-22,2026-03-22,32.0,WIN,1.0,-3.6400000000000006,PRA
Nique Clifford,SAC,BKN,REB,4.5,7.65,0.873,Over,0.293,100.0,A Tier,2026-03-22,2026-03-22,4.0,LOSS,0.0,-3.6500000000000004,REB
Jalen Brunson,NY,WAS,PTS,25.5,17.36,0.833,Under,0.298,50.0,A Tier,2026-03-22,2026-03-22,23.0,WIN,1.0,5.640000000000001,PTS
Jayson Tatum,BOS,MIN,PTS,21.5,14.97,0.833,Under,0.274,90.0,A Tier,2026-03-22,2026-03-22,16.0,WIN,1.0,1.0299999999999994,PTS
Immanuel Quickley,TOR,PHX,RA,8.5,11.72,0.82,Over,0.274,60.0,A Tier,2026-03-22,2026-03-22,4.0,LOSS,0.0,-7.720000000000001,RA
Nikola Jokic,DEN,POR,PR,40.5,31.04,0.776,Under,0.287,60.0,A Tier,2026-03-22,2026-03-22,36.0,WIN,1.0,4.960000000000001,PR
Nikola Jokic,DEN,POR,RA,22.5,17.63,0.758,Under,0.263,40.0,A Tier,2026-03-22,2026-03-22,28.0,LOSS,0.0,10.370000000000001,RA
Karl-Anthony Towns,NY,WAS,REB,11.5,14.54,0.748,Over,0.221,50.0,A Tier,2026-03-22,2026-03-22,16.0,WIN,1.0,1.4600000000000009,REB
Jalen Brunson,NY,WAS,PR,28.5,22.76,0.748,Under,0.261,50.0,A Tier,2026-03-22,2026-03-22,23.0,WIN,1.0,0.23999999999999844,PR
Donovan Clingan,POR,DEN,PR,25.0,31.99,0.747,Over,0.274,90.0,A Tier,2026-03-22,2026-03-22,31.0,WIN,1.0,-0.9899999999999984,PR
Naz Reid,MIN,BOS,PR,17.5,14.29,0.73,Under,0.258,80.0,A Tier,2026-03-22,2026-03-22,18.0,LOSS,0.0,3.710000000000001,PR
Jalen Green,PHX,TOR,RA,6.5,5.33,0.703,Under,0.272,50.0,A Tier,2026-03-22,2026-03-22,10.0,LOSS,0.0,4.67,RA
Donte DiVincenzo,MIN,BOS,RA,7.5,6.25,0.7,Under,0.282,70.0,A Tier,2026-03-22,2026-03-22,4.0,WIN,1.0,-2.25,RA
Derrick White,BOS,MIN,RA,9.5,8.11,0.687,Under,0.283,50.0,A Tier,2026-03-22,2026-03-22,7.0,WIN,1.0,-1.1099999999999994,RA
RJ Barrett,TOR,PHX,RA,9.0,7.21,0.686,Under,0.194,90.0,A Tier,2026-03-22,2026-03-22,6.0,WIN,1.0,-1.21,RA
