Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Correctness,Proj_Error,Mapped_Prop
Kevin Durant,HOU,DEN,REB,3.5,5.01,0.692,Over,0.238,60.0,A Tier,2026-03-11,2026-03-11,4.0,WIN,1.0,-1.0099999999999998,REB
Amen Thompson,HOU,DEN,REB,5.5,7.19,0.682,Over,0.286,40.0,A Tier,2026-03-11,2026-03-11,5.0,LOSS,0.0,-2.1900000000000004,REB
James Harden,CLE,ORL,RA,9.5,11.56,0.664,Over,0.253,60.0,A Tier,2026-03-11,2026-03-11,13.0,WIN,1.0,1.4399999999999995,RA
RJ Barrett,TOR,NOP,PA,24.5,22.59,0.624,Under,0.31,60.0,B Tier,2026-03-11,2026-03-11,17.0,WIN,1.0,-5.59,PA
Jalen Brunson,NY,UTA,PR,30.5,26.64,0.668,Under,0.3,70.0,B Tier,2026-03-11,2026-03-11,32.0,LOSS,0.0,5.359999999999999,PR
RJ Barrett,TOR,NOP,PR,26.5,24.36,0.627,Under,0.292,60.0,B Tier,2026-03-11,2026-03-11,23.0,WIN,1.0,-1.3599999999999994,PR
Zion Williamson,NO,TOR,PR,28.5,26.48,0.619,Under,0.314,70.0,B Tier,2026-03-11,2026-03-11,25.0,WIN,1.0,-1.4800000000000004,PR
Mikal Bridges,NY,UTA,PRA,22.5,20.77,0.623,Under,0.341,80.0,B Tier,2026-03-11,2026-03-11,12.0,WIN,1.0,-8.77,PRA
Zion Williamson,NO,TOR,PTS,21.5,19.69,0.629,Under,0.345,50.0,B Tier,2026-03-11,2026-03-11,19.0,WIN,1.0,-0.6900000000000013,PTS
Jalen Brunson,NY,UTA,PTS,26.5,23.17,0.666,Under,0.303,70.0,B Tier,2026-03-11,2026-03-11,28.0,LOSS,0.0,4.829999999999998,PTS
Karl-Anthony Towns,NY,UTA,PTS,20.5,18.86,0.625,Under,0.263,60.0,B Tier,2026-03-11,2026-03-11,21.0,LOSS,0.0,2.1400000000000006,PTS
RJ Barrett,TOR,NOP,RA,9.5,8.84,0.607,Under,0.246,90.0,B Tier,2026-03-11,2026-03-11,8.0,WIN,1.0,-0.8399999999999999,RA
Aaron Gordon,DEN,HOU,REB,3.5,5.06,0.699,Over,0.344,70.0,B Tier,2026-03-11,2026-03-11,4.0,WIN,1.0,-1.0599999999999996,REB
Karl-Anthony Towns,NY,UTA,PA,23.5,22.52,0.591,Under,0.262,50.0,B Tier,2026-03-11,2026-03-11,28.0,LOSS,0.0,5.48,PA
RJ Barrett,TOR,NOP,PRA,31.5,29.06,0.625,Under,0.255,60.0,B Tier,2026-03-11,2026-03-11,24.0,WIN,1.0,-5.059999999999999,PRA
Josh Hart,NY,UTA,RA,12.5,11.68,0.607,Under,0.318,70.0,B Tier,2026-03-11,2026-03-11,,Pending / Not Found,,,RA
Zion Williamson,NO,TOR,PA,24.5,23.73,0.581,Under,0.3,60.0,B Tier,2026-03-11,2026-03-11,23.0,WIN,1.0,-0.7300000000000004,PA
Josh Hart,NY,UTA,PRA,24.5,23.51,0.59,Under,0.213,90.0,B Tier,2026-03-11,2026-03-11,,Pending / Not Found,,,PRA
Karl-Anthony Towns,NY,UTA,REB,12.5,11.76,0.6,Under,0.274,50.0,B Tier,2026-03-11,2026-03-11,7.0,WIN,1.0,-4.76,REB
Jalen Brunson,NY,UTA,PA,33.5,30.4,0.639,Under,0.175,80.0,B Tier,2026-03-11,2026-03-11,36.0,LOSS,0.0,5.600000000000001,PA
Alperen Sengun,HOU,DEN,PRA,32.5,31.51,0.582,Under,0.308,60.0,B Tier,2026-03-11,2026-03-11,15.0,WIN,1.0,-16.51,PRA
Jalen Brunson,NY,UTA,PRA,37.5,34.29,0.633,Under,0.185,60.0,B Tier,2026-03-11,2026-03-11,40.0,LOSS,0.0,5.710000000000001,PRA
Karl-Anthony Towns,NY,UTA,PR,32.5,31.54,0.581,Under,0.181,60.0,B Tier,2026-03-11,2026-03-11,28.0,WIN,1.0,-3.539999999999999,PR
Jalen Suggs,ORL,CLE,PA,20.5,19.03,0.618,Under,0.381,70.0,C Tier,2026-03-11,2026-03-11,16.0,WIN,1.0,-3.030000000000001,PA
Mikal Bridges,NY,UTA,PA,18.5,17.07,0.622,Under,0.398,90.0,C Tier,2026-03-11,2026-03-11,7.0,WIN,1.0,-10.07,PA
Scottie Barnes,TOR,NOP,PR,24.5,21.79,0.653,Under,0.417,90.0,C Tier,2026-03-11,2026-03-11,15.0,WIN,1.0,-6.789999999999999,PR
Kawhi Leonard,LAC,MIN,PR,33.5,31.24,0.617,Under,0.442,40.0,C Tier,2026-03-11,2026-03-11,50.0,LOSS,0.0,18.76,PR
Desmond Bane,ORL,CLE,PR,25.5,25.13,0.566,Under,0.23,50.0,C Tier,2026-03-11,2026-03-11,41.0,LOSS,0.0,15.870000000000001,PR
Jalen Suggs,ORL,CLE,PRA,24.5,22.92,0.612,Under,0.393,60.0,C Tier,2026-03-11,2026-03-11,18.0,WIN,1.0,-4.920000000000002,PRA
Scottie Barnes,TOR,NOP,PRA,30.5,26.69,0.666,Under,0.425,100.0,C Tier,2026-03-11,2026-03-11,19.0,WIN,1.0,-7.690000000000001,PRA
Kevin Durant,HOU,DEN,PTS,19.5,22.04,0.564,Over,0.272,50.0,C Tier,2026-03-11,2026-03-11,11.0,LOSS,0.0,-11.04,PTS
Desmond Bane,ORL,CLE,PTS,21.0,20.64,0.547,Under,0.285,40.0,C Tier,2026-03-11,2026-03-11,35.0,LOSS,0.0,14.36,PTS
