Legs,Joint Prob,Payout,Picks,Result
2,0.524181,3.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA,WIN
2,0.514262,3.0x,Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA,LOSS
2,0.507395,3.0x,Bennedict Mathurin Over 3.5 REB | Cam Spencer Under 12.5 RA,WIN
2,0.498239,3.0x,Cam Spencer Under 12.5 RA | Shai Gilgeous-Alexander Under 39.5 PA,LOSS
2,0.49595,3.0x,Cam Spencer Under 12.5 RA | Kris Dunn Over 14.0 PRA,WIN
2,0.491372,3.0x,Cam Spencer Under 12.5 RA | Kris Dunn Over 6.5 RA,WIN
2,0.490609,3.0x,Cam Spencer Under 12.5 RA | VJ Edgecombe Under 22.5 PA,PUSH/DOWNGRADE
2,0.4906,3.0x,Cam Spencer Under 12.5 RA | Nolan Traore Under 13.5 PTS,LOSS
2,0.487557,3.0x,Cam Spencer Under 12.5 RA | Jalen Brunson Under 32.5 PA,LOSS
2,0.484505,3.0x,Cam Spencer Under 12.5 RA | Jalen Brunson Under 28.5 PR,LOSS
3,0.353297994,6.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA,LOSS
3,0.342290193,6.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | Shai Gilgeous-Alexander Under 39.5 PA,LOSS
3,0.34198423,6.0x,Bennedict Mathurin Over 3.5 REB | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA,LOSS
3,0.3412136,6.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | Kris Dunn Over 14.0 PRA,WIN
3,0.337048383,6.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | VJ Edgecombe Under 22.5 PA,PUSH/DOWNGRADE
3,0.3370422,6.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | Nolan Traore Under 13.5 PTS,LOSS
3,0.335813086,6.0x,Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Shai Gilgeous-Alexander Under 39.5 PA,LOSS
3,0.334951659,6.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | Jalen Brunson Under 32.5 PA,LOSS
3,0.3342703,6.0x,Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Kris Dunn Over 14.0 PRA,LOSS
3,0.333431,6.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | Kris Dunn Over 3.5 AST,LOSS
4,0.230703590082,10.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Shai Gilgeous-Alexander Under 39.5 PA,LOSS
4,0.2299779664,10.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Kris Dunn Over 14.0 PRA,LOSS
4,0.227170610142,10.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | VJ Edgecombe Under 22.5 PA,LOSS
4,0.2271664428,10.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Nolan Traore Under 13.5 PTS,LOSS
4,0.225757418166,10.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Jalen Brunson Under 32.5 PA,LOSS
4,0.224732494,10.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Kris Dunn Over 3.5 AST,LOSS
4,0.22434422619,10.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Jalen Brunson Under 28.5 PR,LOSS
4,0.223990928196,10.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Shai Gilgeous-Alexander Under 36.5 PR,LOSS
4,0.223637630202,10.0x,Bennedict Mathurin Over 5.5 RA | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Shai Gilgeous-Alexander Under 44.5 PRA,LOSS
4,0.22331570219,10.0x,Bennedict Mathurin Over 3.5 REB | Cam Spencer Under 12.5 RA | De'Anthony Melton Under 24.5 PRA | Shai Gilgeous-Alexander Under 39.5 PA,LOSS
