Legs,Joint Prob,Payout,Picks,Result
2,0.4568399999999999,3.0x,Kawhi Leonard Under 34.5 PR | Tobias Harris Over 3.5 REB,WIN
2,0.4568399999999999,3.0x,Brice Sensabaugh Under 21.5 PRA | Tobias Harris Over 3.5 REB,LOSS
2,0.4490849999999999,3.0x,Shai Gilgeous-Alexander Under 43.5 PRA | Tobias Harris Over 3.5 REB,WIN
2,0.444855,3.0x,Darius Garland Over 14.5 PTS | Tobias Harris Over 3.5 REB,WIN
2,0.44415,3.0x,Giannis Antetokounmpo Under 42.5 PRA | Tobias Harris Over 3.5 REB,LOSS
2,0.44415,3.0x,Kawhi Leonard Under 38.5 PRA | Tobias Harris Over 3.5 REB,WIN
2,0.443445,3.0x,Shai Gilgeous-Alexander Under 35.5 PR | Tobias Harris Over 3.5 REB,WIN
2,0.4427399999999999,3.0x,De'Anthony Melton Under 22.5 PRA | Tobias Harris Over 3.5 REB,PUSH/DOWNGRADE
2,0.43992,3.0x,Giannis Antetokounmpo Under 32.5 PA | Tobias Harris Over 3.5 REB,LOSS
2,0.4356899999999999,3.0x,Kyle Kuzma Over 16.5 PRA | Tobias Harris Over 3.5 REB,WIN
3,0.3030795,6.0x,Darius Garland Over 14.5 PTS | Kawhi Leonard Under 34.5 PR | Tobias Harris Over 3.5 REB,WIN
3,0.296664,6.0x,Darius Garland Over 14.5 PTS | Kawhi Leonard Under 38.5 PRA | Tobias Harris Over 3.5 REB,WIN
3,0.2960323199999999,6.0x,Brice Sensabaugh Under 21.5 PRA | Kawhi Leonard Under 34.5 PR | Tobias Harris Over 3.5 REB,LOSS
3,0.293421,6.0x,Giannis Antetokounmpo Under 42.5 PRA | Kyle Kuzma Over 16.5 PRA | Tobias Harris Over 3.5 REB,LOSS
3,0.29100708,6.0x,Kawhi Leonard Under 34.5 PR | Shai Gilgeous-Alexander Under 43.5 PRA | Tobias Harris Over 3.5 REB,WIN
3,0.29100708,6.0x,Brice Sensabaugh Under 21.5 PRA | Shai Gilgeous-Alexander Under 43.5 PRA | Tobias Harris Over 3.5 REB,LOSS
