Legs,Joint Prob,Payout,Picks,Result
2,0.527772,3.0x,Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS,LOSS
2,0.524844,3.0x,Brice Sensabaugh Under 3.5 AST | Pat Spencer Under 8.5 PTS,LOSS
2,0.516957,3.0x,Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
2,0.5043479999999999,3.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST,WIN
2,0.499224,3.0x,Brice Sensabaugh Under 3.5 AST | Pat Spencer Under 9.5 PR,LOSS
2,0.4967689999999999,3.0x,Bennedict Mathurin Under 26.5 PRA | Darius Garland Over 12.5 PTS,LOSS
2,0.4940129999999999,3.0x,Bennedict Mathurin Under 26.5 PRA | Pat Spencer Under 8.5 PTS,LOSS
2,0.492636,3.0x,Brice Sensabaugh Under 3.5 AST | Kawhi Leonard Under 5.5 REB,LOSS
2,0.491722,3.0x,Darius Garland Over 12.5 PTS | Pat Spencer Under 9.5 PR,LOSS
2,0.49044,3.0x,Brice Sensabaugh Under 3.5 AST | Kyshawn George Under 2.5 AST,WIN
3,0.378412524,6.0x,Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
3,0.3664843,6.0x,Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS,LOSS
3,0.3644511,6.0x,Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
3,0.3636349079999999,6.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS,LOSS
3,0.3622303999999999,6.0x,Brice Sensabaugh Under 3.5 AST | Cody Williams Under 8.5 PA | Darius Garland Over 12.5 PTS,LOSS
3,0.3616175159999999,6.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Pat Spencer Under 8.5 PTS,LOSS
3,0.3602207999999999,6.0x,Brice Sensabaugh Under 3.5 AST | Cody Williams Under 8.5 PA | Pat Spencer Under 8.5 PTS,LOSS
3,0.359940504,6.0x,Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Pat Spencer Under 9.5 PR,LOSS
3,0.3561833729999999,6.0x,Bennedict Mathurin Under 26.5 PRA | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
3,0.355190556,6.0x,Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB,LOSS
4,0.2627692431,10.0x,Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
4,0.2607262290359999,10.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
4,0.2597191967999999,10.0x,Brice Sensabaugh Under 3.5 AST | Cody Williams Under 8.5 PA | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
4,0.254671628652,10.0x,Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS,LOSS
4,0.25353639108,10.0x,Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS,LOSS
4,0.2525076826999999,10.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS,LOSS
4,0.2511068078999999,10.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
4,0.2503222596,10.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB,LOSS
4,0.2502071879999999,10.0x,Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Kyle Filipowski Under 15.5 PA | Pat Spencer Under 8.5 PTS,LOSS
4,0.250130678364,10.0x,Brice Sensabaugh Under 3.5 AST | Bruce Brown Under 9.5 PTS | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
5,0.1810480084958999,20.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
5,0.1794810601331999,20.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS,LOSS
5,0.1789465265951999,20.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 8.5 PA | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
5,0.1768437006063,20.0x,Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS,LOSS
5,0.176055392877,20.0x,Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS,LOSS
5,0.1747910194464,20.0x,Brice Sensabaugh Under 3.5 AST | Cody Williams Under 8.5 PA | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS,LOSS
5,0.1746865734541199,20.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS,LOSS
5,0.1740118618559999,20.0x,Brice Sensabaugh Under 3.5 AST | Cody Williams Under 8.5 PA | Darius Garland Over 12.5 PTS | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS,LOSS
5,0.1738235034899999,20.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB,LOSS
5,0.1736904696890999,20.0x,Brice Sensabaugh Under 3.5 AST | Bruce Brown Under 9.5 PTS | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
6,0.1246314520023299,25.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS,LOSS
6,0.1231848150422399,25.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 8.5 PA | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS,LOSS
6,0.1213021656922529,25.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS,LOSS
6,0.1202523102892439,25.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS,LOSS
6,0.1198941728187839,25.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 8.5 PA | Darius Garland Over 12.5 PTS | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS,LOSS
6,0.1196727336157898,25.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Bruce Brown Under 9.5 PTS | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
6,0.1187515365581999,25.0x,Ace Bailey Over 4.5 REB | Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Pat Spencer Under 8.5 PTS,LOSS
6,0.1186732692683999,25.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Kyle Filipowski Under 15.5 PA | Pat Spencer Under 8.5 PTS,LOSS
6,0.1186369807480451,25.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Bruce Brown Under 9.5 PTS | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS,LOSS
6,0.1185476293801799,25.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 9.5 PR,LOSS
7,0.083503072841561,40.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS,LOSS
7,0.0825338260783007,40.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 8.5 PA | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS,LOSS
7,0.0823813897735401,40.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Bruce Brown Under 9.5 PTS | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS,LOSS
7,0.08174724788034,40.0x,Ace Bailey Over 4.5 REB | Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS,LOSS
7,0.0815983374291021,40.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS | Tre Johnson Under 15.5 PRA,LOSS
7,0.0814251627429206,40.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Bruce Brown Under 9.5 PTS | Cody Williams Under 8.5 PA | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS,LOSS
7,0.0812597067055191,40.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Pat Spencer Under 8.5 PTS | Reed Sheppard Under 16.5 PTS,LOSS
7,0.0811029540321,40.0x,Ace Bailey Over 4.5 REB | Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 6.5 PTS | Darius Garland Over 12.5 PTS | Isaiah Collier Under 9.5 RA | Pat Spencer Under 8.5 PTS,LOSS
7,0.0808921138020332,40.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Darius Garland Over 12.5 PTS | Kawhi Leonard Under 5.5 REB | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS | Tre Johnson Under 15.5 PRA,LOSS
7,0.0806511995364566,40.0x,Bennedict Mathurin Under 26.5 PRA | Brice Sensabaugh Under 3.5 AST | Cody Williams Under 8.5 PA | Darius Garland Over 12.5 PTS | Kyshawn George Under 2.5 AST | Pat Spencer Under 8.5 PTS | Tre Johnson Under 15.5 PRA,LOSS
