Legs,Joint Prob,Payout,Picks,Result
2,0.6165,3.0x,AJ Green Over 3.5 RA | Ryan Rollins Over 23.5 PR,LOSS
2,0.6084,3.0x,AJ Green Over 3.5 RA | Ryan Rollins Over 18.5 PTS,LOSS
3,0.5909,6.0x,Cam Spencer Over 6.5 RA | GG Jackson Over 6.5 RA | Jaylen Wells Over 12.5 PA,LOSS
2,0.5898,3.0x,Harrison Barnes Under 14.5 PA | Victor Wembanyama Under 11.5 REB,WIN
2,0.5896,3.0x,Cam Spencer Over 6.5 RA | Jaylen Wells Over 12.5 PA,LOSS
2,0.5888,3.0x,Harrison Barnes Over 9.5 PRA | Julian Champagnie Over 4.5 RA,WIN
2,0.588,3.0x,GG Jackson Over 6.5 RA | Jaylen Wells Over 12.5 PA,LOSS
2,0.5848,3.0x,Cam Spencer Over 6.5 RA | GG Jackson Over 6.5 RA,LOSS
2,0.5565,3.0x,Aaron Wiggins Over 2.5 REB | Isaiah Hartenstein Over 9.5 PTS,PUSH/DOWNGRADE
2,0.503979,3.0x,AJ Green Over 3.5 RA | Collin Murray-Boyles Under 5.5 REB,LOSS
2,0.488838,3.0x,Collin Murray-Boyles Under 5.5 REB | Derrick White Over 9.5 RA,LOSS
3,0.4444965,6.0x,AJ Green Over 3.5 RA | Collin Murray-Boyles Under 5.5 REB | Ryan Rollins Over 23.5 PR,LOSS
3,0.4386564,6.0x,AJ Green Over 3.5 RA | Collin Murray-Boyles Under 5.5 REB | Ryan Rollins Over 18.5 PTS,LOSS
4,0.4260389,10.0x,Cam Spencer Over 6.5 RA | Collin Murray-Boyles Under 5.5 REB | GG Jackson Over 6.5 RA | Jaylen Wells Over 12.5 PA,LOSS
3,0.4252457999999999,6.0x,Collin Murray-Boyles Under 5.5 REB | Harrison Barnes Under 14.5 PA | Victor Wembanyama Under 11.5 REB,WIN
3,0.4251015999999999,6.0x,Cam Spencer Over 6.5 RA | Collin Murray-Boyles Under 5.5 REB | Jaylen Wells Over 12.5 PA,LOSS
3,0.4245248,6.0x,Collin Murray-Boyles Under 5.5 REB | Harrison Barnes Over 9.5 PRA | Julian Champagnie Over 4.5 RA,WIN
3,0.4239479999999999,6.0x,Collin Murray-Boyles Under 5.5 REB | GG Jackson Over 6.5 RA | Jaylen Wells Over 12.5 PA,LOSS
3,0.4216408,6.0x,Cam Spencer Over 6.5 RA | Collin Murray-Boyles Under 5.5 REB | GG Jackson Over 6.5 RA,LOSS
3,0.417987,6.0x,AJ Green Over 3.5 RA | Derrick White Over 9.5 RA | Ryan Rollins Over 23.5 PR,LOSS
4,0.4130390999999999,10.0x,AJ Green Over 3.5 RA | Cam Spencer Over 6.5 RA | GG Jackson Over 6.5 RA | Jaylen Wells Over 12.5 PA,LOSS
3,0.4124952,6.0x,AJ Green Over 3.5 RA | Derrick White Over 9.5 RA | Ryan Rollins Over 18.5 PTS,LOSS
4,0.4006302,10.0x,Cam Spencer Over 6.5 RA | Derrick White Over 9.5 RA | GG Jackson Over 6.5 RA | Jaylen Wells Over 12.5 PA,LOSS
4,0.3799487,10.0x,Cam Spencer Over 6.5 RA | GG Jackson Over 6.5 RA | Jaylen Wells Over 12.5 PA | RJ Barrett Over 7.5 RA,LOSS
4,0.3740397,10.0x,Cam Spencer Over 6.5 RA | GG Jackson Over 6.5 RA | Jaylen Wells Over 12.5 PA | Tobias Harris Under 13.5 PTS,LOSS
4,0.372267,10.0x,Cam Spencer Over 6.5 RA | GG Jackson Over 6.5 RA | James Harden Under 33.5 PRA | Jaylen Wells Over 12.5 PA,LOSS
4,0.3716761,10.0x,Cam Spencer Over 6.5 RA | GG Jackson Over 6.5 RA | Harrison Barnes Under 14.5 PA | Jaylen Wells Over 12.5 PA,LOSS
4,0.3681,10.0x,Cam Spencer Over 6.5 RA | GG Jackson Over 6.5 RA | Jaylen Wells Over 12.5 PA | Ty Jerome Over 5.5 RA,LOSS
5,0.36428985,20.0x,AJ Green Over 3.5 RA | Cam Spencer Over 6.5 RA | GG Jackson Over 6.5 RA | Jaylen Wells Over 12.5 PA | Ryan Rollins Over 23.5 PR,LOSS
4,0.3636117,10.0x,AJ Green Over 3.5 RA | Harrison Barnes Under 14.5 PA | Ryan Rollins Over 23.5 PR | Victor Wembanyama Under 11.5 REB,LOSS
4,0.3634884,10.0x,AJ Green Over 3.5 RA | Cam Spencer Over 6.5 RA | Jaylen Wells Over 12.5 PA | Ryan Rollins Over 23.5 PR,LOSS
