Legs,Joint Prob,Payout,Picks,Result
2,0.5047379999999999,3.0x,Brice Sensabaugh Under 23.5 PR | Kobe Sanders Under 14.5 PRA,LOSS
2,0.4997049999999999,3.0x,Brice Sensabaugh Under 23.5 PR | Tari Eason Under 14.5 PA,LOSS
2,0.490358,3.0x,Brice Sensabaugh Under 23.5 PR | Royce O'Neale Over 5.5 RA,LOSS
2,0.489639,3.0x,Brice Sensabaugh Under 23.5 PR | Grayson Allen Over 5.5 RA,LOSS
2,0.4878899999999999,3.0x,Kobe Sanders Under 14.5 PRA | Tari Eason Under 14.5 PA,LOSS
2,0.487482,3.0x,Brice Sensabaugh Under 23.5 PR | James Harden Under 8.5 AST,LOSS
2,0.4864859999999999,3.0x,Brice Sensabaugh Under 20.5 PA | Kobe Sanders Under 14.5 PRA,LOSS
2,0.4864,3.0x,Josh Giddey Under 28.5 PA | Kobe Sanders Under 14.5 PRA,LOSS
2,0.4816349999999999,3.0x,Brice Sensabaugh Under 20.5 PA | Tari Eason Under 14.5 PA,LOSS
2,0.481011,3.0x,Brice Sensabaugh Under 23.5 PR | Kobe Sanders Under 10.5 PA,LOSS
3,0.3507929099999999,6.0x,Brice Sensabaugh Under 23.5 PR | Kobe Sanders Under 14.5 PRA | Tari Eason Under 14.5 PA,LOSS
3,0.3497215999999999,6.0x,Brice Sensabaugh Under 23.5 PR | Josh Giddey Under 28.5 PA | Kobe Sanders Under 14.5 PRA,LOSS
3,0.3442313159999999,6.0x,Brice Sensabaugh Under 23.5 PR | Kobe Sanders Under 14.5 PRA | Royce O'Neale Over 5.5 RA,LOSS
3,0.3437265779999999,6.0x,Brice Sensabaugh Under 23.5 PR | Grayson Allen Over 5.5 RA | Kobe Sanders Under 14.5 PRA,LOSS
3,0.342212364,6.0x,Brice Sensabaugh Under 23.5 PR | James Harden Under 8.5 AST | Kobe Sanders Under 14.5 PRA,LOSS
3,0.34079881,6.0x,Brice Sensabaugh Under 23.5 PR | Royce O'Neale Over 5.5 RA | Tari Eason Under 14.5 PA,LOSS
3,0.340299105,6.0x,Brice Sensabaugh Under 23.5 PR | Grayson Allen Over 5.5 RA | Tari Eason Under 14.5 PA,LOSS
3,0.33879999,6.0x,Brice Sensabaugh Under 23.5 PR | James Harden Under 8.5 AST | Tari Eason Under 14.5 PA,LOSS
3,0.3387928,6.0x,Brice Sensabaugh Under 23.5 PR | Josh Giddey Under 28.5 PA | Kobe Sanders Under 10.5 PA,LOSS
3,0.3381077699999999,6.0x,Brice Sensabaugh Under 20.5 PA | Kobe Sanders Under 14.5 PRA | Tari Eason Under 14.5 PA,LOSS
